"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.animation_url","metaResult.external_url","metaResult.attributes","metaResult.collection.name","metaResult.collection.family","metaResult.properties.files","metaResult.properties.category","metaResult.properties.creators"
"[""HjaeGbWfBAYuYyTk9hDK79jquYMTJ6pgrjKnsBogHhQu"",""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64""]","Nifty Nanas #2566","[0,50,50]","NANAS","https://arweave.net/u1BaByHjF2j_4n4hp9QnfIgXcE3ngyxMI595dcDlcxk","[1,0,0]",true,"2BRiR4ECuCLvtaaHVQCbHUPAdv6XYHb36DPR6k6MxfLa",true,"3oxsZbZSH8wWqt9EneYLMs5R1oPtGhvJD2ip5v3YPE8w","https://explorer.solana.com/address/2BRiR4ECuCLvtaaHVQCbHUPAdv6XYHb36DPR6k6MxfLa","Nifty Nanas #2566","NANAS","Nifty Nanas is a collection of 8,888 of the cutest nanas in the Metaverse.  We were built to feed the Solana Ecosystem.",500,"https://www.arweave.net/NGDQkmj7o1SHA-wqav5N7Og5qXJY9nyur3mfIWAdPe8?ext=png",,"https://www.niftynanas.com","[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Accessory"",""value"":""Arrow bag""},{""trait_type"":""Base"",""value"":""Banana""},{""trait_type"":""Body"",""value"":""Blank""},{""trait_type"":""Face"",""value"":""Tongue""},{""trait_type"":""Outfit"",""value"":""Biker""},{""trait_type"":""Eye gear"",""value"":""Red spec glasses""},{""trait_type"":""Head piece"",""value"":""Gold headphones""},{""trait_type"":""Extras"",""value"":""Blank""}]","Nifty Nanas Generation 1","Nifty Nanas","[{""uri"":""https://www.arweave.net/NGDQkmj7o1SHA-wqav5N7Og5qXJY9nyur3mfIWAdPe8?ext=png"",""type"":""image/png""}]","image","[{""address"":""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""share"":50},{""address"":""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64"",""share"":50}]"
"[""CGzNTKWrujUodyuENaa2AGbgL8A3uxQMLdaF44wDnLpB"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe""]","Avernus | Planetary #279","[0,6,94]","HOLOTABS","https://bafybeibaweq24spoct2wcbybk5jz76hkueoxd6gjtek2gdc46ykiqlnvou.ipfs.dweb.link/2108.json","[1,0,0]",true,"Fyka72vur4BvS5uXx7HESF7PDtR4Zdk8eipRESnjdSLp",true,"hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe","https://explorer.solana.com/address/Fyka72vur4BvS5uXx7HESF7PDtR4Zdk8eipRESnjdSLp","Avernus | Planetary #279","HOLOTABS","Welcome home. Enjoy your stay in the Aiternate spaceship.",555,"https://bafybeieyeurq7coj54tbgshiqecoezyf3zcj5nsga53cfdl5qdz7v2cuuu.ipfs.dweb.link/2108.png?ext=png","https://www.arweave.net/yPED4lrK3-6ZhrZ_fgGgPJhGdejuZ61slihxBW02rIM?ext=mp4","https://aiternate.com/","[{""trait_type"":""Name"",""value"":""Planetary""},{""trait_type"":""Sector"",""value"":""Avernus""},{""trait_type"":""Biome"",""value"":""Ship""},{""trait_type"":""Identity"",""value"":""Aiternate""}]","Aiternate Holotabs","Aiternate Holotabs","[{""uri"":""https://bafybeieyeurq7coj54tbgshiqecoezyf3zcj5nsga53cfdl5qdz7v2cuuu.ipfs.dweb.link/2108.png?ext=png"",""type"":""image/png""},{""uri"":""https://www.arweave.net/yPED4lrK3-6ZhrZ_fgGgPJhGdejuZ61slihxBW02rIM?ext=mp4"",""type"":""video/mp4""}]","video","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":6},{""address"":""hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe"",""share"":94}]"
"[""HjaeGbWfBAYuYyTk9hDK79jquYMTJ6pgrjKnsBogHhQu"",""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64""]","Nifty Nanas #3790","[0,50,50]","NANAS","https://arweave.net/87iC_ZSkMaB92FP7vwpWPqskLaQ4xJ_fZ-7BOl4ExjM","[1,0,0]",true,"DDTb2ApUfDqjU3Smp4YfDuX4F9MFg1TsswHmLAdcQokK",true,"3oxsZbZSH8wWqt9EneYLMs5R1oPtGhvJD2ip5v3YPE8w","https://explorer.solana.com/address/DDTb2ApUfDqjU3Smp4YfDuX4F9MFg1TsswHmLAdcQokK","Nifty Nanas #3790","NANAS","Nifty Nanas is a collection of 8,888 of the cutest nanas in the Metaverse.  We were built to feed the Solana Ecosystem.",500,"https://www.arweave.net/gWn9UuVD0caLTHAVO6TgPeXekWM_kcgFeSdU3_cQJWk?ext=png",,"https://www.niftynanas.com","[{""trait_type"":""Background"",""value"":""Mint""},{""trait_type"":""Accessory"",""value"":""Blank""},{""trait_type"":""Base"",""value"":""Banana""},{""trait_type"":""Body"",""value"":""Blank""},{""trait_type"":""Face"",""value"":""Tongue""},{""trait_type"":""Outfit"",""value"":""Gray astronaut""},{""trait_type"":""Eye gear"",""value"":""Solace sunglasses""},{""trait_type"":""Head piece"",""value"":""White sweatband""},{""trait_type"":""Extras"",""value"":""Spear""}]","Nifty Nanas Generation 1","Nifty Nanas","[{""uri"":""https://www.arweave.net/gWn9UuVD0caLTHAVO6TgPeXekWM_kcgFeSdU3_cQJWk?ext=png"",""type"":""image/png""}]","image","[{""address"":""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""share"":50},{""address"":""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64"",""share"":50}]"
"[""DUP5yWuWNfuzg6PqXR1KRNMFL2NRXRRWnr1eCzkmSGeD"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""AB9iLG4WBjNZcmch3S8sn7R2XjTT5BbNxJ2xCoynwaxE""]","bracketX Access Pass","[0,5,95]","OT","https://bafybeicjci5jy33o43wnal4frihxep5wlphu54g6va3xa5ozbuojwbztre.ipfs.nftstorage.link/1109.json","[1,0,0]",true,"3Qe52RkysM3EakBCL5pi8cKSV883vSsjZmgrfZTWX16T",true,"5oYxvfmd6cZHdgZ8Zq5tZNwXoGAhEGXAhzxhmTeDWvEh","https://explorer.solana.com/address/3Qe52RkysM3EakBCL5pi8cKSV883vSsjZmgrfZTWX16T","bracketX Access Pass","OT","bracketX by Overtime is pass that gives holders access to multiple sports contests, events, and future projects from Overtime.",500,"https://bafybeihy6moevkepbwd57i2qjfbvm5co36isoimg3qha2rj5vf6jpjyyge.ipfs.nftstorage.link/0.gif?ext=gif",,"www.overtime.tv","[{""trait_type"":""Ticket"",""value"":""bracketX""}]","bracketX","Overtime","[{""uri"":""https://bafybeihy6moevkepbwd57i2qjfbvm5co36isoimg3qha2rj5vf6jpjyyge.ipfs.nftstorage.link/0.gif?ext=gif"",""type"":""image/gif""}]","image","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":4},{""address"":""9DuZ5wa9nEFm8g4PQktqeJnm8Kv4C4svgUsEtJpZpH64"",""share"":48},{""address"":""AB9iLG4WBjNZcmch3S8sn7R2XjTT5BbNxJ2xCoynwaxE"",""share"":48}]"
"[""HjaeGbWfBAYuYyTk9hDK79jquYMTJ6pgrjKnsBogHhQu"",""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64""]","Nifty Nanas #4258","[0,50,50]","NANAS","https://arweave.net/_9nO7oq_2ysfYDp4rYgStbDi_PGcF3o0kuQpzjAq3ZE","[1,0,0]",true,"E6ZkYh2yeAVZRYWbPuWN6SGLYNtxfWwdfZsG28opcvep",true,"3oxsZbZSH8wWqt9EneYLMs5R1oPtGhvJD2ip5v3YPE8w","https://explorer.solana.com/address/E6ZkYh2yeAVZRYWbPuWN6SGLYNtxfWwdfZsG28opcvep","Nifty Nanas #4258","NANAS","Nifty Nanas is a collection of 8,888 of the cutest nanas in the Metaverse.  We were built to feed the Solana Ecosystem.",500,"https://www.arweave.net/2i50ubMzRjlGjzgQUGqDMQGd9VJW-zKzfQA_7EjCnQ0?ext=png",,"https://www.niftynanas.com","[{""trait_type"":""Background"",""value"":""Orange""},{""trait_type"":""Accessory"",""value"":""Blank""},{""trait_type"":""Base"",""value"":""Banana""},{""trait_type"":""Body"",""value"":""Monkey""},{""trait_type"":""Face"",""value"":""Dizzy""},{""trait_type"":""Outfit"",""value"":""White hoodie""},{""trait_type"":""Eye gear"",""value"":""Blank""},{""trait_type"":""Head piece"",""value"":""Red sweatband""},{""trait_type"":""Extras"",""value"":""Blank""}]","Nifty Nanas Generation 1","Nifty Nanas","[{""uri"":""https://www.arweave.net/2i50ubMzRjlGjzgQUGqDMQGd9VJW-zKzfQA_7EjCnQ0?ext=png"",""type"":""image/png""}]","image","[{""address"":""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""share"":50},{""address"":""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64"",""share"":50}]"
"[""CGzNTKWrujUodyuENaa2AGbgL8A3uxQMLdaF44wDnLpB"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe""]","Dimetra | Planetary #181","[0,6,94]","HOLOTABS","https://bafybeibaweq24spoct2wcbybk5jz76hkueoxd6gjtek2gdc46ykiqlnvou.ipfs.dweb.link/4206.json","[1,0,0]",true,"BvJuaq1JGqv7MjmrM29D8ybE8akvC2uW1KmKN4mDQBUA",true,"hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe","https://explorer.solana.com/address/BvJuaq1JGqv7MjmrM29D8ybE8akvC2uW1KmKN4mDQBUA","Dimetra | Planetary #181","HOLOTABS","Welcome home. Enjoy your stay in the Aiternate spaceship.",555,"https://bafybeicggc6bxqg2sfki52ddug3t43w3f4gqiifpzy5dg4sszgr6dwmxcq.ipfs.dweb.link/4206.png?ext=png","https://www.arweave.net/WnQVKRDzVuAs-sskbv0sjrXf7pZrWJhQPKGcA7Xvr44?ext=mp4","https://aiternate.com/","[{""trait_type"":""Name"",""value"":""Planetary""},{""trait_type"":""Sector"",""value"":""Dimetra""},{""trait_type"":""Biome"",""value"":""Steampunk""},{""trait_type"":""Identity"",""value"":""Aiternate""}]","Aiternate Holotabs","Aiternate Holotabs","[{""uri"":""https://bafybeicggc6bxqg2sfki52ddug3t43w3f4gqiifpzy5dg4sszgr6dwmxcq.ipfs.dweb.link/4206.png?ext=png"",""type"":""image/png""},{""uri"":""https://www.arweave.net/WnQVKRDzVuAs-sskbv0sjrXf7pZrWJhQPKGcA7Xvr44?ext=mp4"",""type"":""video/mp4""}]","video","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":6},{""address"":""hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe"",""share"":94}]"
"[""CGzNTKWrujUodyuENaa2AGbgL8A3uxQMLdaF44wDnLpB"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe""]","Acrux | Planetary #274","[0,6,94]","HOLOTABS","https://bafybeibaweq24spoct2wcbybk5jz76hkueoxd6gjtek2gdc46ykiqlnvou.ipfs.dweb.link/1005.json","[1,0,0]",true,"BHY3KzGVnyQjwzoN7bmb8o6UPqwRZ7pUnt1Ti56mmtZ6",true,"hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe","https://explorer.solana.com/address/BHY3KzGVnyQjwzoN7bmb8o6UPqwRZ7pUnt1Ti56mmtZ6","Acrux | Planetary #274","HOLOTABS","Welcome home. Enjoy your stay in the Aiternate spaceship.",555,"https://bafybeicymi6fzhov6j2wihjvxam3hgbjk3wm4d22ybngexfquoheyh565u.ipfs.dweb.link/1005.png?ext=png","https://www.arweave.net/VTkeFLshNHigkt6Lf6wg8d2jnV73PXsYbn3AqutVIFY?ext=mp4","https://aiternate.com/","[{""trait_type"":""Name"",""value"":""Planetary""},{""trait_type"":""Sector"",""value"":""Acrux""},{""trait_type"":""Biome"",""value"":""Cyberpunk""},{""trait_type"":""Identity"",""value"":""Aiternate""}]","Aiternate Holotabs","Aiternate Holotabs","[{""uri"":""https://bafybeicymi6fzhov6j2wihjvxam3hgbjk3wm4d22ybngexfquoheyh565u.ipfs.dweb.link/1005.png?ext=png"",""type"":""image/png""},{""uri"":""https://www.arweave.net/VTkeFLshNHigkt6Lf6wg8d2jnV73PXsYbn3AqutVIFY?ext=mp4"",""type"":""video/mp4""}]","video","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":6},{""address"":""hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe"",""share"":94}]"
"[""CGzNTKWrujUodyuENaa2AGbgL8A3uxQMLdaF44wDnLpB"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe""]","Aeliasium | Planetary #340","[0,6,94]","HOLOTABS","https://bafybeibaweq24spoct2wcbybk5jz76hkueoxd6gjtek2gdc46ykiqlnvou.ipfs.dweb.link/3633.json","[1,0,0]",true,"8cZLRJpmZ2ANmsEZybk7RC1nRbK72nrZvUhwCKdQRG1i",true,"hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe","https://explorer.solana.com/address/8cZLRJpmZ2ANmsEZybk7RC1nRbK72nrZvUhwCKdQRG1i","Aeliasium | Planetary #340","HOLOTABS","Welcome home. Enjoy your stay in the Aiternate spaceship.",555,"https://bafybeihgm3q6gzqxloz2cu6yoo25gcdejcqj34iq6icf6mahfkunxr7ose.ipfs.dweb.link/3633.png?ext=png","https://www.arweave.net/rPjfevnJDM1TEzITndARNx3SXB9CupASPSCKKCGvmTE?ext=mp4","https://aiternate.com/","[{""trait_type"":""Name"",""value"":""Planetary""},{""trait_type"":""Sector"",""value"":""Aeliasium""},{""trait_type"":""Biome"",""value"":""Ice""},{""trait_type"":""Identity"",""value"":""Aiternate""}]","Aiternate Holotabs","Aiternate Holotabs","[{""uri"":""https://bafybeihgm3q6gzqxloz2cu6yoo25gcdejcqj34iq6icf6mahfkunxr7ose.ipfs.dweb.link/3633.png?ext=png"",""type"":""image/png""},{""uri"":""https://www.arweave.net/rPjfevnJDM1TEzITndARNx3SXB9CupASPSCKKCGvmTE?ext=mp4"",""type"":""video/mp4""}]","video","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":6},{""address"":""hoLoskCzWrPY49TKoCNS3H3LXurtYGncXgnKDbc4EHe"",""share"":94}]"
"[""HjaeGbWfBAYuYyTk9hDK79jquYMTJ6pgrjKnsBogHhQu"",""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64""]","Nifty Nanas #210","[0,50,50]","NANAS","https://arweave.net/U7GqtNnAdJQfggZbaTmkP8nHOe4ElJa4vprrsVxxB_Q","[1,0,0]",true,"G7ycAbK32snwWbHGTAh7sUfajRhZgKKZM8aaybreaJNJ",true,"3oxsZbZSH8wWqt9EneYLMs5R1oPtGhvJD2ip5v3YPE8w","https://explorer.solana.com/address/G7ycAbK32snwWbHGTAh7sUfajRhZgKKZM8aaybreaJNJ","Nifty Nanas #210","NANAS","Nifty Nanas is a collection of 8,888 of the cutest nanas in the Metaverse.  We were built to feed the Solana Ecosystem.",500,"https://www.arweave.net/0hF8Ym_b6uWRLXHdMOBaQxcuqOZ1FmfD6Mj5Ge9cfVM?ext=png",,"https://www.niftynanas.com","[{""trait_type"":""Background"",""value"":""Pink""},{""trait_type"":""Accessory"",""value"":""Blank""},{""trait_type"":""Base"",""value"":""Banana""},{""trait_type"":""Body"",""value"":""Blank""},{""trait_type"":""Face"",""value"":""Wink""},{""trait_type"":""Outfit"",""value"":""Bathing suit""},{""trait_type"":""Eye gear"",""value"":""Blank""},{""trait_type"":""Head piece"",""value"":""Red sweatband""},{""trait_type"":""Extras"",""value"":""Blank""}]","Nifty Nanas Generation 1","Nifty Nanas","[{""uri"":""https://www.arweave.net/0hF8Ym_b6uWRLXHdMOBaQxcuqOZ1FmfD6Mj5Ge9cfVM?ext=png"",""type"":""image/png""}]","image","[{""address"":""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""share"":50},{""address"":""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64"",""share"":50}]"
"[""HjaeGbWfBAYuYyTk9hDK79jquYMTJ6pgrjKnsBogHhQu"",""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64""]","Nifty Nanas #2548","[0,50,50]","NANAS","https://arweave.net/yMzcKcFFs5cRUm4XrZneaBWCP7aiDbQ-q4IEOZ5I-B4","[1,0,0]",true,"6UL7Kp5SNUG7QkWUXHUuGaNL1X45HBWW4BkagkEHM14A",true,"3oxsZbZSH8wWqt9EneYLMs5R1oPtGhvJD2ip5v3YPE8w","https://explorer.solana.com/address/6UL7Kp5SNUG7QkWUXHUuGaNL1X45HBWW4BkagkEHM14A","Nifty Nanas #2548","NANAS","Nifty Nanas is a collection of 8,888 of the cutest nanas in the Metaverse.  We were built to feed the Solana Ecosystem.",500,"https://www.arweave.net/6oq92Vvf_3k2ROLvfmry4380MsX0eptKlHGJ5lEBc0Y?ext=png",,"https://www.niftynanas.com","[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Accessory"",""value"":""Blank""},{""trait_type"":""Base"",""value"":""Banana""},{""trait_type"":""Body"",""value"":""Blank""},{""trait_type"":""Face"",""value"":""Wink""},{""trait_type"":""Outfit"",""value"":""Red hoodie""},{""trait_type"":""Eye gear"",""value"":""Blank""},{""trait_type"":""Head piece"",""value"":""Purple blue cap""},{""trait_type"":""Extras"",""value"":""Blank""}]","Nifty Nanas Generation 1","Nifty Nanas","[{""uri"":""https://www.arweave.net/6oq92Vvf_3k2ROLvfmry4380MsX0eptKlHGJ5lEBc0Y?ext=png"",""type"":""image/png""}]","image","[{""address"":""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""share"":50},{""address"":""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64"",""share"":50}]"
"[""HjaeGbWfBAYuYyTk9hDK79jquYMTJ6pgrjKnsBogHhQu"",""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64""]","Nifty Nanas #5718","[0,50,50]","NANAS","https://arweave.net/0SWgqE8qdn3-D7b59cH5S3Xx6qBCk3-9Gd7yRjzYWwY","[1,0,0]",true,"6wGAi33fXwuqPuxVjmwzM98iThoveTAVBr5J3WMvbNQU",true,"3oxsZbZSH8wWqt9EneYLMs5R1oPtGhvJD2ip5v3YPE8w","https://explorer.solana.com/address/6wGAi33fXwuqPuxVjmwzM98iThoveTAVBr5J3WMvbNQU","Nifty Nanas #5718","NANAS","Nifty Nanas is a collection of 8,888 of the cutest nanas in the Metaverse.  We were built to feed the Solana Ecosystem.",500,"https://www.arweave.net/DG8H0j9pXzyBEu5Y5thnaG6IJTisRWqS4zQVPhqXhQI?ext=png",,"https://www.niftynanas.com","[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Accessory"",""value"":""Blank""},{""trait_type"":""Base"",""value"":""Banana""},{""trait_type"":""Body"",""value"":""Blank""},{""trait_type"":""Face"",""value"":""Wink""},{""trait_type"":""Outfit"",""value"":""Gray astronaut""},{""trait_type"":""Eye gear"",""value"":""Blank""},{""trait_type"":""Head piece"",""value"":""Bunny helmet""},{""trait_type"":""Extras"",""value"":""Blank""}]","Nifty Nanas Generation 1","Nifty Nanas","[{""uri"":""https://www.arweave.net/DG8H0j9pXzyBEu5Y5thnaG6IJTisRWqS4zQVPhqXhQI?ext=png"",""type"":""image/png""}]","image","[{""address"":""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""share"":50},{""address"":""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64"",""share"":50}]"
"[""HjaeGbWfBAYuYyTk9hDK79jquYMTJ6pgrjKnsBogHhQu"",""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64""]","Nifty Nanas #1102","[0,50,50]","NANAS","https://arweave.net/VJnkX86x7yz0ChkvZrB7LuF2bWh5vwE4zOnV9zTD9Zs","[1,0,0]",true,"A5r4kQEVeAAPFshAQTr7f7fH5mxaHPTjjQBeyDe6EXtz",true,"3oxsZbZSH8wWqt9EneYLMs5R1oPtGhvJD2ip5v3YPE8w","https://explorer.solana.com/address/A5r4kQEVeAAPFshAQTr7f7fH5mxaHPTjjQBeyDe6EXtz","Nifty Nanas #1102","NANAS","Nifty Nanas is a collection of 8,888 of the cutest nanas in the Metaverse.  We were built to feed the Solana Ecosystem.",500,"https://www.arweave.net/Yg27LM3LS08TSKt3FAfFg6YV6433X5ZUczCxzqiuktc?ext=png",,"https://www.niftynanas.com","[{""trait_type"":""Background"",""value"":""Pink""},{""trait_type"":""Accessory"",""value"":""Blank""},{""trait_type"":""Base"",""value"":""Banana""},{""trait_type"":""Body"",""value"":""Blank""},{""trait_type"":""Face"",""value"":""Angry""},{""trait_type"":""Outfit"",""value"":""Vintage astronaut""},{""trait_type"":""Eye gear"",""value"":""Blank""},{""trait_type"":""Head piece"",""value"":""Red bandana""},{""trait_type"":""Extras"",""value"":""Blank""}]","Nifty Nanas Generation 1","Nifty Nanas","[{""uri"":""https://www.arweave.net/Yg27LM3LS08TSKt3FAfFg6YV6433X5ZUczCxzqiuktc?ext=png"",""type"":""image/png""}]","image","[{""address"":""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""share"":50},{""address"":""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64"",""share"":50}]"
"[""HjaeGbWfBAYuYyTk9hDK79jquYMTJ6pgrjKnsBogHhQu"",""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64""]","Nifty Nanas #558","[0,50,50]","NANAS","https://arweave.net/X7YiysnnUk6_AUNQ3UCtHxJfhAByzEeKNrLRvL5z20Q","[1,0,0]",true,"9VnAZNHupk6oLxPiLm58qM4WDzHmCkuj5oXFsakjmwRp",true,"3oxsZbZSH8wWqt9EneYLMs5R1oPtGhvJD2ip5v3YPE8w","https://explorer.solana.com/address/9VnAZNHupk6oLxPiLm58qM4WDzHmCkuj5oXFsakjmwRp","Nifty Nanas #558","NANAS","Nifty Nanas is a collection of 8,888 of the cutest nanas in the Metaverse.  We were built to feed the Solana Ecosystem.",500,"https://www.arweave.net/Edp2_FQcd5xQ8aJZlPI52tBWXfReH5S8jLw0C7ss9pQ?ext=png",,"https://www.niftynanas.com","[{""trait_type"":""Background"",""value"":""Mint""},{""trait_type"":""Accessory"",""value"":""Blank""},{""trait_type"":""Base"",""value"":""Banana""},{""trait_type"":""Body"",""value"":""Blank""},{""trait_type"":""Face"",""value"":""Dizzy""},{""trait_type"":""Outfit"",""value"":""Robot suit""},{""trait_type"":""Eye gear"",""value"":""Blank""},{""trait_type"":""Head piece"",""value"":""White sweatband""},{""trait_type"":""Extras"",""value"":""Sol chain""}]","Nifty Nanas Generation 1","Nifty Nanas","[{""uri"":""https://www.arweave.net/Edp2_FQcd5xQ8aJZlPI52tBWXfReH5S8jLw0C7ss9pQ?ext=png"",""type"":""image/png""}]","image","[{""address"":""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""share"":50},{""address"":""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64"",""share"":50}]"
"[""HjaeGbWfBAYuYyTk9hDK79jquYMTJ6pgrjKnsBogHhQu"",""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64""]","Nifty Nanas #2961","[0,50,50]","NANAS","https://arweave.net/b8eXmoVYhb4j4ZInmndblr71csiWgVTzpycE_42Tz04","[1,0,0]",true,"HBLz7SmR4PVK4tmUMiWozU7junYbQMxjKcT7DUKMfZJN",true,"3oxsZbZSH8wWqt9EneYLMs5R1oPtGhvJD2ip5v3YPE8w","https://explorer.solana.com/address/HBLz7SmR4PVK4tmUMiWozU7junYbQMxjKcT7DUKMfZJN","Nifty Nanas #2961","NANAS","Nifty Nanas is a collection of 8,888 of the cutest nanas in the Metaverse.  We were built to feed the Solana Ecosystem.",500,"https://www.arweave.net/o2axB4eejBgmcxQTnyhv2kVZrdHHaakLyAAMowyOfUg?ext=png",,"https://www.niftynanas.com","[{""trait_type"":""Background"",""value"":""Rainbow gradient""},{""trait_type"":""Accessory"",""value"":""Arrow bag""},{""trait_type"":""Base"",""value"":""Banana""},{""trait_type"":""Body"",""value"":""Blank""},{""trait_type"":""Face"",""value"":""Alien""},{""trait_type"":""Outfit"",""value"":""Blank""},{""trait_type"":""Eye gear"",""value"":""3d glasses""},{""trait_type"":""Head piece"",""value"":""Jean bucket hat""},{""trait_type"":""Extras"",""value"":""Blank""}]","Nifty Nanas Generation 1","Nifty Nanas","[{""uri"":""https://www.arweave.net/o2axB4eejBgmcxQTnyhv2kVZrdHHaakLyAAMowyOfUg?ext=png"",""type"":""image/png""}]","image","[{""address"":""3BuvZ1yngDvTgDtc8fptBTMxGh2hTuTLPbeD5VMawawV"",""share"":50},{""address"":""334ffURUGAA66MTGwuZdhtEsLeARAgJW84owzzYkAD64"",""share"":50}]"
