"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.external_url","metaResult.edition","metaResult.attributes","metaResult.collection.name","metaResult.collection.family","metaResult.properties.files","metaResult.properties.category","metaResult.properties.creators"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 80","[0,100]","SOLGods","https://arweave.net/9Nj0e45OlL2Dhw_gHYKfQjVkIzqwW0w1KGY1dfk7ero","[1,0]",true,"Etdse7SUWEQ8BrGz1dVu6pvWUXkAAUKnPGnEVRgnfSPn",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/Etdse7SUWEQ8BrGz1dVu6pvWUXkAAUKnPGnEVRgnfSPn","SOLGods 80","SOLGods",,500,"https://www.arweave.net/z4PDLLWvttHunbS79iZIfU_XCsuay5hMV3ASNiN8Xyo?ext=png",,,"[{""trait_type"":""Background"",""value"":""Lighthouse""},{""trait_type"":""Code"",""value"":""None""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""Grey""},{""trait_type"":""Torso"",""value"":""Egyptian Chain""},{""trait_type"":""Eyes"",""value"":""Beads""},{""trait_type"":""Face"",""value"":""Cigar""},{""trait_type"":""Head"",""value"":""None""}]","SOLGods","SOLGods","[{""uri"":""https://www.arweave.net/z4PDLLWvttHunbS79iZIfU_XCsuay5hMV3ASNiN8Xyo?ext=png"",""type"":""image/png""}]",,"[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 4257","[0,100]","SOLGods","https://arweave.net/aktPCy2Xfk0ciCQxFDRfUwXaDVy2H4zFi7bPGvF_D6g","[1,0]",true,"3SHUhcdjH5KBnoahZXzpWFw7P4PNtErbPPSrMJmmrgko",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/3SHUhcdjH5KBnoahZXzpWFw7P4PNtErbPPSrMJmmrgko","SOLGods 4257","SOLGods",,500,"https://www.arweave.net/KUl5gTr02fGHUZBnoCqV7U4vFb4cGTTXheghUH9-1uE?ext=png",,,"[{""trait_type"":""Background"",""value"":""Orange""},{""trait_type"":""Code"",""value"":""None""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""White""},{""trait_type"":""Torso"",""value"":""Tuxedo White""},{""trait_type"":""Eyes"",""value"":""None""},{""trait_type"":""Face"",""value"":""Cigar""},{""trait_type"":""Head"",""value"":""Flatcap""}]","SOLGods","SOLGods","[{""uri"":""https://www.arweave.net/KUl5gTr02fGHUZBnoCqV7U4vFb4cGTTXheghUH9-1uE?ext=png"",""type"":""image/png""}]",,"[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 3765","[0,100]","SOLGods","https://arweave.net/j1j5zNAiI6tIw5uz84jPieTKG-x5_4aWeBT-8OeC8Ew","[1,0]",true,"CjQ3PcyyQLjpxmtG3DpqfCoFn4YwmXtitSi6jGEfdeLw",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/CjQ3PcyyQLjpxmtG3DpqfCoFn4YwmXtitSi6jGEfdeLw","SOLGods 3765","SOLGods",,500,"https://www.arweave.net/-v2dvi57Zu6ua4SnNlZ6Sq5KkHYAUPknCp6GW8InR9Y?ext=png",,,"[{""trait_type"":""Background"",""value"":""Psy""},{""trait_type"":""Code"",""value"":""None""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""Black""},{""trait_type"":""Torso"",""value"":""Prison""},{""trait_type"":""Eyes"",""value"":""None""},{""trait_type"":""Face"",""value"":""Puzzle""},{""trait_type"":""Head"",""value"":""Goat""}]","SOLGods","SOLGods","[{""uri"":""https://www.arweave.net/-v2dvi57Zu6ua4SnNlZ6Sq5KkHYAUPknCp6GW8InR9Y?ext=png"",""type"":""image/png""}]",,"[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]"
"[""BEXLhAqLAWnsgsJMyv9gNdBafSpnqDK4HCpwPANMzXf2"",""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN""]","Fishy Folk #2210","[0,100]","FF","https://arweave.net/p8bSrmAnE0eVbM7mSX88mnsKLb7Ea3dt9UgosxCprU4","[1,0]",true,"DPeGZDXbP9RfYBt4aUsoXU8QmoYhGNyR11nFEusddyYg",true,"2FMFXUHdnbBrHz3eYNrSMRZoNevXDrDPp7UvGZKKvzRT","https://explorer.solana.com/address/DPeGZDXbP9RfYBt4aUsoXU8QmoYhGNyR11nFEusddyYg","Fishy Folk #2210","FF","Shipsgrave sub-collection",1000,"https://www.arweave.net/HVupWWGzbnmwJncAcN7yyI3HO2NulnNZu2Kp-MCwiBQ?ext=png","https://twitter.com/nashotobiNFT",2210,"[{""trait_type"":""Type"",""value"":""Little Angels""},{""trait_type"":""Clothing"",""value"":""Ruffle Shirt""},{""trait_type"":""Gender"",""value"":""Man""},{""trait_type"":""Mouth"",""value"":""Toothless Smile""},{""trait_type"":""Eyes"",""value"":""Stapled Shut""},{""trait_type"":""Nose"",""value"":""Regular""},{""trait_type"":""Head"",""value"":""Wispy Hair""},{""trait_type"":""Ears"",""value"":""Pointy""},{""trait_type"":""Equipment"",""value"":""Lollipop""}]","Fishy Folk","Fishy Folk","[{""uri"":""https://www.arweave.net/HVupWWGzbnmwJncAcN7yyI3HO2NulnNZu2Kp-MCwiBQ?ext=png"",""type"":""image/png""}]","image","[{""address"":""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN"",""share"":100}]"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 1645","[0,100]","SOLGods","https://arweave.net/-Fa8reap0iHEN6o3ehS_WgkMcDMuV7bY7VZ84VKSD6A","[1,0]",true,"Cuhg6hZUBF3JeMe63ZeASkWCKpfwZX34DEMY28kn2qbK",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/Cuhg6hZUBF3JeMe63ZeASkWCKpfwZX34DEMY28kn2qbK","SOLGods 1645","SOLGods",,500,"https://www.arweave.net/6-81aQMX-2rCY4j6PYSIW3aNKoun9mpArJj9GpjHkg4?ext=png",,,"[{""trait_type"":""Background"",""value"":""Tornado""},{""trait_type"":""Code"",""value"":""None""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""Black""},{""trait_type"":""Torso"",""value"":""Formal Black""},{""trait_type"":""Eyes"",""value"":""Buttons""},{""trait_type"":""Face"",""value"":""None""},{""trait_type"":""Head"",""value"":""Beanie Black""}]","SOLGods","SOLGods","[{""uri"":""https://www.arweave.net/6-81aQMX-2rCY4j6PYSIW3aNKoun9mpArJj9GpjHkg4?ext=png"",""type"":""image/png""}]",,"[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]"
"[""BEXLhAqLAWnsgsJMyv9gNdBafSpnqDK4HCpwPANMzXf2"",""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN""]","Fishy Folk #1757","[0,100]","FF","https://arweave.net/5Gqg0Spla--bj--29RVxuzyl06jvOwz9_L0oS8H0hxQ","[1,0]",true,"EXQbRnDoBiFjWFGBM6tPPVPaKd583r6DctktTKN4RK1H",true,"2FMFXUHdnbBrHz3eYNrSMRZoNevXDrDPp7UvGZKKvzRT","https://explorer.solana.com/address/EXQbRnDoBiFjWFGBM6tPPVPaKd583r6DctktTKN4RK1H","Fishy Folk #1757","FF","Shipsgrave sub-collection",1000,"https://www.arweave.net/DXL9rUmiASe24O30VQrsxz5Z9l-Ynfv1irKIj9ZMAY4?ext=png","https://twitter.com/nashotobiNFT",1757,"[{""trait_type"":""Type"",""value"":""Lunatic""},{""trait_type"":""Clothing"",""value"":""Fur Coat""},{""trait_type"":""Gender"",""value"":""Female""},{""trait_type"":""Mouth"",""value"":""Toothless Smile""},{""trait_type"":""Eyes"",""value"":""Blind""},{""trait_type"":""Nose"",""value"":""Sharp""},{""trait_type"":""Head"",""value"":""Wispy Hair""},{""trait_type"":""Ears"",""value"":""Regular""},{""trait_type"":""Equipment"",""value"":""Butcher Knife""}]","Fishy Folk","Fishy Folk","[{""uri"":""https://www.arweave.net/DXL9rUmiASe24O30VQrsxz5Z9l-Ynfv1irKIj9ZMAY4?ext=png"",""type"":""image/png""}]","image","[{""address"":""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN"",""share"":100}]"
"[""BEXLhAqLAWnsgsJMyv9gNdBafSpnqDK4HCpwPANMzXf2"",""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN""]","Fishy Folk #514","[0,100]","FF","https://arweave.net/2Rly0XXPopPNjtZd2NjlRD-ecV9y1UGPaBL01RHle7U","[1,0]",true,"AgNFC11JJ7ZDGqpniujydLoywXdW4nWEKMXJYSHLTmHL",true,"2FMFXUHdnbBrHz3eYNrSMRZoNevXDrDPp7UvGZKKvzRT","https://explorer.solana.com/address/AgNFC11JJ7ZDGqpniujydLoywXdW4nWEKMXJYSHLTmHL","Fishy Folk #514","FF","Shipsgrave sub-collection",1000,"https://www.arweave.net/5XuHGeqpmcF56jCMa_tZq-s4fp4GrV4LjSzx599DPzY?ext=png","https://twitter.com/nashotobiNFT",514,"[{""trait_type"":""Type"",""value"":""Worshippers""},{""trait_type"":""Gender"",""value"":""Man""},{""trait_type"":""Clothing"",""value"":""Robe""},{""trait_type"":""Mouth"",""value"":""Mustaches""},{""trait_type"":""Eyes"",""value"":""Fish Eyes""},{""trait_type"":""Nose"",""value"":""Sharp""},{""trait_type"":""Head"",""value"":""Monk Cut""},{""trait_type"":""Ears"",""value"":""Regular""},{""trait_type"":""Equipment"",""value"":""Talisman""}]","Fishy Folk","Fishy Folk","[{""uri"":""https://www.arweave.net/5XuHGeqpmcF56jCMa_tZq-s4fp4GrV4LjSzx599DPzY?ext=png"",""type"":""image/png""}]","image","[{""address"":""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN"",""share"":100}]"
"[""BEXLhAqLAWnsgsJMyv9gNdBafSpnqDK4HCpwPANMzXf2"",""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN""]","Fishy Folk #2409","[0,100]","FF","https://arweave.net/o_KqnsBIlxh_bNEpcOyhsXSdttst-oUb6vzqgwxqn48","[1,0]",true,"Es1iUMoEYgFgKuejDjEg8zFDqPJYpBt2ZFrNJKWMGkzv",true,"2FMFXUHdnbBrHz3eYNrSMRZoNevXDrDPp7UvGZKKvzRT","https://explorer.solana.com/address/Es1iUMoEYgFgKuejDjEg8zFDqPJYpBt2ZFrNJKWMGkzv","Fishy Folk #2409","FF","Shipsgrave sub-collection",1000,"https://www.arweave.net/as5txsvqni59FMtKuht6QMGk-Mr9v87l0XfAGonN0wc?ext=png","https://twitter.com/nashotobiNFT",2409,"[{""trait_type"":""Type"",""value"":""Little Angels""},{""trait_type"":""Clothing"",""value"":""Overalls""},{""trait_type"":""Gender"",""value"":""Female""},{""trait_type"":""Mouth"",""value"":""Clenched Teeth""},{""trait_type"":""Eyes"",""value"":""Scratched Out""},{""trait_type"":""Nose"",""value"":""Big""},{""trait_type"":""Head"",""value"":""Hair Scarf""},{""trait_type"":""Ears"",""value"":""Pointy""},{""trait_type"":""Equipment"",""value"":""Freaky Fingers""}]","Fishy Folk","Fishy Folk","[{""uri"":""https://www.arweave.net/as5txsvqni59FMtKuht6QMGk-Mr9v87l0XfAGonN0wc?ext=png"",""type"":""image/png""}]","image","[{""address"":""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN"",""share"":100}]"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 4487","[0,100]","SOLGods","https://arweave.net/tjadXvHnDrwHNTKM-R-eF5S9VJQHmp5toVbdBu6FqsA","[1,0]",true,"2Eu2czNjaWyscpucgzopSuui9X28kSakWxw3KBUDH1zu",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/2Eu2czNjaWyscpucgzopSuui9X28kSakWxw3KBUDH1zu","SOLGods 4487","SOLGods",,500,"https://www.arweave.net/hKTBBLKweADBvzCGPkYzuThfF0nwGTRjrzItVCgcdyk?ext=png",,,"[{""trait_type"":""Background"",""value"":""Blue""},{""trait_type"":""Code"",""value"":""None""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""White""},{""trait_type"":""Torso"",""value"":""Army Jumper""},{""trait_type"":""Eyes"",""value"":""Monocle""},{""trait_type"":""Face"",""value"":""Bandana Blue""},{""trait_type"":""Head"",""value"":""Beanie Fisherman""}]","SOLGods","SOLGods","[{""uri"":""https://www.arweave.net/hKTBBLKweADBvzCGPkYzuThfF0nwGTRjrzItVCgcdyk?ext=png"",""type"":""image/png""}]",,"[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 4862","[0,100]","SOLGods","https://arweave.net/bPlQe-m1fbqnIE6CIbd5PzrTXBoB9YcpHPsxOvuwpIM","[1,0]",true,"CA6msvuhPsLxhirahbfaqyNSFDsYqZc6E9RfkACErKCA",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/CA6msvuhPsLxhirahbfaqyNSFDsYqZc6E9RfkACErKCA","SOLGods 4862","SOLGods",,500,"https://www.arweave.net/So_1uBa1jRIeIUXrLlPjN74e8mX8kUUE69_LwW7KLSI?ext=png",,,"[{""trait_type"":""Background"",""value"":""Grey""},{""trait_type"":""Code"",""value"":""None""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""White""},{""trait_type"":""Torso"",""value"":""Prison""},{""trait_type"":""Eyes"",""value"":""Sunglasses""},{""trait_type"":""Face"",""value"":""Pipe""},{""trait_type"":""Head"",""value"":""Knife""}]","SOLGods","SOLGods","[{""uri"":""https://www.arweave.net/So_1uBa1jRIeIUXrLlPjN74e8mX8kUUE69_LwW7KLSI?ext=png"",""type"":""image/png""}]",,"[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 5946","[0,100]","SOLGods","https://arweave.net/BfWWrs2jJAbsnS1wPpBfba5HyW-BbPc2EaZ_FtvPjes","[1,0]",true,"8SfzTBsyM6LWmZ2ULQ5zf2mGvbnWWJDPe2Gosi2k6dbH",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/8SfzTBsyM6LWmZ2ULQ5zf2mGvbnWWJDPe2Gosi2k6dbH","SOLGods 5946","SOLGods",,500,"https://www.arweave.net/9pyd-Xm2Ep65X1fl7AiF3qQXjiL8ACuAMF7ZelgPuUU?ext=png",,,"[{""trait_type"":""Background"",""value"":""Blue""},{""trait_type"":""Code"",""value"":""…010111010110""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""White""},{""trait_type"":""Torso"",""value"":""Suit Coloured""},{""trait_type"":""Eyes"",""value"":""Voodoo""},{""trait_type"":""Face"",""value"":""Skull""},{""trait_type"":""Head"",""value"":""Beanie Fisherman""}]","SOLGods","SOLGods","[{""uri"":""https://www.arweave.net/9pyd-Xm2Ep65X1fl7AiF3qQXjiL8ACuAMF7ZelgPuUU?ext=png"",""type"":""image/png""}]",,"[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 6231","[0,100]","SOLGods","https://arweave.net/Yg3zmHS5lJ8945pu79Bsgss0M0RNHKHGW3XLQFUXAvI","[1,0]",true,"EG9Xhyv9qEm6Vi8MPMZgpBjkSzfQ6uYx96Fag4gUB12a",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/EG9Xhyv9qEm6Vi8MPMZgpBjkSzfQ6uYx96Fag4gUB12a","SOLGods 6231","SOLGods",,500,"https://www.arweave.net/QDPfRS8plLNQNJnhlsbkjPAqcfedlU8-pS3UljLlohQ?ext=png",,,"[{""trait_type"":""Background"",""value"":""Psy""},{""trait_type"":""Code"",""value"":""None""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""White""},{""trait_type"":""Torso"",""value"":""Turtleneck Black""},{""trait_type"":""Eyes"",""value"":""None""},{""trait_type"":""Face"",""value"":""Tactical""},{""trait_type"":""Head"",""value"":""Hat Black""}]","SOLGods","SOLGods","[{""uri"":""https://www.arweave.net/QDPfRS8plLNQNJnhlsbkjPAqcfedlU8-pS3UljLlohQ?ext=png"",""type"":""image/png""}]",,"[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]"
"[""BEXLhAqLAWnsgsJMyv9gNdBafSpnqDK4HCpwPANMzXf2"",""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN""]","Fishy Folk #1105","[0,100]","FF","https://arweave.net/3vpGh8pVxa45i2-biMAM2awFmK2oMqEATzfDWmLuZS8","[1,0]",true,"5RcJVy1awZpUFUjZiuUsv6TadFVWfVPCLYWBwoWHbQsV",true,"2FMFXUHdnbBrHz3eYNrSMRZoNevXDrDPp7UvGZKKvzRT","https://explorer.solana.com/address/5RcJVy1awZpUFUjZiuUsv6TadFVWfVPCLYWBwoWHbQsV","Fishy Folk #1105","FF","Shipsgrave sub-collection",1000,"https://www.arweave.net/FOTOA1cfhdQRww3xYVrNLOzlzAozwEg4RaJU1O0mbJs?ext=png","https://twitter.com/nashotobiNFT",1105,"[{""trait_type"":""Type"",""value"":""Townsfolk""},{""trait_type"":""Clothing"",""value"":""Fur Coat""},{""trait_type"":""Gender"",""value"":""Female""},{""trait_type"":""Mouth"",""value"":""Jaws""},{""trait_type"":""Eyes"",""value"":""Vertical""},{""trait_type"":""Nose"",""value"":""Regular""},{""trait_type"":""Head"",""value"":""Bold""},{""trait_type"":""Ears"",""value"":""Pointy""},{""trait_type"":""Equipment"",""value"":""Skull Ring""}]","Fishy Folk","Fishy Folk","[{""uri"":""https://www.arweave.net/FOTOA1cfhdQRww3xYVrNLOzlzAozwEg4RaJU1O0mbJs?ext=png"",""type"":""image/png""}]","image","[{""address"":""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN"",""share"":100}]"
"[""ByNYXjXUEZFDkjhJsq737YuZ2f7x7E4DN4q4cCfieHfj"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""4biEiSB97AiK5jGnB3dz6VDnfpk5NYixXU5Xou7anGMS""]","Hikari #3872","[0,10,90]","Hikari","https://bafybeihthekoxlqyb2apnphvkuloeux3awwe3xlmt72ouixyytvvkhpcx4.ipfs.dweb.link/3872.json","[1,0,0]",true,"CSKTmtpzA5jKo6LysCucFFFmEVwWqwoxjc7KzcE4AyoC",true,"H3KvkRDQYE7LcemCLdzchu6ERfzJCeCVN9YNdiA1dWmy","https://explorer.solana.com/address/CSKTmtpzA5jKo6LysCucFFFmEVwWqwoxjc7KzcE4AyoC","Hikari #3387","Hikari","HIKARI C Adventure is a project inspired by lo-fi girl and an imaginative story beyond studying in her bedroom. If you are a fan of the artstyle, you will appreciate the diverse set of 5,555 mintable NFTs on the Solana Blockchain which also represents each day on Hikari’s adventure to search for her father",500,"https://bafybeiglgrniiaondgkhgmf3xdlilwebhjzzros53ug47zf4wekpubbok4.ipfs.dweb.link/3872.png?ext=png","https://hikaric.io/",3387,"[{""value"":""18"",""trait_type"":""1-Background""},{""value"":""Fog"",""trait_type"":""2-Weather""},{""value"":""RedPanda"",""trait_type"":""9-Company""},{""value"":""BaseBody"",""trait_type"":""3-BaseBody""},{""value"":""DressType1"",""trait_type"":""4-Clothes""},{""value"":""SamuraiBunBrown"",""trait_type"":""5-HairStyle""},{""value"":""Sneaker1Red"",""trait_type"":""6-Shoes""},{""value"":""Sleepy"",""trait_type"":""7-FaceExpression""},{""value"":""OniMask"",""trait_type"":""8-Acessories""}]",,,"[{""type"":""image/png"",""uri"":""https://bafybeiglgrniiaondgkhgmf3xdlilwebhjzzros53ug47zf4wekpubbok4.ipfs.dweb.link/3872.png?ext=png""}]","image","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""4biEiSB97AiK5jGnB3dz6VDnfpk5NYixXU5Xou7anGMS"",""share"":90}]"
"[""BEXLhAqLAWnsgsJMyv9gNdBafSpnqDK4HCpwPANMzXf2"",""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN""]","Fishy Folk #115","[0,100]","FF","https://arweave.net/nie1Cclsj1wDobZYf4NdAhBfabPuPN-wa1klJC_I9zU","[1,0]",true,"E5aGhazHDJCRheAfBgWtMpnnvcKyhaXphiarbjSt1Rn4",true,"2FMFXUHdnbBrHz3eYNrSMRZoNevXDrDPp7UvGZKKvzRT","https://explorer.solana.com/address/E5aGhazHDJCRheAfBgWtMpnnvcKyhaXphiarbjSt1Rn4","Fishy Folk #115","FF","Shipsgrave sub-collection",1000,"https://www.arweave.net/GgD6utngzMp_xxK-fBmVyk3O_TgFO0t_o6_zNpyHFLU?ext=png","https://twitter.com/nashotobiNFT",115,"[{""trait_type"":""Type"",""value"":""Townfolk""},{""trait_type"":""Gender"",""value"":""Man""},{""trait_type"":""Clothing"",""value"":""Suit and Tie""},{""trait_type"":""Mouth"",""value"":""Side Scowl""},{""trait_type"":""Eyes"",""value"":""Blind""},{""trait_type"":""Nose"",""value"":""Breathing holes""},{""trait_type"":""Head"",""value"":""Bold""},{""trait_type"":""Ears"",""value"":""Nibbled""},{""trait_type"":""Equipment"",""value"":""Cigarette""}]","Fishy Folk","Fishy Folk","[{""uri"":""https://www.arweave.net/GgD6utngzMp_xxK-fBmVyk3O_TgFO0t_o6_zNpyHFLU?ext=png"",""type"":""image/png""}]","image","[{""address"":""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN"",""share"":100}]"
"[""BEXLhAqLAWnsgsJMyv9gNdBafSpnqDK4HCpwPANMzXf2"",""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN""]","Fishy Folk #2473","[0,100]","FF","https://arweave.net/4lhzgyyEakoG9Ulb-VxNoKsBu60kabIItdQX6IoT4no","[1,0]",true,"9vYy96XRRFaPhRyqxMTLgXektG2R5xhuobqyAajptU72",true,"2FMFXUHdnbBrHz3eYNrSMRZoNevXDrDPp7UvGZKKvzRT","https://explorer.solana.com/address/9vYy96XRRFaPhRyqxMTLgXektG2R5xhuobqyAajptU72","Fishy Folk #2473","FF","Shipsgrave sub-collection",1000,"https://www.arweave.net/cxYOiGdmHHr1xe7hs2YL-TPSOm1mjm-etvjRhD-TyjU?ext=png","https://twitter.com/nashotobiNFT",2473,"[{""trait_type"":""Type"",""value"":""Little Angels""},{""trait_type"":""Clothing"",""value"":""Modest Dress""},{""trait_type"":""Gender"",""value"":""Female""},{""trait_type"":""Mouth"",""value"":""Side Scowl""},{""trait_type"":""Eyes"",""value"":""Glasses""},{""trait_type"":""Nose"",""value"":""Breathing holes""},{""trait_type"":""Head"",""value"":""Wreath""},{""trait_type"":""Ears"",""value"":""Nibbled""},{""trait_type"":""Equipment"",""value"":""Caramelized Fish Head""}]","Fishy Folk","Fishy Folk","[{""uri"":""https://www.arweave.net/cxYOiGdmHHr1xe7hs2YL-TPSOm1mjm-etvjRhD-TyjU?ext=png"",""type"":""image/png""}]","image","[{""address"":""HcznhsxMNkELXujwKHf4Fn4wveiLj6nspkfW5XmnV3EN"",""share"":100}]"
