"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.seller_fee_basis_points","metaResult.external_url","metaResult.name","metaResult.attributes","metaResult.image","metaResult.properties.category","metaResult.properties.files","metaResult.properties.creators","metaResult.symbol","metaResult.description"
"[""7s9HDid18E2jQ3tiuVZYa3KN9KyLgFBi7XJ3ZJJLsQr7"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#23966","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen2/metadata/8d2d4f15cb43f1351e9259738e3cea4c.json","[1,0]",true,"hQavp5zucfTtumUSaS4DyhDfH4iiY3fioAJkDViTuoU",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/hQavp5zucfTtumUSaS4DyhDfH4iiY3fioAJkDViTuoU",500,"https://cops.game/","Robber#23966","[{""trait_type"":""Skin"",""value"":""Dark Brown""},{""trait_type"":""Feet"",""value"":""Orange""},{""trait_type"":""Pants"",""value"":""Chinos""},{""trait_type"":""Outfit"",""value"":""Ripped""},{""trait_type"":""Face"",""value"":""Nerdy""},{""trait_type"":""Hat"",""value"":""Zoro""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 2""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/8d2d4f15cb43f1351e9259738e3cea4c.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/8d2d4f15cb43f1351e9259738e3cea4c.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of P2E NFT mult-staking game on the Solana blockchain"
"[""2KfjL2dv7UVV3bbQB6zvapAPdixJ2aZcNMr6PKXU9RNL"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#17244","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen1/metadata/ca760ec1abc26ecffb3e4307ccbc98fe.json","[1,0]",true,"8148bLVszahzexrQGoVaDiEtuyr51r5ZskirHLqWYTNR",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/8148bLVszahzexrQGoVaDiEtuyr51r5ZskirHLqWYTNR",500,"https://cops.game/","Robber#17244","[{""trait_type"":""Skin"",""value"":""Tanned""},{""trait_type"":""Feet"",""value"":""White""},{""trait_type"":""Pants"",""value"":""Black""},{""trait_type"":""Outfit"",""value"":""Bloody""},{""trait_type"":""Face"",""value"":""Spy""},{""trait_type"":""Hat"",""value"":""Fedora""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 1""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen1/images/ca760ec1abc26ecffb3e4307ccbc98fe.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen1/images/ca760ec1abc26ecffb3e4307ccbc98fe.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of 10,000 P2E NFT mult-staking game on the Solana blockchain"
"[""7s9HDid18E2jQ3tiuVZYa3KN9KyLgFBi7XJ3ZJJLsQr7"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#29616","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen2/metadata/540eb6d73e4f9842fa7e4503cbaff787.json","[1,0]",true,"5Di8vM4ukGCupmrjMRZ24MYsb1GibTakJbfGDqXWAUUZ",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/5Di8vM4ukGCupmrjMRZ24MYsb1GibTakJbfGDqXWAUUZ",500,"https://cops.game/","Robber#29616","[{""trait_type"":""Skin"",""value"":""Orange Tanned""},{""trait_type"":""Feet"",""value"":""Green""},{""trait_type"":""Pants"",""value"":""Shorts""},{""trait_type"":""Outfit"",""value"":""Bloody""},{""trait_type"":""Face"",""value"":""Zoro""},{""trait_type"":""Hat"",""value"":""Wooly""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 2""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/540eb6d73e4f9842fa7e4503cbaff787.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/540eb6d73e4f9842fa7e4503cbaff787.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of P2E NFT mult-staking game on the Solana blockchain"
"[""7s9HDid18E2jQ3tiuVZYa3KN9KyLgFBi7XJ3ZJJLsQr7"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#37000","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen2/metadata/13c3fc30b2bd1287605db56dc2e9f796.json","[1,0]",true,"62A88uJzAvmrwZ2uPFVzFGm2CkFbmqrkLjcFUgsg2ZpW",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/62A88uJzAvmrwZ2uPFVzFGm2CkFbmqrkLjcFUgsg2ZpW",500,"https://cops.game/","Robber#37000","[{""trait_type"":""Skin"",""value"":""White""},{""trait_type"":""Feet"",""value"":""White""},{""trait_type"":""Pants"",""value"":""Prisoners""},{""trait_type"":""Outfit"",""value"":""Turtleneck""},{""trait_type"":""Face"",""value"":""La Casa""},{""trait_type"":""Hat"",""value"":""Top Hat""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 2""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/13c3fc30b2bd1287605db56dc2e9f796.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/13c3fc30b2bd1287605db56dc2e9f796.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of P2E NFT mult-staking game on the Solana blockchain"
"[""7s9HDid18E2jQ3tiuVZYa3KN9KyLgFBi7XJ3ZJJLsQr7"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#34461","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen2/metadata/9971ab200415c6ca5a617b5b065a26e2.json","[1,0]",true,"FJu7cCQKetTyi1gXvkzs8MQsQzwoWJ5HpWpg9TK4DDQx",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/FJu7cCQKetTyi1gXvkzs8MQsQzwoWJ5HpWpg9TK4DDQx",500,"https://cops.game/","Robber#34461","[{""trait_type"":""Skin"",""value"":""Yellow""},{""trait_type"":""Feet"",""value"":""Black""},{""trait_type"":""Pants"",""value"":""Prisoners""},{""trait_type"":""Outfit"",""value"":""Turtleneck""},{""trait_type"":""Face"",""value"":""Show Off""},{""trait_type"":""Hat"",""value"":""Fedora""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 2""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/9971ab200415c6ca5a617b5b065a26e2.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/9971ab200415c6ca5a617b5b065a26e2.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of P2E NFT mult-staking game on the Solana blockchain"
"[""7s9HDid18E2jQ3tiuVZYa3KN9KyLgFBi7XJ3ZJJLsQr7"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#21091","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen2/metadata/153b3d233533b6e2f2ea5a3139ae7ae8.json","[1,0]",true,"6p4Qyv5CLHdi8UGM6AjyXmyYMs1LvsqX4gftkyXADLex",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/6p4Qyv5CLHdi8UGM6AjyXmyYMs1LvsqX4gftkyXADLex",500,"https://cops.game/","Robber#21091","[{""trait_type"":""Skin"",""value"":""Orange Tanned""},{""trait_type"":""Feet"",""value"":""Green""},{""trait_type"":""Pants"",""value"":""Jeans""},{""trait_type"":""Outfit"",""value"":""Ripped""},{""trait_type"":""Face"",""value"":""None""},{""trait_type"":""Hat"",""value"":""Fedora""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 2""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/153b3d233533b6e2f2ea5a3139ae7ae8.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/153b3d233533b6e2f2ea5a3139ae7ae8.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of P2E NFT mult-staking game on the Solana blockchain"
"[""A9ajXDuhEsoY7dekvQXdCreawVHkqZy5DJr5XTfxri6m"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#40186","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen3/metadata/ac5804427405a7e16781727a457a0606.json","[1,0]",true,"9oN8ssmY5SuBUthYauLKwKZmDAbdvhQaWCeLgmvbRWXJ",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/9oN8ssmY5SuBUthYauLKwKZmDAbdvhQaWCeLgmvbRWXJ",500,"https://cops.game/","Robber#40186","[{""trait_type"":""Skin"",""value"":""Tanned""},{""trait_type"":""Feet"",""value"":""Red""},{""trait_type"":""Pants"",""value"":""Jeans""},{""trait_type"":""Outfit"",""value"":""Ripped""},{""trait_type"":""Face"",""value"":""Show Off""},{""trait_type"":""Hat"",""value"":""Wooly""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 3""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen3/images/ac5804427405a7e16781727a457a0606.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen3/images/ac5804427405a7e16781727a457a0606.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of P2E NFT mult-staking game on the Solana blockchain"
"[""A9ajXDuhEsoY7dekvQXdCreawVHkqZy5DJr5XTfxri6m"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Cop#40769","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen3/metadata/3ce31b2ac756009a5bd54432b7151ebe.json","[1,0]",true,"4L66JXPCTisSUS6nEiVMSdPQ9E74kPscvrgBNtCWtagr",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/4L66JXPCTisSUS6nEiVMSdPQ9E74kPscvrgBNtCWtagr",500,"https://cops.game/","Cop#40769","[{""trait_type"":""Skin"",""value"":""Dark Brown""},{""trait_type"":""Feet"",""value"":""Beige""},{""trait_type"":""Pants"",""value"":""Dirty""},{""trait_type"":""Outfit"",""value"":""Blue""},{""trait_type"":""Face"",""value"":""None""},{""trait_type"":""Hat"",""value"":""Blue""},{""trait_type"":""Type"",""value"":""Cop""},{""trait_type"":""Rank"",""value"":""Detective""},{""trait_type"":""Generation"",""value"":""Gen 3""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen3/images/3ce31b2ac756009a5bd54432b7151ebe.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen3/images/3ce31b2ac756009a5bd54432b7151ebe.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of P2E NFT mult-staking game on the Solana blockchain"
"[""7s9HDid18E2jQ3tiuVZYa3KN9KyLgFBi7XJ3ZJJLsQr7"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Cop#20958","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen2/metadata/ffbdc7e7166d2b6ea285cd70356398f1.json","[1,0]",true,"HgnHtPnShSEj9jtpe3xyMospEqJwPxrz2wyBXK6PmSaP",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/HgnHtPnShSEj9jtpe3xyMospEqJwPxrz2wyBXK6PmSaP",500,"https://cops.game/","Cop#20958","[{""trait_type"":""Skin"",""value"":""Orange Tanned""},{""trait_type"":""Feet"",""value"":""Brown""},{""trait_type"":""Pants"",""value"":""Ripped""},{""trait_type"":""Outfit"",""value"":""White Shirt""},{""trait_type"":""Face"",""value"":""None""},{""trait_type"":""Hat"",""value"":""Russian""},{""trait_type"":""Type"",""value"":""Cop""},{""trait_type"":""Rank"",""value"":""Lieutenant""},{""trait_type"":""Generation"",""value"":""Gen 2""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/ffbdc7e7166d2b6ea285cd70356398f1.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen2/images/ffbdc7e7166d2b6ea285cd70356398f1.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of P2E NFT mult-staking game on the Solana blockchain"
"[""6QF3dhdtMabjKsZ48VqDsQMYm2rAkEJRgMc3Z9JgFZV8"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#01449","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen0/metadata/3d9c97062499525891b983f0e1c7211e.json","[1,0]",true,"22bbiVkQKWSUXc82nHCiAwowovfP6kkod5prbYz8Ffgd",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/22bbiVkQKWSUXc82nHCiAwowovfP6kkod5prbYz8Ffgd",500,"https://cops.game/","Robber#01449","[{""trait_type"":""Skin"",""value"":""Black""},{""trait_type"":""Feet"",""value"":""Green""},{""trait_type"":""Pants"",""value"":""Black""},{""trait_type"":""Outfit"",""value"":""Damaged""},{""trait_type"":""Face"",""value"":""Spy""},{""trait_type"":""Hat"",""value"":""Peaky""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 0""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen0/images/3d9c97062499525891b983f0e1c7211e.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen0/images/3d9c97062499525891b983f0e1c7211e.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of 10,000 P2E NFT mult-staking game on the Solana blockchain"
"[""6QF3dhdtMabjKsZ48VqDsQMYm2rAkEJRgMc3Z9JgFZV8"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#09562","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen0/metadata/12bdd01ad846d9054a4647578f2aa84b.json","[1,0]",true,"EFcjW8uYqAqJGuN4u41mjbwR236SWPNRUa3WUcZJ3BFV",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/EFcjW8uYqAqJGuN4u41mjbwR236SWPNRUa3WUcZJ3BFV",500,"https://cops.game/","Robber#09562","[{""trait_type"":""Skin"",""value"":""Dark Brown""},{""trait_type"":""Feet"",""value"":""Sandals""},{""trait_type"":""Pants"",""value"":""Prisoners""},{""trait_type"":""Outfit"",""value"":""Looty""},{""trait_type"":""Face"",""value"":""Covid""},{""trait_type"":""Hat"",""value"":""Peaky""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 0""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen0/images/12bdd01ad846d9054a4647578f2aa84b.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen0/images/12bdd01ad846d9054a4647578f2aa84b.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of 10,000 P2E NFT mult-staking game on the Solana blockchain"
"[""A9ajXDuhEsoY7dekvQXdCreawVHkqZy5DJr5XTfxri6m"",""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4""]","Robber#48751","[0,100]","","https://copsgame.s3-us-west-1.amazonaws.com/gen3/metadata/d10e90b547bd2206358b9fbee256295c.json","[1,0]",true,"F5FV8dRXzetCCxAzuypXA4MDMDCr2jY8woxzghfzpvCn",true,"MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4","https://explorer.solana.com/address/F5FV8dRXzetCCxAzuypXA4MDMDCr2jY8woxzghfzpvCn",500,"https://cops.game/","Robber#48751","[{""trait_type"":""Skin"",""value"":""Yellow""},{""trait_type"":""Feet"",""value"":""Green""},{""trait_type"":""Pants"",""value"":""Jeans""},{""trait_type"":""Outfit"",""value"":""Damaged""},{""trait_type"":""Face"",""value"":""Zoro""},{""trait_type"":""Hat"",""value"":""Peaky""},{""trait_type"":""Type"",""value"":""Robber""},{""trait_type"":""Generation"",""value"":""Gen 3""}]","https://copsgame.s3-us-west-1.amazonaws.com/gen3/images/d10e90b547bd2206358b9fbee256295c.png","image","[{""uri"":""https://copsgame.s3-us-west-1.amazonaws.com/gen3/images/d10e90b547bd2206358b9fbee256295c.png"",""type"":""image/png""}]","[{""address"":""MEXuhNRByHZmdL8e9C7nhS9SZ8WrNQ6WeWDWBeEQ8u4"",""share"":100}]","","Cops Game is a collection of P2E NFT mult-staking game on the Solana blockchain"
"[""4egxmP2CvFPuc2QegwdEHJW1sfG48ZyPBAHZV1bUjwJu"",""72sucJXZQ8h6hbSSNLjQC6GqfcSpPk1jH1NoGvZ9SzN7""]","","[0,100]","$LST","https://testlaunchmynft.mypinata.cloud/ipfs/QmaJakanUsXEZaGhMvTxbzNP7masrfEHaXKBs7betPyC6U/59.json","[1,0]",true,"DXdPxTuyH5teDreTrp8j4T6z6BqUUjyoSqmrEGLLiCKC",true,"72sucJXZQ8h6hbSSNLjQC6GqfcSpPk1jH1NoGvZ9SzN7","https://explorer.solana.com/address/DXdPxTuyH5teDreTrp8j4T6z6BqUUjyoSqmrEGLLiCKC",500,"","Lovely Girls151","[{""trait_type"":""Background"",""value"":""Light Pink""},{""trait_type"":""Body"",""value"":""Body""},{""trait_type"":""Hair"",""value"":""Tails Silver""},{""trait_type"":""Expression"",""value"":""Smile""},{""trait_type"":""Blush"",""value"":""2""},{""trait_type"":""Accessiories"",""value"":""None""},{""trait_type"":""Glasses"",""value"":""None""},{""trait_type"":""Clothes"",""value"":""Hoodie Blue""},{""trait_type"":""Rarity Rank"",""value"":447,""display_type"":""number"",""max_value"":777}]","https://testlaunchmynft.mypinata.cloud/ipfs/QmPDu4w3N8XfQJ4cQP1nrqunBMQHTJstzWTsdFjK3xapno/59.png","image","[{""uri"":""https://testlaunchmynft.mypinata.cloud/ipfs/QmPDu4w3N8XfQJ4cQP1nrqunBMQHTJstzWTsdFjK3xapno/59.png"",""type"":""image/png""}]","[{""address"":""72sucJXZQ8h6hbSSNLjQC6GqfcSpPk1jH1NoGvZ9SzN7"",""share"":100}]","LST","Lovely Girls151 - a collection of 777 NFT. Gain access to Airdrop of our next collection & The opportunity to get comics"
"[""A3YoUrpRZNMNvPAS7cpVQtYtF9iW5vdXcR4qTfanNL5j"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""DFvNsRC6ctWP9H627k1An4mjDEdyWSbNgwLKvL2DEyP6""]","Almost Famous Pandas #2165","[0,10,90]","AFP","https://bafybeigigdowv2l4fx3l2vijg2fj4iclxy2vpk6rkq7zj3gu22nt5pvofq.ipfs.dweb.link/2164.json","[1,0,0]",true,"44gNWhpMnfNna8k52WN7AtWiraGSaQWx78Um5HXG6eLd",true,"HALWJKhdRPk79XnVMg5wozWhsZtUe4UwSTqvvRGRpyR1","https://explorer.solana.com/address/44gNWhpMnfNna8k52WN7AtWiraGSaQWx78Um5HXG6eLd",800,"https://afpnft.com","Almost Famous Pandas #2165","[{""trait_type"":""Outfit"",""value"":""Blue Stripes""},{""trait_type"":""Head"",""value"":""Red Headphones""},{""trait_type"":""Glasses"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""Green Laser""},{""trait_type"":""Extras"",""value"":""None""},{""trait_type"":""Skin"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Grill""},{""trait_type"":""Body"",""value"":""Base""},{""trait_type"":""Background"",""value"":""Brown""},{""trait_type"":""Face"",""value"":""None""}]","https://bafybeie6yma4bwgp5b6f37vrv25krluqpag4qdmy7eqkywflkvqj3udvgm.ipfs.dweb.link/2164.png?ext=png","image","[{""uri"":""https://bafybeie6yma4bwgp5b6f37vrv25krluqpag4qdmy7eqkywflkvqj3udvgm.ipfs.dweb.link/2164.png?ext=png"",""type"":""image/png""}]","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""DFvNsRC6ctWP9H627k1An4mjDEdyWSbNgwLKvL2DEyP6"",""share"":90}]","AFP",""
"[""6y47sFxNAdXeZ6uTtkjMNS9ZDczwghxmV8dSdgEASBDr"",""3HQvFVCTujuci5HWSbgoA6YHDSaeo9KNBRwDYZeuqUcN""]","Los Cactus Hermanos #1915","[0,100]","CACTUS","https://arweave.net/tlSUt8pUVbPXnUl7i8skjxCxpw8Svtf-fTSwKzfXovE","[1,0]",true,"J5Zd1b7unHpJjGSjLoLyv8oyhvUUkVBgwox9E4yjwX6c",true,"3HQvFVCTujuci5HWSbgoA6YHDSaeo9KNBRwDYZeuqUcN","https://explorer.solana.com/address/J5Zd1b7unHpJjGSjLoLyv8oyhvUUkVBgwox9E4yjwX6c",1000,"https://loscactushermanos.io","Los Cactus Hermanos #1915","[{""trait_type"":""Background"",""value"":""Magical""},{""trait_type"":""Base"",""value"":""Aquarium""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Smiley""},{""trait_type"":""Clothes"",""value"":""Black T-Shirt""},{""trait_type"":""Accessory"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""Wide Open""},{""trait_type"":""Head"",""value"":""Blue Reverse Cap""}]","https://www.arweave.net/o9es-2s52vaEINPGjOoSmoo0_-KiKY3e6J95RQLxnFs?ext=png","image","[{""uri"":""https://www.arweave.net/o9es-2s52vaEINPGjOoSmoo0_-KiKY3e6J95RQLxnFs?ext=png"",""type"":""image/png""}]","[{""address"":""9VwCGqgfbf9W2LDpXpjhJvsH3juvRG51c3e2yChmGfzp"",""share"":18},{""address"":""GFGCtJNfHpinKXbnFZLtG1oyNqQExALngHyX9Xq5B9Ta"",""share"":18},{""address"":""6ewksRp8yBajdTaABnrEyryWUfuAjwCQuQfimTpZMcxp"",""share"":64}]","CACTUS","3333 Cactus Brothers living in PeyoteVille/Solana NFT blockchain."
"[""2DXWoqh6dCp8VFWwuPszWXcWAnegaEMyT4UVgRMJJzQn"",""EVapCT5kwVoR8umsNuxBHj4r4FK5zjf3AYi1fXtVu9Ue"",""8pJyixptCqPPLSkT9qqjMmJjAELdP8YiGsL1ihNmSsaE""]","MEGAM1 #7168","[0,0,100]","MEGAM1","https://arweave.net/0pJiNwtG5CSo1v0GhVgLRE0AOwNXO0kTajPj_uzeryk","[1,1,0]",true,"AFedqrT7CcMdgVSKH1z5yV5Ke2BCsmHvQDNwzcnY3pvP",true,"EVapCT5kwVoR8umsNuxBHj4r4FK5zjf3AYi1fXtVu9Ue","https://explorer.solana.com/address/AFedqrT7CcMdgVSKH1z5yV5Ke2BCsmHvQDNwzcnY3pvP",5000,"www.kam1.com","MEGAM1 #7168","[{""trait_type"":""Background"",""value"":""Purple""},{""trait_type"":""Skin"",""value"":""Pale""},{""trait_type"":""Mouth"",""value"":""Angry""},{""trait_type"":""Eyes"",""value"":""Purple""},{""trait_type"":""Face Accessories"",""value"":""Ninja Mask""},{""trait_type"":""Hair"",""value"":""Samurai Bun""},{""trait_type"":""Clothe"",""value"":""Hoodie""}]","https://www.arweave.net/SmA1RgDdUHAJmnvYem51FwrKJq1Ec_qGZ0CG1mj5jrc?ext=png","image","[{""uri"":""https://www.arweave.net/SmA1RgDdUHAJmnvYem51FwrKJq1Ec_qGZ0CG1mj5jrc?ext=png"",""type"":""image/png""}]","[{""address"":""8pJyixptCqPPLSkT9qqjMmJjAELdP8YiGsL1ihNmSsaE"",""share"":100}]","MEGAM1","The mythical world of Izuno knew no strife, felt no hunger, and knew only bliss for centuries. That all changed when the demons attacked. Now, 7,749 of the greatest MEGAM1 have descended to protect the citizens from utter chaos."
"[""FHqVW2Pqri7pVb2RmztN2jHVNpZBED6M3xVe6wkdC1b5"",""9A9aM4RL4qbcGWgEQoQz3g1g1BbXjDxgZi6RVk2Hfo4d""]","Grumpy Dragon #682","[0,100]","GD","https://arweave.net/q3Hi75uq9BTvc1z0PhvwYUEMFu6DLXjF7uUv0Ayb3es","[1,0]",true,"8BnXbMjSa9nwZPez5FJsWPVKetKp8ekZsD77hhLeEa7F",true,"9A9aM4RL4qbcGWgEQoQz3g1g1BbXjDxgZi6RVk2Hfo4d","https://explorer.solana.com/address/8BnXbMjSa9nwZPez5FJsWPVKetKp8ekZsD77hhLeEa7F",500,"","Grumpy Dragon #682","[{""trait_type"":""Background"",""value"":""Underwater""},{""trait_type"":""Body"",""value"":""Gold""},{""trait_type"":""Clothes"",""value"":""Tuxedo""},{""trait_type"":""Necklace"",""value"":""None""},{""trait_type"":""Mouth"",""value"":""Cigarette""},{""trait_type"":""Eyes"",""value"":""Blindfold""},{""trait_type"":""Earrings"",""value"":""Emerald Earring""},{""trait_type"":""Hat"",""value"":""None""},{""display_type"":""number"",""trait_type"":""sequence"",""value"":682}]","https://www.arweave.net/1wrxURYXJYF0-ss83kcDw55STTDXw3hY0EcNJ0bKXOU?ext=png","image",,"[{""address"":""9A9aM4RL4qbcGWgEQoQz3g1g1BbXjDxgZi6RVk2Hfo4d"",""verified"":true,""share"":100}]","GD","Grumpy Dragon #682"
