"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.external_url","metaResult.attributes","metaResult.collection.name","metaResult.collection.family","metaResult.properties.files","metaResult.properties.creators"
"[""DnP3GRVqtR9vjxMZH4PcFuGZ4ZqhbNqoGzJuTrHACK6f"",""Es1YghGkHZNJ8A9r6oFEHbWsRHbqs4rz6gfkRJ9V4bYf"",""RTp26f9wY2fXxeWRE7FkS9iVrsuxgdUJfDYH8GgoBH9"",""AHM1d6gsDvjwdxf3ox9WXpWXgzeESKT2Ho7gNBqAAjF9"",""C1MYi7ALTM4tigu8azYgCHVER4gCoV6ZH73i4Cws5B8B""]","Grim #544","[0,20,28,26,26]","GRIM","https://arweave.net/TDpwbBjyZqR1n-y33IPzfrk7-HX_WQ8YlaOCWeq81A8","[1,0,0,0,0]",true,"AH57RqRZuRG6Wa6exeKWCz8YiuLGQdttaCpqdMUQDYKr",true,"Es1YghGkHZNJ8A9r6oFEHbWsRHbqs4rz6gfkRJ9V4bYf","https://explorer.solana.com/address/AH57RqRZuRG6Wa6exeKWCz8YiuLGQdttaCpqdMUQDYKr","Grim #544","GRIM","The Grim Syndicate is a collection of 10,000 generated Grims that do the dirty work of playing afterlife janitors across all planes of existence; in fetching those stubborn Souls who vacate their living vessels but aren’t ready to move on to the Ethereal Realm. What you call a haunting, these Reaper Agents call “all in a day’s work”.",500,"https://www.arweave.net/K_13gwf2PgiR26EercrMklOjLtzEamlinlx3BWPTLco?ext=png","https://grimsyndicate.com","[{""trait_type"":""Background"",""value"":""Pink""},{""trait_type"":""Arsenal Back"",""value"":""None""},{""trait_type"":""Base"",""value"":""Purple - Gold Tooth""},{""trait_type"":""Outfit"",""value"":""Combat Armor""},{""trait_type"":""Outerwear"",""value"":""None""},{""trait_type"":""Decoration"",""value"":""Piercing (Left)""},{""trait_type"":""Nose"",""value"":""Heart""},{""trait_type"":""Arsenal Front"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""Default""},{""trait_type"":""Headwear"",""value"":""Stapled Dome""},{""trait_type"":""ID"",""value"":544},{""trait_type"":""Rank"",""value"":4591}]","Grim Syndicate","Grim Syndicate","[{""uri"":""https://www.arweave.net/K_13gwf2PgiR26EercrMklOjLtzEamlinlx3BWPTLco?ext=png"",""type"":""image/png""}]","[{""address"":""Es1YghGkHZNJ8A9r6oFEHbWsRHbqs4rz6gfkRJ9V4bYf"",""share"":20},{""address"":""RTp26f9wY2fXxeWRE7FkS9iVrsuxgdUJfDYH8GgoBH9"",""share"":28},{""address"":""AHM1d6gsDvjwdxf3ox9WXpWXgzeESKT2Ho7gNBqAAjF9"",""share"":26},{""address"":""C1MYi7ALTM4tigu8azYgCHVER4gCoV6ZH73i4Cws5B8B"",""share"":26}]"
