"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.description","metaResult.image","metaResult.seller_fee_basis_points","metaResult.external_url","metaResult.attributes"
"[""FqCBfxUnwVWG9VU7qs5D2saVj5NykuqRtakbeykQNbEP""]","Shkary Sharks #633","[100]","SHARK","https://api.shkarysharks.com/api/nft/633","[0]",true,"Gobom8osSa3vbJuqpBmp57uFqk69o9zNbuXoBH3ANGFN",false,"FqCBfxUnwVWG9VU7qs5D2saVj5NykuqRtakbeykQNbEP","https://explorer.solana.com/address/Gobom8osSa3vbJuqpBmp57uFqk69o9zNbuXoBH3ANGFN","RIP Shkary Sharks #0633","8,888 uniquely generated Shkary Sharks that have migrated to the cleaner and warmer network of Solana. Drawn by hand and assembled by code, not one Shkary Shark is the same","https://bugthethug.nyc3.cdn.digitaloceanspaces.com/sharks/rip.png",500,"https://shkarysharks.com/","[{""trait_type"":""Eyes"",""value"":""Agape""},{""trait_type"":""Head Accessory"",""value"":""""},{""trait_type"":""Clothing"",""value"":""""},{""trait_type"":""Skins"",""value"":""Pink""},{""trait_type"":""Mouth"",""value"":""Repelled""},{""trait_type"":""Nose"",""value"":""""},{""trait_type"":""Jewellery"",""value"":""""},{""trait_type"":""Other"",""value"":""""},{""trait_type"":""Fins"",""value"":""""},{""trait_type"":""Gills"",""value"":""""},{""trait_type"":""Background"",""value"":""Sapphire""}]"
