"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.seller_fee_basis_points","metaResult.description","metaResult.image","metaResult.edition","metaResult.external_url","metaResult.collection.name","metaResult.collection.family","metaResult.attributes","metaResult.properties.creators","metaResult.properties.files"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #2717","[0,50,50]","SSUNS","https://arweave.net/ioZM-deC9Jsyue55Jo5yu95b8Ekn4M2-TI_87Sf7lTw","[1,1,1]",true,"3jEPQTVVK56XHpF4x8fB88UNJ8htCcvs7jgjKrLcef14",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/3jEPQTVVK56XHpF4x8fB88UNJ8htCcvs7jgjKrLcef14","Solsunsets #2717","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/UlG2wZVDZr646qiUx8-nNGi3sNppTa8WHfrROePyYbQ?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""sahara""},{""trait_type"":""sun"",""value"":""normal warm""},{""trait_type"":""clouds"",""value"":""cirrocumulus""},{""trait_type"":""horizon"",""value"":""rock mountain""},{""trait_type"":""midground"",""value"":""lake forest""},{""trait_type"":""far object"",""value"":""big-moon""},{""trait_type"":""foreground"",""value"":""pine road""},{""trait_type"":""near object"",""value"":""tall grass""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/UlG2wZVDZr646qiUx8-nNGi3sNppTa8WHfrROePyYbQ?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/oE4kf2Udr8_cSgkpCjfWPx2BRiXX6G6qMwUoLY6VcNg?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #2657","[0,50,50]","SSUNS","https://arweave.net/K-cPoqq_0RliZkr3PnuoTKyjZlklTTssZAiAaCp1VpE","[1,1,1]",true,"57SCRbKX9dcnKGrtu15aAwfNFw39cDKJoJ2rA2C87V5i",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/57SCRbKX9dcnKGrtu15aAwfNFw39cDKJoJ2rA2C87V5i","Solsunsets #2657","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/ltOS0pKFwIRiNJal9teYwShcgoB6DhzMXL7OuP6ZjIY?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""turbidy""},{""trait_type"":""sun"",""value"":""normal warm""},{""trait_type"":""clouds"",""value"":""cirrocumulus""},{""trait_type"":""horizon"",""value"":""arizona""},{""trait_type"":""midground"",""value"":""lake forest""},{""trait_type"":""far object"",""value"":""stars""},{""trait_type"":""foreground"",""value"":""marsh""},{""trait_type"":""near object"",""value"":""campfire""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/ltOS0pKFwIRiNJal9teYwShcgoB6DhzMXL7OuP6ZjIY?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/kfBXwxgaUDbwu4sNhUaRJr-uyo4gFw4iugdozvykoMY?ext=png"",""type"":""image/png""}]"
"[""DFaLT9rSzdJ2SGpc3nC1E5p3hnoj4gpUDqT6V5ZX1gcf"",""5aBAsMczPrsduMuKBTwbae7SWy5JiMLxVCfzAdYeUFU""]","DESOLATEs #5291","[0,100]","DSOLS","https://arweave.net/O8Xgn05CaziowfqXxivu3hcy_MCq9wJAYNnG2I9RifI","[1,0]",true,"7cYvurs9mMwQti1S1Wsi7gvzMYBJfxLiALzD25yueCUk",true,"5aBAsMczPrsduMuKBTwbae7SWy5JiMLxVCfzAdYeUFU","https://explorer.solana.com/address/7cYvurs9mMwQti1S1Wsi7gvzMYBJfxLiALzD25yueCUk","DESOLATEs #5291","DSOLS",690,"6666 generative header NFTs representing each of the to-be-conquered planets in Alpha Centauri","https://www.arweave.net/jkhuft34MOMFMrs0IEy9LAbY6qR-jYlNRyO0X2Q80D4?ext=png",,"","DESOLATEs | Sixth Exploratory Mission","DESOLATEs","[{""trait_type"":""sun_size"",""value"":""l""},{""trait_type"":""sun_pos"",""value"":""left""},{""trait_type"":""terrain"",""value"":""sharp""},{""trait_type"":""palette"",""value"":""tith""},{""trait_type"":""coords"",""value"":""<x:552.5978413770315, y:-613.6207348496998, z:942.2056817754681>""},{""trait_type"":""random_seed"",""value"":28},{""trait_type"":""rings"",""value"":0},{""trait_type"":""star_intensity"",""value"":""none""},{""trait_type"":""moons"",""value"":1},{""trait_type"":""weather"",""value"":""none""},{""trait_type"":""wormholes"",""value"":""6606""},{""trait_type"":""gravity"",""value"":""normal""}]","[{""address"":""5aBAsMczPrsduMuKBTwbae7SWy5JiMLxVCfzAdYeUFU"",""share"":100}]","[{""uri"":""https://www.arweave.net/jkhuft34MOMFMrs0IEy9LAbY6qR-jYlNRyO0X2Q80D4?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #3763","[0,50,50]","SSUNS","https://arweave.net/0SHApZQYGu9DoAqa_exGaTOATAo07j9BN4w7eBvv7Lc","[1,1,1]",true,"Gdfxv9yggZn74Y1HnocKMjK8vWkgzKn32NRB82XfKkTR",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/Gdfxv9yggZn74Y1HnocKMjK8vWkgzKn32NRB82XfKkTR","Solsunsets #3763","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/blcIgaADfgltsAQ5fQO6pOtD4fovKn2R2A27P1imKfU?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""turbidy""},{""trait_type"":""sun"",""value"":""normal bright""},{""trait_type"":""clouds"",""value"":""altostratus""},{""trait_type"":""horizon"",""value"":""coastal""},{""trait_type"":""midground"",""value"":""cristal lake""},{""trait_type"":""far object"",""value"":""stars""},{""trait_type"":""foreground"",""value"":""high road""},{""trait_type"":""near object"",""value"":""frens""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/blcIgaADfgltsAQ5fQO6pOtD4fovKn2R2A27P1imKfU?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/pbKbXWu19jrIi25Pe90H0TeFN6ORb3gZ6RzAMdtnnLU?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #1763","[0,50,50]","SSUNS","https://arweave.net/7zeR0o5tIVUO-xWkPevKzoDBVJfeyd1w8MsI43AXEtw","[1,1,1]",true,"5zjvg5ZbN8CfvdWoQFpazgbppwyaxBNvUBf1DFkgF8FT",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/5zjvg5ZbN8CfvdWoQFpazgbppwyaxBNvUBf1DFkgF8FT","Solsunsets #1763","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/d9gq5Y_QUrzPrlc_nDJ3V7WFVn8Q_SLtuD3NvNUbSfI?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""cyan""},{""trait_type"":""sun"",""value"":""eclipsis""},{""trait_type"":""clouds"",""value"":""cumulonimbus""},{""trait_type"":""horizon"",""value"":""none""},{""trait_type"":""midground"",""value"":""river""},{""trait_type"":""far object"",""value"":""none""},{""trait_type"":""foreground"",""value"":""crag""},{""trait_type"":""near object"",""value"":""motorcycle""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/d9gq5Y_QUrzPrlc_nDJ3V7WFVn8Q_SLtuD3NvNUbSfI?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/B7aAgvUAwdC_WXBMTwa_KJNjrVk1khrjSOd7mhJDkDc?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #2358","[0,50,50]","SSUNS","https://arweave.net/Ll_FS49nEsCcHCtYs86U4m4WNzZMAuPbom7Cmk6Rqa0","[1,1,1]",true,"91CMPktAMKe5KghKMZkeBqRC5ReU51upqcaJZQFQu6Sz",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/91CMPktAMKe5KghKMZkeBqRC5ReU51upqcaJZQFQu6Sz","Solsunsets #2358","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/lse6-aXn1MeUFLmKRphNFMa_UO4UU7mKj7QyQAmpfUg?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""tea""},{""trait_type"":""sun"",""value"":""big sahara""},{""trait_type"":""clouds"",""value"":""stratus white""},{""trait_type"":""horizon"",""value"":""jungle hills""},{""trait_type"":""midground"",""value"":""cristal lake""},{""trait_type"":""far object"",""value"":""moon""},{""trait_type"":""foreground"",""value"":""marsh""},{""trait_type"":""near object"",""value"":""woofwoof""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/lse6-aXn1MeUFLmKRphNFMa_UO4UU7mKj7QyQAmpfUg?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/hNRNfmJW9cyVX-nK4Cq1R7cB3ul6--zJoPDmgI9JZTI?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #1186","[0,50,50]","SSUNS","https://arweave.net/BozNpaT6FhSbFMfLigfPhiCd4XVyS1M4FRdO-PMbwLs","[1,1,1]",true,"8UnjfzQefg3vaXdC9xFaU4hbxcyLCteiZou1KeRHxdrN",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/8UnjfzQefg3vaXdC9xFaU4hbxcyLCteiZou1KeRHxdrN","Solsunsets #1186","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/r5GyY6IIeWaLaC56OEDPGyro4ihoWNNdXC3170NWXeA?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""green""},{""trait_type"":""sun"",""value"":""eclipsis""},{""trait_type"":""clouds"",""value"":""altostratus""},{""trait_type"":""horizon"",""value"":""jungle hills""},{""trait_type"":""midground"",""value"":""beach""},{""trait_type"":""far object"",""value"":""birds""},{""trait_type"":""foreground"",""value"":""high road""},{""trait_type"":""near object"",""value"":""none""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/r5GyY6IIeWaLaC56OEDPGyro4ihoWNNdXC3170NWXeA?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/FJmeO5i2wSH4YaLEpt03vAkcGLVITYvMwi9_RxI-kv0?ext=png"",""type"":""image/png""}]"
"[""3kvCxLjviJHWZKjjTRFzz69KfqX7MKbe6R6r2JvrcqZZ"",""8bZXQYaU3eHQG9mzzrM7aHMkedmuNaZsHq4unYCw6VTm""]","SOL Parasite #3000","[0,100]","PRST","https://sol-parasites.s3.us-west-2.amazonaws.com/meta/3000.json","[1,0]",true,"7A8QrPUqnhkfnXZKsPWmpgrQrNWYKTdwZtJANXdG1bBG",true,"8bZXQYaU3eHQG9mzzrM7aHMkedmuNaZsHq4unYCw6VTm","https://explorer.solana.com/address/7A8QrPUqnhkfnXZKsPWmpgrQrNWYKTdwZtJANXdG1bBG","SOL Parasite #3000","PRST",1900,"10,000 NFT Parasites finding their hosts on the Solana Blockchain.","https://sol-parasites.s3.us-west-2.amazonaws.com/img/3000.jpg",,"https://solparasites.com","SOL Parasites",,"[]","[{""address"":""8bZXQYaU3eHQG9mzzrM7aHMkedmuNaZsHq4unYCw6VTm"",""share"":100}]","[{""uri"":""https://sol-parasites.s3.us-west-2.amazonaws.com/img/3000.jpg"",""type"":""image/jpeg""}]"
"[""47qTLBgqnQQvgPgmRVWPc2Lg1vCDzBe31CDN1DGCjfkk"",""AJzXbZPHYfbPp16Hc2yLtQEQUd68mWZQXwVpQNXYGQGm"",""BiuP2kHPFWuNWYtXXxNg6E41aDTht7qBQQNdGwka464"",""H62o2qdHTycdycFdhgRyEpuqxSNpopFRX2Aw3BK5KUM5""]","enviroPass | Tier 03  #2495","[0,80,10,10]","enviro","https://arweave.net/y7_uhA7Sl-flN-tyocAxxsq2QDRiN2hY3hqHsibyflw","[1,0,0,0]",true,"wHdTf6xMkXideTZsnStYFYqz2PTA5tnJ1j7YLbadswJ",true,"ET3LWbEL6q4aUSjsX5xLyWktCwqKh6qsQE5j6TDZtZBY","https://explorer.solana.com/address/wHdTf6xMkXideTZsnStYFYqz2PTA5tnJ1j7YLbadswJ","enviroPass | Tier 03  #2495","enviro",1000,"Existing as an NFT, enviro is a customizable art gallery, that can display a wide range of digital media (including other NFTs), still images and streaming video in a variety of settings, ranging from intimate to professional. Built on the cutting edge Unreal Engine 5, enviro features an explorable high-resolution photorealistic 3-dimensional gallery space with adjustable lighting and customizable furniture along with a suite of photography tools.","https://www.arweave.net/6OkmjbptJMjjqB3TmypYSDocBW5ETjvK8lGU4OKM_LI?ext=png",,"enviro.art","enviroPass | Tier 03","enviro","[{""trait_type"":""enviroPass"",""value"":""Tier 03""}]","[{""address"":""AJzXbZPHYfbPp16Hc2yLtQEQUd68mWZQXwVpQNXYGQGm"",""share"":80},{""address"":""BiuP2kHPFWuNWYtXXxNg6E41aDTht7qBQQNdGwka464"",""share"":10},{""address"":""H62o2qdHTycdycFdhgRyEpuqxSNpopFRX2Aw3BK5KUM5"",""share"":10}]","[{""type"":""image/png"",""uri"":""https://www.arweave.net/6OkmjbptJMjjqB3TmypYSDocBW5ETjvK8lGU4OKM_LI?ext=png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #917","[0,50,50]","SSUNS","https://arweave.net/MHoZB5cwiICUzXnBwBrk1x3Yv9ANijm-sKiuSYwXOxM","[1,1,1]",true,"4DpeEHPRT9ctEGNmXRbU67ZQRxMZMWJ4xF7bz5DwBFmt",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/4DpeEHPRT9ctEGNmXRbU67ZQRxMZMWJ4xF7bz5DwBFmt","Solsunsets #917","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/rtmCS7sSSSPjO9NgXv2HEuGxC7xbv8noDQ8wBfzseq0?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""sahara""},{""trait_type"":""sun"",""value"":""normal bright""},{""trait_type"":""clouds"",""value"":""red cirrus""},{""trait_type"":""horizon"",""value"":""synth pyramids""},{""trait_type"":""midground"",""value"":""beach""},{""trait_type"":""far object"",""value"":""stars""},{""trait_type"":""foreground"",""value"":""pine road""},{""trait_type"":""near object"",""value"":""blue lambo""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/rtmCS7sSSSPjO9NgXv2HEuGxC7xbv8noDQ8wBfzseq0?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/tAjdsz4XQNfTa8rXH3NR224p0dd5wXZ_Ny8CmjvhRO4?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #1577","[0,50,50]","SSUNS","https://arweave.net/eGexkij0g7S441a1dJKxm6djZ6_3jwyexpgoo05s8ko","[1,1,1]",true,"Cw68i8VZsqzLmVUoD9D6JzMPcXRwKt7D2Yk3xWaYD2sK",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/Cw68i8VZsqzLmVUoD9D6JzMPcXRwKt7D2Yk3xWaYD2sK","Solsunsets #1577","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/WQhx21SH8bClWxg5RdBqG3wrPp9f4OMduaP74Xr3vQo?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""pink""},{""trait_type"":""sun"",""value"":""normal warm""},{""trait_type"":""clouds"",""value"":""cirrocumulus""},{""trait_type"":""horizon"",""value"":""rock mountain""},{""trait_type"":""midground"",""value"":""lake forest""},{""trait_type"":""far object"",""value"":""big-moon""},{""trait_type"":""foreground"",""value"":""crag""},{""trait_type"":""near object"",""value"":""shrub crows""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/WQhx21SH8bClWxg5RdBqG3wrPp9f4OMduaP74Xr3vQo?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/ABgsNZC4nlCuUo4hj8SCSbGyiODX8mXDvMqFt0pDTls?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #1840","[0,50,50]","SSUNS","https://arweave.net/GBAF6DveOtoPx-ocd5LNgIIvHlT_JFIfnrBtDycsGuk","[1,1,1]",true,"AdQSTx91gZQ1Qv6X9Fm6nUCNrwgwjbd2W6U31tdQvMzJ",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/AdQSTx91gZQ1Qv6X9Fm6nUCNrwgwjbd2W6U31tdQvMzJ","Solsunsets #1840","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/EDPfWfTaYCxpfJMUnMKQ5L82r9l1gjBKHNltaQYTTeo?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""turbidy""},{""trait_type"":""sun"",""value"":""normal bright""},{""trait_type"":""clouds"",""value"":""altostratus""},{""trait_type"":""horizon"",""value"":""none""},{""trait_type"":""midground"",""value"":""cristal lake""},{""trait_type"":""far object"",""value"":""stars""},{""trait_type"":""foreground"",""value"":""crag""},{""trait_type"":""near object"",""value"":""palms""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/EDPfWfTaYCxpfJMUnMKQ5L82r9l1gjBKHNltaQYTTeo?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/SNPblBLu8cnjL4lnCk2GPuZAQLk-bIVssaD0UEcU-Wo?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #1708","[0,50,50]","SSUNS","https://arweave.net/WyQXko1pfNZBq-CgFGXgn7Jdl22lOuV52i7zvuEEgGk","[1,1,1]",true,"2w5e1kxYzHd2YDUx1CSuTWhuY38FTc3NWSCRhLnv2STe",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/2w5e1kxYzHd2YDUx1CSuTWhuY38FTc3NWSCRhLnv2STe","Solsunsets #1708","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/AfrhOlNxQ6O1HiN83p97iqPkufmT1rNvNQdExSy-JWs?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""turbidy""},{""trait_type"":""sun"",""value"":""eclipsis""},{""trait_type"":""clouds"",""value"":""cirrocumulus""},{""trait_type"":""horizon"",""value"":""vulcan""},{""trait_type"":""midground"",""value"":""lake forest""},{""trait_type"":""far object"",""value"":""moon""},{""trait_type"":""foreground"",""value"":""crag""},{""trait_type"":""near object"",""value"":""deer""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/AfrhOlNxQ6O1HiN83p97iqPkufmT1rNvNQdExSy-JWs?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/2__1aYINpZKiH6JMgkVo2oRAnsxpSKtit8_Tp9J9Nqk?ext=png"",""type"":""image/png""}]"
"[""54kjWfJBYz37pjP4ZpZNUj4oTfzenXVviqhTPx94477D"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #260","[0,50,50]","SSUNS","https://arweave.net/oga_a-Es_I__jm-FArxtVTaK-E-W-fRjtQIt_dpccPU","[1,1,1]",true,"BWSts2j7Fmjxy7T6Syk1wzzWj8sshPB6ZGbzEB8hfZuT",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/BWSts2j7Fmjxy7T6Syk1wzzWj8sshPB6ZGbzEB8hfZuT","Solsunsets #260","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/xjJu7WWgSB6mHXSZgtpq1d8OawA7EkLCXTRqpXmPNgU?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""sahara""},{""trait_type"":""sun"",""value"":""normal bright""},{""trait_type"":""clouds"",""value"":""stratus white""},{""trait_type"":""horizon"",""value"":""forest""},{""trait_type"":""midground"",""value"":""cristal lake""},{""trait_type"":""far object"",""value"":""train""},{""trait_type"":""foreground"",""value"":""crag top""},{""trait_type"":""near object"",""value"":""Wanderer Above The Sea""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/xjJu7WWgSB6mHXSZgtpq1d8OawA7EkLCXTRqpXmPNgU?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/fgysym5zwCwQH-WSIKBEkQCimu5n3xjs1MJRW4T8kCc?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #3760","[0,50,50]","SSUNS","https://arweave.net/Lb_hiirTVDdP_PYrSapBcjI4LQX2orF8ja4-l1KX680","[1,1,1]",true,"4sDZqkXPWWagBoTD7kT3scB7hM93suMdPBQfcp5b7vdh",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/4sDZqkXPWWagBoTD7kT3scB7hM93suMdPBQfcp5b7vdh","Solsunsets #3760","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/aoxwu8jMY9NE_RB2ASVviGlK4uIhtnxvbEbx2o3EDA8?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""sahara""},{""trait_type"":""sun"",""value"":""normal bright""},{""trait_type"":""clouds"",""value"":""cirrocumulus""},{""trait_type"":""horizon"",""value"":""amusement park""},{""trait_type"":""midground"",""value"":""lake forest""},{""trait_type"":""far object"",""value"":""none""},{""trait_type"":""foreground"",""value"":""coastal""},{""trait_type"":""near object"",""value"":""tall grass""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/aoxwu8jMY9NE_RB2ASVviGlK4uIhtnxvbEbx2o3EDA8?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/jQUDh9jcZ3R9-j4Rh1yHz-nd7I6Aau6fhjs3IybA320?ext=png"",""type"":""image/png""}]"
