"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.seller_fee_basis_points","metaResult.description","metaResult.image","metaResult.edition","metaResult.external_url","metaResult.collection.name","metaResult.collection.family","metaResult.attributes","metaResult.properties.creators","metaResult.properties.files"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #1696","[0,50,50]","SSUNS","https://arweave.net/2pv-X971VAip_jM7xlommomsjU4lA4nveu_gdbICGTU","[1,1,1]",true,"BRiKKhJ6RHPAzjZWUJn4wZVFuMrPXGL9f1BpJYbE2aQh",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/BRiKKhJ6RHPAzjZWUJn4wZVFuMrPXGL9f1BpJYbE2aQh","Solsunsets #1696","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/gINVlicEdoEJE1uiNckTJ92z1HiXAhz2BxaWg8w_5_c?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""pink""},{""trait_type"":""sun"",""value"":""normal bright""},{""trait_type"":""clouds"",""value"":""altostratus""},{""trait_type"":""horizon"",""value"":""jungle hills""},{""trait_type"":""midground"",""value"":""cristal lake""},{""trait_type"":""far object"",""value"":""none""},{""trait_type"":""foreground"",""value"":""crag""},{""trait_type"":""near object"",""value"":""woofwoof""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/gINVlicEdoEJE1uiNckTJ92z1HiXAhz2BxaWg8w_5_c?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/bPWU17O8tAdUfCJa6PTIYXVPXmI-YLOAwr9nF-kkNvc?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #2180","[0,50,50]","SSUNS","https://arweave.net/tcT6AAbtX-Tg5XrKKBuiXYaFlvf8BldiRqUKkVrOn88","[1,1,1]",true,"EGy4oqo9Kb3gR6asvAmuWf8ekXQ61sp4h91o32XqdJY7",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/EGy4oqo9Kb3gR6asvAmuWf8ekXQ61sp4h91o32XqdJY7","Solsunsets #2180","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/H3krDrCgTH1lhI-mpg-Tc8-8-f8LFP3uzRN24hAMosk?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""turbidy""},{""trait_type"":""sun"",""value"":""normal warm""},{""trait_type"":""clouds"",""value"":""altostratus""},{""trait_type"":""horizon"",""value"":""forest""},{""trait_type"":""midground"",""value"":""lake forest""},{""trait_type"":""far object"",""value"":""stars""},{""trait_type"":""foreground"",""value"":""dirt road""},{""trait_type"":""near object"",""value"":""none""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/H3krDrCgTH1lhI-mpg-Tc8-8-f8LFP3uzRN24hAMosk?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/YHgaMnX7rU2FqEjKUiYKLjArKzmqyo3uXNekto4OFiY?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #3772","[0,50,50]","SSUNS","https://arweave.net/OhjorHH-aFBZvyGYeRxa7o-UD4DdhKNMIW7AUgf3t2A","[1,1,1]",true,"3tjoUteqgUHr9mr7oLMxXruBdcatc31BCbkcFNRSUUbv",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/3tjoUteqgUHr9mr7oLMxXruBdcatc31BCbkcFNRSUUbv","Solsunsets #3772","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/pV0lZGVNDAuadAJFLYggI6rf8Xj35o9Qf6mT4IpIPYU?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""purple""},{""trait_type"":""sun"",""value"":""big sahara""},{""trait_type"":""clouds"",""value"":""none""},{""trait_type"":""horizon"",""value"":""none""},{""trait_type"":""midground"",""value"":""lake forest""},{""trait_type"":""far object"",""value"":""moon""},{""trait_type"":""foreground"",""value"":""pine road""},{""trait_type"":""near object"",""value"":""motorcycle""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/pV0lZGVNDAuadAJFLYggI6rf8Xj35o9Qf6mT4IpIPYU?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/zwcXpgQCLX_qMww4-kBGUgaSmn1PGrngA7squXFafiU?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #2131","[0,50,50]","SSUNS","https://arweave.net/DuTiUzffXMQ7s9IITMzJriUMiNjW_01hn-NeV-9Z_l0","[1,1,1]",true,"2oL7SBqh1aGWiAKBQKFS8Pv3FPaZGWohCbMbihTwgJ87",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/2oL7SBqh1aGWiAKBQKFS8Pv3FPaZGWohCbMbihTwgJ87","Solsunsets #2131","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/FyyO3W0ABj5ODKcIazI9lm0xhUc5mKhjMhfjVqDcOkc?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""dark blue""},{""trait_type"":""sun"",""value"":""big sahara""},{""trait_type"":""clouds"",""value"":""cirrocumulus""},{""trait_type"":""horizon"",""value"":""none""},{""trait_type"":""midground"",""value"":""river""},{""trait_type"":""far object"",""value"":""big-moon""},{""trait_type"":""foreground"",""value"":""crag top""},{""trait_type"":""near object"",""value"":""woofwoof""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/FyyO3W0ABj5ODKcIazI9lm0xhUc5mKhjMhfjVqDcOkc?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/uvmroThMiINrXSFUYsZsno682rWCxvjH1aZRTidNJrI?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #3572","[0,50,50]","SSUNS","https://arweave.net/mI__vwsMVzUhjmt-v-MbRHGzuB_SkCwZQKG0htHjjaA","[1,1,1]",true,"7fYCqxGsA83xyqv1tbyAC47Q5osx4wuVEQW3HGCN8ggX",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/7fYCqxGsA83xyqv1tbyAC47Q5osx4wuVEQW3HGCN8ggX","Solsunsets #3572","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/wdkQxk5CSyDMSy-CJxpaXLbSCfVRjE_k_dWenLbs9i4?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""green""},{""trait_type"":""sun"",""value"":""normal bright""},{""trait_type"":""clouds"",""value"":""none""},{""trait_type"":""horizon"",""value"":""none""},{""trait_type"":""midground"",""value"":""cristal lake""},{""trait_type"":""far object"",""value"":""moon""},{""trait_type"":""foreground"",""value"":""prairie""},{""trait_type"":""near object"",""value"":""woofwoof""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/wdkQxk5CSyDMSy-CJxpaXLbSCfVRjE_k_dWenLbs9i4?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/sFPCERrotIil3sE59nBcQdw9CIM8KDgMDRdJaR76glQ?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #2032","[0,50,50]","SSUNS","https://arweave.net/nJdm4k7FMrluVxxQyeYF_NhHvmdRFszdhyz2W7_0mfs","[1,1,1]",true,"DkdZpYqvZ6KmBf6aro7JzwfZAUyVavaZ1JRz9crntLqm",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/DkdZpYqvZ6KmBf6aro7JzwfZAUyVavaZ1JRz9crntLqm","Solsunsets #2032","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/kon92JbdBGrvw7nHg5BkOZZYLEYVp-YDYzuwpsBYibo?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""chernobyl""},{""trait_type"":""sun"",""value"":""solana sun""},{""trait_type"":""clouds"",""value"":""cumulonimbus""},{""trait_type"":""horizon"",""value"":""coastal""},{""trait_type"":""midground"",""value"":""mud""},{""trait_type"":""far object"",""value"":""none""},{""trait_type"":""foreground"",""value"":""prairie""},{""trait_type"":""near object"",""value"":""frens""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/kon92JbdBGrvw7nHg5BkOZZYLEYVp-YDYzuwpsBYibo?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/YPOyPnxOf8lXR7HbSqNnkqV131WmojyvY5kSbsbZxcw?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #4290","[0,50,50]","SSUNS","https://arweave.net/Jjsc1J4SV38LQ9v5eXv99Y9dlqgITGNRQfPVvgj3OjM","[1,1,1]",true,"G1gKnkK3j3kEdxi56KBxNE9XQdtLgWnK3NrPGU1Xj5eZ",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/G1gKnkK3j3kEdxi56KBxNE9XQdtLgWnK3NrPGU1Xj5eZ","Solsunsets #4290","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/d9YzQMfcVVRtj0-sKhXbC965LLPUVQhcvwHD1Xsh0-Q?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""pink""},{""trait_type"":""sun"",""value"":""solana sun""},{""trait_type"":""clouds"",""value"":""stratus white""},{""trait_type"":""horizon"",""value"":""arizona""},{""trait_type"":""midground"",""value"":""beach""},{""trait_type"":""far object"",""value"":""ufo""},{""trait_type"":""foreground"",""value"":""flower field""},{""trait_type"":""near object"",""value"":""motorcycle""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/d9YzQMfcVVRtj0-sKhXbC965LLPUVQhcvwHD1Xsh0-Q?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/uVbShA5Hv7ZhpYtwGDRZgIgG5-Qo68w_HSvOWSGmJwU?ext=png"",""type"":""image/png""}]"
"[""AQ98oUJQuTsX446cYJgEJJRTnQL4b2LiaFTp95nfa2qc"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""suiteaXg3pUFmhvVeFQpY6cPL5UtTaZASgCTfrSqPkT""]","Owner's Suite #4114","[0,10,90]","SUITE","https://bafybeidj7xftqct53cigk2t75bwcknupt6k3u6rpekuvtq2kqrky5kmumi.ipfs.dweb.link/4113.json","[1,0,0]",true,"4BtDeKVUx7NWFNvWnQZUKXdUue1UGH5Prg79QKvEQ13t",true,"7Gg4fADgjzTSGQkQJv1FD8So7SyFG8HEWgGJKoXyf5wS","https://explorer.solana.com/address/4BtDeKVUx7NWFNvWnQZUKXdUue1UGH5Prg79QKvEQ13t","Owner's Suite #4114","SUITE",500,"The Sports Metaverse lives in The Suites! The owner of Owner's Suite #4114 can invite friends to private or public gatherings to view live sports and e-sports events in a luxurious social setting! There are 4,444 Club Suites, 444 Executive Suites, and only 44 Owner's Suites.","https://bafybeifakkmr6bofyty3cq74hbpn6qhrmoo363rmqdvj6tw5g2ovjfgrfu.ipfs.dweb.link/2.jpg",,"https://thesuites.app","The Suites","The Suites","[{""trait_type"":""Style"",""value"":""Owner's""},{""trait_type"":""Suite Number"",""value"":4114}]","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""suiteaXg3pUFmhvVeFQpY6cPL5UtTaZASgCTfrSqPkT"",""share"":90}]","[{""uri"":""https://bafybeiehht3masspj4qahhqdnwhhmeei6ccxic57q3j4zksvd3iosqtwhm.ipfs.dweb.link/4113.mp4"",""type"":""video/mp4""}]"
"[""C4ki5erQ54EWDwuHYeD3m8xMrF6YXL9tV9dYpaf4idkS"",""Ci8kZKuxBogg6oba9wocPKZdQfkFcWAgAXdYCp6KGbhn"",""GxmVrjJCHvoC3fJfoq6jAckxhauhzs7x25fuXZAUd8Hu"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA""]","Heaven Land #26","[0,63,27,10]","PARCEL NFT","https://bafybeihsnmefxqfmf65u54dwg2ydjapvb2vfqqs5j2atr426i4e3v7zbry.ipfs.dweb.link/26.json","[1,0,0,0]",true,"EfDiUw7vhzmuTcACgDhjGPpM23gqGwd7h3Qq1kTcty97",true,"Ci8kZKuxBogg6oba9wocPKZdQfkFcWAgAXdYCp6KGbhn","https://explorer.solana.com/address/EfDiUw7vhzmuTcACgDhjGPpM23gqGwd7h3Qq1kTcty97","Downtown 1A [262, -16]","PARCEL NFT",500,"The parcel is located in the centre of the Downtown zone of Heaven Land with coordinates X=262m Y=-16m relative to the centre of its cluster. The parcel supports buildings of a maximum height of 100m and a depth of 9m. This parcel is located in a high traffic area. It has a size of 25mx25m (625m²) as any other parcel in Heaven Land.","https://bafybeidfftfpmdqlicshx6b2j7iy3d67nmuallgyqzhhrtvmaufhvofkgq.ipfs.dweb.link/26.png?ext=png",,"https://heavenland.io/parcel/26",,,"[{""trait_type"":""Zone"",""value"":""Downtown""},{""trait_type"":""SubZone"",""value"":""A""},{""trait_type"":""Cluster"",""value"":""Downtown 1""},{""trait_type"":""Coordinate X [m]"",""value"":262},{""trait_type"":""Coordinate Y [m]"",""value"":-16},{""trait_type"":""Max Height [m]"",""value"":100},{""trait_type"":""Max Depth [m]"",""value"":9},{""trait_type"":""High Traffic"",""value"":""Yes""}]","[{""address"":""Ci8kZKuxBogg6oba9wocPKZdQfkFcWAgAXdYCp6KGbhn"",""share"":63},{""address"":""GxmVrjJCHvoC3fJfoq6jAckxhauhzs7x25fuXZAUd8Hu"",""share"":27},{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10}]","[{""uri"":""https://bafybeidfftfpmdqlicshx6b2j7iy3d67nmuallgyqzhhrtvmaufhvofkgq.ipfs.dweb.link/26.png?ext=png"",""type"":""image/png""},{""uri"":""https://heavenland.io/parcel/26"",""type"":""image/png"",""cdn"":""true""}]"
"[""Ats4aXEP3gDWffQ3yGDLtUXEYhmf3SU6syun7bmmAiVw""]","God Particle 39/50","[100]","","https://bafkreicjcil37t5zgtuwkxwks2jdqx73doryafhsgzzicmjp67tv37ngqy.ipfs.dweb.link?ext=json","[1]",true,"G6Myusop1h4DpeqARNAy1PVujcSihUCZn9iqni9qAK7q",false,"Ats4aXEP3gDWffQ3yGDLtUXEYhmf3SU6syun7bmmAiVw","https://explorer.solana.com/address/G6Myusop1h4DpeqARNAy1PVujcSihUCZn9iqni9qAK7q","God Particle 39/50","",500,"","https://bafybeidh7waprqwelvwocj3o74ujfp4c5cjubjeseaah3ai5wd4it3fn4m.ipfs.dweb.link?ext=png",,"",,,,"[{""address"":""Ats4aXEP3gDWffQ3yGDLtUXEYhmf3SU6syun7bmmAiVw"",""share"":100}]","[{""uri"":""https://bafybeidh7waprqwelvwocj3o74ujfp4c5cjubjeseaah3ai5wd4it3fn4m.ipfs.dweb.link?ext=png"",""type"":""image/png""}]"
"[""8GCq1AFutUjKog4grsnLPmiG34skDgjbNRBH57SMKvgE"",""GNxnSFkPqaiJ6LKksChnpob6fUnxhYYhAipwKdSUQx8P""]","stiiks #534","[0,100]","ST","https://arweave.net/opW7z0zqHww_q_CJizxvwbdEhkqaCFcx5eomsSuG1pE","[1,0]",true,"J7RnDx4T13VjeMFE7iEjP4WFWnr3LK3DFdNnCwB39sAQ",true,"ESRjLS6W3vEHNsPTGfJMasMycfAewhfpi57gGu8dn7er","https://explorer.solana.com/address/J7RnDx4T13VjeMFE7iEjP4WFWnr3LK3DFdNnCwB39sAQ","stiiks #534","ST",111,"Simple is best","https://www.arweave.net/NuPjK4Q-6hhF2KgZvSOLg6MD69mFiewJbfRuEt2MxJM?ext=png",534,"https://twitter.com/Stiiks_NFT",,,"[{""trait_type"":""Background"",""value"":""BG3""},{""trait_type"":""Body"",""value"":""Yello""},{""trait_type"":""Ear"",""value"":""AirPods""},{""trait_type"":""Face"",""value"":""Face1""},{""trait_type"":""Glasses"",""value"":""3D""},{""trait_type"":""Hat"",""value"":""Blue""},{""trait_type"":""Smoker"",""value"":""nothing""}]","[{""address"":""GNxnSFkPqaiJ6LKksChnpob6fUnxhYYhAipwKdSUQx8P"",""share"":100}]","[{""uri"":""https://www.arweave.net/NuPjK4Q-6hhF2KgZvSOLg6MD69mFiewJbfRuEt2MxJM?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #1519","[0,50,50]","SSUNS","https://arweave.net/pT1hR3qwVhz-dGBSywgoKbZOEseyOLfzh6m9DcqtvyQ","[1,1,1]",true,"ZjgG1xNC1F5QMThE5BEC78XWca8fcMW1bFUKGzCkaMR",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/ZjgG1xNC1F5QMThE5BEC78XWca8fcMW1bFUKGzCkaMR","Solsunsets #1519","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/iQr_NAJs14fh_U2XtwkckIOWWWMm9oz1e2IuEPNp2U8?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""chernobyl""},{""trait_type"":""sun"",""value"":""normal bright""},{""trait_type"":""clouds"",""value"":""early birds""},{""trait_type"":""horizon"",""value"":""jungle hills""},{""trait_type"":""midground"",""value"":""beach""},{""trait_type"":""far object"",""value"":""birds""},{""trait_type"":""foreground"",""value"":""flower field""},{""trait_type"":""near object"",""value"":""tall grass""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/iQr_NAJs14fh_U2XtwkckIOWWWMm9oz1e2IuEPNp2U8?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/T93nmtV7VobLdOOHGhtq6sqeiTYxEmOrLniuuV9sAR0?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #2593","[0,50,50]","SSUNS","https://arweave.net/l2sKmECfNXBoc_2UfM2t3p0OVN_oIWjW9HujawNn8DM","[1,1,1]",true,"8zNz7waHqqZMg6jizMW2c2sY2D3wWD2L4836x7uwEJ7L",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/8zNz7waHqqZMg6jizMW2c2sY2D3wWD2L4836x7uwEJ7L","Solsunsets #2593","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/FRtWioUKwKZTngqqagCtY07iC-QZZaLjqLFMz4vmDgg?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""sahara""},{""trait_type"":""sun"",""value"":""normal bright""},{""trait_type"":""clouds"",""value"":""none""},{""trait_type"":""horizon"",""value"":""coastal""},{""trait_type"":""midground"",""value"":""big river""},{""trait_type"":""far object"",""value"":""moon""},{""trait_type"":""foreground"",""value"":""cactus valley""},{""trait_type"":""near object"",""value"":""columns""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/FRtWioUKwKZTngqqagCtY07iC-QZZaLjqLFMz4vmDgg?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/sxDxuUZBAzOae-z6Bllonq-Nyk_IyKPmPB1ow4AOIPA?ext=png"",""type"":""image/png""}]"
"[""3vZHVJwTK4fbX2mmfJsTrAkdBieGKy3qnQan87SuWVAB"",""EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ"",""4yMnN8ZDgEVGSFjcGcydsEsxPFUYsnev2vicNA1rS4dH""]","Solsunsets #1715","[0,50,50]","SSUNS","https://arweave.net/LK4Mbg7HRLMgVvhzFKV1GktCunMihUcrbI2Eiq3sFHE","[1,1,1]",true,"U3jPHk6wXWWWMgJFWhy9y6H7qv8B66uEqAfkRXS3Xqh",true,"EKx4b376L4XkzKY7eTQ2SzXBwH4NKuHHjKbCpckJQyTZ","https://explorer.solana.com/address/U3jPHk6wXWWWMgJFWhy9y6H7qv8B66uEqAfkRXS3Xqh","Solsunsets #1715","SSUNS","400","Sunset retrowave landscapes on Solana","https://arweave.net/36RkAw1fS_Sqpbzjz68QwXkOXdzQ_HnzHV2OBqUGcM8?ext=png","Summer of 1988","https://solsunsets.com","Solsunsets","Solsunsets","[{""trait_type"":""sky"",""value"":""purple""},{""trait_type"":""sun"",""value"":""high warm""},{""trait_type"":""clouds"",""value"":""balloons""},{""trait_type"":""horizon"",""value"":""vulcan""},{""trait_type"":""midground"",""value"":""cristal lake""},{""trait_type"":""far object"",""value"":""birds""},{""trait_type"":""foreground"",""value"":""prairie""},{""trait_type"":""near object"",""value"":""columns""}]","[{""address"":""qoQHzaee7FzdivXk4KDjdrAVQwYGFXpDvhdZfrGHqUk"",""share"":50},{""address"":""5Mvb4RGM3uQKbkSYF2EdeaD4yvMQFD6uuyM8M8u5Do9R"",""share"":50}]","[{""uri"":""https://arweave.net/36RkAw1fS_Sqpbzjz68QwXkOXdzQ_HnzHV2OBqUGcM8?ext=png"",""type"":""image/png""},{""uri"":""https://arweave.net/YPBSWTyVSVc2q6Kqlf9M3fXojVvTOm8buEFTDTvfwPM?ext=png"",""type"":""image/png""}]"
