"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.attributes","metaResult.collection.family","metaResult.collection.name","metaResult.description","metaResult.image","metaResult.name","metaResult.external_url","metaResult.properties.category","metaResult.properties.creators","metaResult.properties.files","metaResult.seller_fee_basis_points","metaResult.symbol"
"[""PXRzehgVwbtzoUoB4p2rw2g2LvH8NbmxakdTMjg13Cm""]","Pixel Racers Engine #5654","[100]","PXRE","https://arweave.net/0FD7ranwZ7ZKZBsAIhnIth7dsTzFOHZXlDLfiglVvRA","[1]",true,"5iYHqLT7kF26wMUk52hbRKRQgWABw4gEzjZqy9LKi9CB",false,"PXRzehgVwbtzoUoB4p2rw2g2LvH8NbmxakdTMjg13Cm","https://explorer.solana.com/address/5iYHqLT7kF26wMUk52hbRKRQgWABw4gEzjZqy9LKi9CB","[{""trait_type"":""Acceleration"",""value"":""Level 1""},{""trait_type"":""Top Speed"",""value"":""Level 1""},{""trait_type"":""Handling"",""value"":""Level 3""},{""trait_type"":""Zone 1"",""value"":""Level 1""},{""trait_type"":""Zone 2"",""value"":""Level 4""},{""trait_type"":""Zone 3"",""value"":""Level 4""}]","Pixel Racers","Pixel Racers Gen1 Engines","Pixel Racers is an NFT collection and gaming ecosystem on the Solana blockchain.","https://www.arweave.net/OA9WmOhbL7oQQV9AhxHvOVdirsQs7GT7HfWq6uHWV9Y","Pixel Racers Engine #5654","https://pixelracers.io","image","[{""address"":""PXRzehgVwbtzoUoB4p2rw2g2LvH8NbmxakdTMjg13Cm"",""share"":100}]","[{""uri"":""https://pixelracers-cars-gen1.s3.us-east-2.amazonaws.com/11002eed-e796-4afc-8048-02467b40a3ff.png"",""type"":""image/png"",""cdn"":true}]",0,"PXRE"
"[""AE2HPGfgv9YhPSXWxhfjVDQ9oQkSmDhe3pYbybfURXNF"",""AfRXF2eUtmtdXW37KLGr99HAfBqKX6QZoo7ub2XPKR2s"",""F2mykKbC92yk85urmfFEbMVDBZ5nV9M9d29jELyG5DX5"",""HDdMF5pZfTegig4kyP4snL8bHLZCbJw8sx7d38nQhrrA""]","WOS #498","[0,25,20,55]","WOS","https://arweave.net/-N1YY6V0TcAIfm7vVoQbIGAoiAD5UZzpuwY-iCMuink","[1,0,0,0]",true,"3AmLNydoLAfh6zdVB9DvATu9nPmhjExvmXPzaouynTd3",true,"JJkU3YmeDpHcofaYVFcweRrxLMhGKnS6cDRVQgU7dEJ","https://explorer.solana.com/address/3AmLNydoLAfh6zdVB9DvATu9nPmhjExvmXPzaouynTd3","[{""trait_type"":""Background"",""value"":""Sky Blue""},{""trait_type"":""Aura"",""value"":""None""},{""trait_type"":""Hairstyle"",""value"":""Medium Sleek""},{""trait_type"":""Body"",""value"":""Medium""},{""trait_type"":""Eye Color"",""value"":""Blue""},{""trait_type"":""Face Accessory"",""value"":""None""},{""trait_type"":""Imprint"",""value"":""None""},{""trait_type"":""Top"",""value"":""Bralette""},{""trait_type"":""Outerwear"",""value"":""None""},{""trait_type"":""Pet"",""value"":""Cat""},{""trait_type"":""Other Accessory"",""value"":""None""},{""trait_type"":""Detail"",""value"":""None""},{""trait_type"":""Eyewear"",""value"":""None""},{""trait_type"":""Hair Color"",""value"":""Brown""},{""trait_type"":""Head Accessory"",""value"":""None""},{""trait_type"":""Overhead"",""value"":""None""},{""trait_type"":""Facial Expression"",""value"":""Smirk""}]",,,"Original NFT collection of 2,222 unique Solana blockchain heroines by famous female 2D artist BTG.","https://www.arweave.net/c8cbvrMTXWmKC6yTSAc4WDVga3CVwGlokwxRFeVbLko?ext=png","WOS #498","https://www.worldofsolana.io/","image","[{""address"":""AfRXF2eUtmtdXW37KLGr99HAfBqKX6QZoo7ub2XPKR2s"",""share"":25},{""address"":""F2mykKbC92yk85urmfFEbMVDBZ5nV9M9d29jELyG5DX5"",""share"":20},{""address"":""HDdMF5pZfTegig4kyP4snL8bHLZCbJw8sx7d38nQhrrA"",""share"":55}]","[{""uri"":""https://www.arweave.net/c8cbvrMTXWmKC6yTSAc4WDVga3CVwGlokwxRFeVbLko?ext=png"",""type"":""image/png""}]",500,"WOS"
"[""Fp9Ln3SRZybi8129Twi7gzgasr4p7ddjW6TGdP3Mrcnu"",""5foQmUQCG84Vs3G6LiEFD3ciSJVeaNp3WZNAo83zExoC""]","BabyCHUMPS #65","[0,100]","BCHUMP","https://arweave.net/_XDYLAxHvygVRc3MDt6dM_5rgUg1rFbDrDBcXKd0CBY","[1,0]",true,"2gVuV1cisJzFZcPYKHdwAACrtLikPXEkD9PKePXqVQyZ",true,"HQxTiNHMbQZHXeqxmooxMpV9V85zuXF8pWsWj5yVj2oS","https://explorer.solana.com/address/2gVuV1cisJzFZcPYKHdwAACrtLikPXEkD9PKePXqVQyZ","[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Body Color"",""value"":""Yellow""},{""trait_type"":""Top"",""value"":""BlueShirt""},{""trait_type"":""Accessories"",""value"":""None""},{""trait_type"":""Face"",""value"":""None""},{""trait_type"":""Head"",""value"":""RicePaddyHat""},{""trait_type"":""Eyes"",""value"":""Saiyan""}]",,,"111 exclusive BabyCHUMPS here to help guide your CHUMP to the moon.","https://www.arweave.net/QCfzJWN2ki13ZhK30WmWW1lzDQPtZe6EwX3YvKk3ei0?ext=png","BabyCHUMPS #65","https://www.chumpsnft.com/","image","[{""address"":""5foQmUQCG84Vs3G6LiEFD3ciSJVeaNp3WZNAo83zExoC"",""share"":100}]","[{""uri"":""https://www.arweave.net/QCfzJWN2ki13ZhK30WmWW1lzDQPtZe6EwX3YvKk3ei0?ext=png"",""type"":""image/png""}]",700,"BCHUMP"
"[""AFW3EJSbVep5uG643Qk7JLyRR2W5PVK39ECZrKBzkBP3"",""8Ry67jghLX6pPbeuSPwwVC6CtUKSCzLD7qPmFRjfxMVX"",""F7qwrQUPHtFtiVRnzTYoLLegH4rp6xGMpSE6WAjSjX1Y"",""8YAV56ALVtYnhUAATGSkRkNobscesVmYc7y3rirbzhjc"",""4hobgcu2fJfXr3ddvZ443ohVc6u4d5serwbK46Q9V4uj""]","NFTab #5574","[0,20,24,16,40]","LSD","https://www.arweave.net/mGhgN6lwX6SmkVxi_Wz1zJGTcoxKo1bAq-hNwIZOvgI?ext=json","[1,0,0,0,0]",true,"3ULnjoUkzBm79hxivC23aWbdJE51Tysc7FtLcfMfXuwc",true,"HEsLLYHPvzLqNDHN78p6YxtgCFhX5SbvHvVf8FZwDWzE","https://explorer.solana.com/address/3ULnjoUkzBm79hxivC23aWbdJE51Tysc7FtLcfMfXuwc","[{""trait_type"":""Tab Family"",""value"":""Groovy""},{""trait_type"":""Collection"",""value"":""NFTabs""},{""trait_type"":""Trip Status"",""value"":""Tab""},{""trait_type"":""Trip Effect"",""value"":""None""},{""trait_type"":""Verified NFT"",""value"":""Verified Collection""},{""trait_type"":""Head Accessories "",""value"":""Heli Cap""},{""trait_type"":""Eye Accessories"",""value"":""None""},{""trait_type"":""Mouth Accessories"",""value"":""Horn""},{""trait_type"":""Biker"",""value"":""Hippie""},{""trait_type"":""Vehicle"",""value"":""Scooter""},{""trait_type"":""Mountain"",""value"":""City""},{""trait_type"":""Moon"",""value"":""Banana""},{""trait_type"":""Sun"",""value"":""Sol""}]",,,,"https://www.arweave.net/E06qcvsHUgcEZCwhsZwGkybr7lvFSx8bSsY5GJYQQrQ?ext=png","NFTab #NFTab #5574",,,"[{""address"":""8Ry67jghLX6pPbeuSPwwVC6CtUKSCzLD7qPmFRjfxMVX"",""share"":20},{""address"":""F7qwrQUPHtFtiVRnzTYoLLegH4rp6xGMpSE6WAjSjX1Y"",""share"":24},{""address"":""8YAV56ALVtYnhUAATGSkRkNobscesVmYc7y3rirbzhjc"",""share"":16},{""address"":""4hobgcu2fJfXr3ddvZ443ohVc6u4d5serwbK46Q9V4uj"",""share"":40}]","[{""uri"":""https://s3-eu-west-1.amazonaws.com/nftabs/production/tokens/21450/images/original/21450.png?1643863942"",""type"":""image/png""}]",800,"LSD"
"[""3Pzo3GDFsLKqYxh7syMmYxmDbzmAaAW2xoaegKeTwZuf""]","Vishv #204","[100]","VISHV","https://arweave.net/HXFFIdCXN72N7ySoFkhj4B5UnC77pqObKrQxFQlmYc8","[1]",true,"HPwLafRZDKKaXoU2vRWTAjmTRoGzYiMAdehgP5S3M6kn",true,"3Pzo3GDFsLKqYxh7syMmYxmDbzmAaAW2xoaegKeTwZuf","https://explorer.solana.com/address/HPwLafRZDKKaXoU2vRWTAjmTRoGzYiMAdehgP5S3M6kn","[{""trait_type"":""home_planet"",""value"":""Argos""},{""trait_type"":""mothership"",""value"":""Ente Alda""},{""trait_type"":""spacecraft"",""value"":""Colossus""},{""trait_type"":""robot"",""value"":""Mechabot""},{""trait_type"":""super_weapon"",""value"":""Cosmic Chaos""},{""trait_type"":""weapon"",""value"":""The Dark Dwarfstar""},{""trait_type"":""melee_weapon"",""value"":""Blade of Truth""},{""trait_type"":""scrap"",""value"":""Fragments of Wrought Iron""}]","Vishv Universe","Space Gear","Vishv NFT is a collection of randomized space gear stored on-chain. Pack your weapons, hop into your spaceships and explore the Metaverse. Don't forget to bring your robots!","https://www.arweave.net/oga0VHQbb1ug2ddNX7SCEjbfnAloP5Y0z4k1LM1u3aw?ext=jpg","Vishv #204","https://vishv.space/","image","[{""address"":""3Pzo3GDFsLKqYxh7syMmYxmDbzmAaAW2xoaegKeTwZuf"",""share"":100}]","[{""uri"":""https://www.arweave.net/oga0VHQbb1ug2ddNX7SCEjbfnAloP5Y0z4k1LM1u3aw?ext=jpg"",""type"":""image/jpeg""}]",500,"VISHV"
"[""A2pcvPyCYQhhzpHF4PCPH3uQh3YnQmChLQAhZ9iLTeF1""]","Wave demo","[100]","NFTPro","https://www.arweave.net/KRYY2uvkpLyD8jdGc1YvmKzJIGcT4VwK8vwdJU8F8I4?ext=json","[1]",true,"9qfqQLagWxUT2T25bbsLFB9ER5tWLvnUsALj8K3JNWvp",false,"HRFSmxF2Rs9ibYF13rEkipbjVAjruxHQvmX334H1WnHW","https://explorer.solana.com/address/9qfqQLagWxUT2T25bbsLFB9ER5tWLvnUsALj8K3JNWvp","[]",,,"Wave demo","https://www.arweave.net/3SIWuuj4TLWVtMfR1avWHhktLKY2vKSldDso8A-4cjM?ext=gif","Wave demo",,"image","[{""address"":""A2pcvPyCYQhhzpHF4PCPH3uQh3YnQmChLQAhZ9iLTeF1"",""verified"":true,""share"":100}]","[{""uri"":""https://www.arweave.net/IKAc71DMPNxGx1FOCrHET4n0uyELq-fD4EOL30ZrgNc?ext=gif"",""type"":""image/gif""}]",0,"NFTPro"
"[""4Ub9TTUMyR1qCGUAoASX1bd6xSVSA2PicEpfVcM8Ljjc"",""2ma8umF7s8ZdwYVJ93dyocX7CwZEi2qjuPtnwN14dy5h""]","57 Sailing Street","[0,100]","VILLA","https://arweave.net/DkjDUIRaDLoo_xC4lS_7QPr4Y3GDamt4Q01qG04gNGA","[1,0]",true,"F1SguUn7z4EDcbw546vM3soubXMPMqANYLvHu74KSsnJ",true,"GfeLpchkzFqo2V4HzgXvGneTXHAJTwUrPGgti8kgvAG6","https://explorer.solana.com/address/F1SguUn7z4EDcbw546vM3soubXMPMqANYLvHu74KSsnJ","[{""trait_type"":""Neighborhood"",""value"":""Alia""},{""trait_type"":""District"",""value"":""Lushu""},{""trait_type"":""Block"",""value"":""Sailing Street""},{""trait_type"":""Foundation"",""value"":""Treehouse""},{""trait_type"":""House"",""value"":""Sharp Modern Oasis""},{""trait_type"":""Foliage"",""value"":""Pioneer Palms""}]","Metavillage","Metavillage","Complete with Pioneer Palms, a Treehouse foundation, and a Sharp Modern Oasis, this villa is excellent for someone looking for a luxurious escape. Paradise found, Alia's hypnotic sea-glass waves and silky beaches saturate the neighborhood with a blissful hedonism sharpened by thrills. Those in Alia are excellent travel partners, as they encourage others to try new things. This villa is located in Lushu, the northern district of Alia.","https://arweave.net/mCr7RtTcWZpNYWXccz5zqT8VK4TTxJNYsrK3Xtsh4EY","57 Sailing Street","https://villa.to/57-sailing-street",,"[{""address"":""2ma8umF7s8ZdwYVJ93dyocX7CwZEi2qjuPtnwN14dy5h"",""share"":100}]","[{""type"":""image/jpeg"",""uri"":""https://arweave.net/mCr7RtTcWZpNYWXccz5zqT8VK4TTxJNYsrK3Xtsh4EY""}]",500,"VILLA"
"[""DyvHEBKn2aVrnwpDvjWEGzTfNzoRR8rR4D2ueZoH4DGs"",""xCjDCSZSSRiAuLrvvJ6ayfkAc13Phbd74dCfFyRMcya"",""7DWhK8Px19eDsr16VsAP6Rfe6vCusdi1p72dxLM77Y81"",""DtmB2Lqc3RVJTNnqfGXEfdZuRiKxgqQCh6ze6ZS3Bo79"",""EfwGaw4kLBYhyuGjx9GzuzG5zycdiFFVnb6q3ecFrkMD""]","SoulFighter #1193","[0,30,30,30,10]","SK","https://arweave.net/lvq-eD2uW38DC0nCf4ZLrqA5LIZMaYeJG1Lpuw4sd8E","[1,1,0,0,0]",false,"HDNKk1rhkevQtMcTgTQ565o6HJ4KcXiFQrdXdgJde2z2",true,"AoPrY9rMBFWvVfcNucsrrNxKPcDoLVBjcAB8AgMKcRYG","https://explorer.solana.com/address/HDNKk1rhkevQtMcTgTQ565o6HJ4KcXiFQrdXdgJde2z2","[{""trait_type"":""Tribe"",""value"":""Tiger"",""trait_count"":1000},{""trait_type"":""Rank"",""value"":""Upper Lord"",""trait_count"":227},{""trait_type"":""Background"",""value"":""Pink"",""trait_count"":465},{""trait_type"":""Skin"",""value"":""Fur"",""trait_count"":705},{""trait_type"":""Outfit"",""value"":""Purple Kimono"",""trait_count"":273},{""trait_type"":""Headband"",""value"":""None"",""trait_count"":2563},{""trait_type"":""Eyes"",""value"":""Yellow"",""trait_count"":901},{""trait_type"":""Mask"",""value"":""None"",""trait_count"":1510},{""trait_type"":""Head Accessory"",""value"":""None"",""trait_count"":2758}]","Soul Kombat","SoulFighters Gen 1","Soul Kombat NFTs","https://www.arweave.net/kyeALuWmD4v1iFXsuJxt8wzGKxutPfV1YN3z-JspDRg?ext=png","SoulFighter #1193",,"image","[{""share"":30,""address"":""xCjDCSZSSRiAuLrvvJ6ayfkAc13Phbd74dCfFyRMcya""},{""share"":30,""address"":""7DWhK8Px19eDsr16VsAP6Rfe6vCusdi1p72dxLM77Y81""},{""share"":30,""address"":""DtmB2Lqc3RVJTNnqfGXEfdZuRiKxgqQCh6ze6ZS3Bo79""},{""share"":10,""address"":""EfwGaw4kLBYhyuGjx9GzuzG5zycdiFFVnb6q3ecFrkMD""}]","[{""uri"":""https://www.arweave.net/kyeALuWmD4v1iFXsuJxt8wzGKxutPfV1YN3z-JspDRg?ext=png"",""type"":""image/png""}]",500,"SK"
"[""5ymJGvHDdg8xUC6uNVgjAzoQP3aJvnibWwjUoRXFbh88"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""9YpKGLUNr4SWoeS3KkdNLeyaUQSHuJv4MEqtcdR73of6"",""9Tx67kNjRSP34z2Q5m3Ah9T1Lr8T2AhLQJNne6dC27VK"",""GbHNHnjkZC9HVEAVAQKwxsahGG57pLB1XhiZNNDYt3sq""]","The Infungibles #663","[0,10,20,30,40]","TIF","https://arweave.net/LfbvnZHqYWSas7TGMUa6H7Hb7J5Uq9aG9Xn7of5LwXw","[1,0,0,0,0]",true,"8QWmNkB7GYJQ7Xtg4C13btwAREhiv8KndMwe7N4qqScS",true,"DavatMsZc8QECxijH52pj8QKcSRXSfrzuCPeznh2Efs9","https://explorer.solana.com/address/8QWmNkB7GYJQ7Xtg4C13btwAREhiv8KndMwe7N4qqScS","[{""trait_type"":""Mecha"",""value"":""Rover""},{""trait_type"":""Color"",""value"":""Red""},{""trait_type"":""Hero"",""value"":""Male""},{""trait_type"":""Birthday"",""value"":""October 16""},{""trait_type"":""Power Rarity"",""value"":""Scarce""},{""trait_type"":""Power Source"",""value"":""Magic""},{""trait_type"":""Magic Damage"",""value"":""21""},{""trait_type"":""Resist Physical"",""value"":""10""},{""trait_type"":""Resist Supernatural"",""value"":""12""}]",,,"Playable Heroes","https://www.arweave.net/JO3UXmo28y3NdEO2_Nhegi_F5jbfPp_jGknSR6018zE?ext=png","The Infungibles #663","https://infungibles.io","image","[{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10},{""address"":""9YpKGLUNr4SWoeS3KkdNLeyaUQSHuJv4MEqtcdR73of6"",""share"":20},{""address"":""9Tx67kNjRSP34z2Q5m3Ah9T1Lr8T2AhLQJNne6dC27VK"",""share"":30},{""address"":""GbHNHnjkZC9HVEAVAQKwxsahGG57pLB1XhiZNNDYt3sq"",""share"":40}]","[{""uri"":""https://www.arweave.net/JO3UXmo28y3NdEO2_Nhegi_F5jbfPp_jGknSR6018zE?ext=png"",""type"":""image/png""}]",800,"TIF"
"[""8VdA1t8m5gMyYLHV2ZPzk1nw82qmZSYmrQGbuwzcHmRR"",""6CzTQjSPcW9x4axzZLFtTq5BwsRvw4ksUWqaAkrEsRb9"",""HMduKVo3A19U5EpQdEhPjo9hq9zfZXn8aGVYZp7Vc7fX""]","Capsule X #5333","[0,95,5]","YAKU","https://arweave.net/R0ybAa9lsHEB1rgRlSaVAXyzr3eGHjj4leSa_3jdqWc","[1,0,0]",true,"2RKoPvKyfQ3RmrxXv5WptGrf5oTcTkr2AvpmafznLaU8",true,"7AXMvsNYPzw7nt3rNyYFeCrE9Cnr5A67D7oTbLUnVc59","https://explorer.solana.com/address/2RKoPvKyfQ3RmrxXv5WptGrf5oTcTkr2AvpmafznLaU8","[{""trait_type"":""Unit Type"",""value"":""Cyber Pod""},{""trait_type"":""Unit Number"",""value"":""5333""},{""trait_type"":""Unit Location"",""value"":""Yaku Tower""}]","Yaku Corp.","Capsule X","Capsule X is a customizable apartment in the Yakuverse - The Cyberpunk Metaverse across the whole Solana ecosystem","https://arweave.net/X6iweT6ITSdreoNDWTVfGFTXjm0ljXtgkDxcQNYMxXA","Capsule X #5333","https://www.yakushima.io","image","[{""address"":""6CzTQjSPcW9x4axzZLFtTq5BwsRvw4ksUWqaAkrEsRb9"",""share"":95},{""address"":""HMduKVo3A19U5EpQdEhPjo9hq9zfZXn8aGVYZp7Vc7fX"",""share"":5}]","[{""type"":""image/gif"",""uri"":""https://arweave.net/X6iweT6ITSdreoNDWTVfGFTXjm0ljXtgkDxcQNYMxXA""}]",777,"YAKU"
"[""HmeZcj7byTjYDDaJakTrwkamgpGZoTAeir6mUi7MhcD5"",""FSvy9uVNy1pPmq6fzMkiHU3xCntBbSs2PDUJVZ5ftAhH""]","Dragon #180","[0,100]","SK","https://arweave.net/-1k1P-Jwhgbd256cNXN8XFcR0tT6B0juK2waIPldcXg","[1,0]",true,"5qB3AykxKMrKkztuwjhYt5pfhK3pfpqZpMGsszV7dHun",true,"9tqDoTaTnM1VVDgcvSGs9NvbvJtWUNHb4BsSagxaeoSJ","https://explorer.solana.com/address/5qB3AykxKMrKkztuwjhYt5pfhK3pfpqZpMGsszV7dHun","[{""trait_type"":""Tribe"",""value"":""Dragon""},{""trait_type"":""Background"",""value"":""Sakura""},{""trait_type"":""Skin"",""value"":""Magma""},{""trait_type"":""Armor"",""value"":""None""},{""trait_type"":""Amulet"",""value"":""None""},{""trait_type"":""Nose"",""value"":""Ice""},{""trait_type"":""Horns"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""Red SoulFire""},{""trait_type"":""Companion"",""value"":""None""}]","Soul Kombat","SoulKombat Dragons","Soul Kombat NFTs","https://www.arweave.net/FmgqCs2lfj0x13dx0PiQ7IsTIdYnMZ-DKUHcfmrhvXI?ext=png","Dragon #180","https://soulkombat.com/home","image","[{""share"":100,""address"":""FSvy9uVNy1pPmq6fzMkiHU3xCntBbSs2PDUJVZ5ftAhH""}]","[{""uri"":""https://www.arweave.net/FmgqCs2lfj0x13dx0PiQ7IsTIdYnMZ-DKUHcfmrhvXI?ext=png"",""type"":""image/png""}]",500,"SK"
"[""AJiz3bAw2yt1UbnJmdyJAFk84GnWqyxfTgBrWK7nBqBM"",""FTg8WVz5wwPPKXb7UjbKaZ1YwW1o2iHEC5ig9wvJwtWJ"",""Gg2tLgfoyCWonNs4eBfmCKCQdtmT4mxPZDYvJXiZiZXJ""]","Baby zilla #2476","[0,100,0]","","https://arweave.net/Aw7_7nrP8dTv3HcUVkX7cGE5Mn--okUC7mUluoPXwL0","[1,0,0]",true,"rxmqqmCcxwoboWmf8s2rPsCwtGM6hKXrdbUJPQgPMQu",true,"htchpFEEJiCV8xvn6wxK5dxmTKvF8az99gQKscSBpta","https://explorer.solana.com/address/rxmqqmCcxwoboWmf8s2rPsCwtGM6hKXrdbUJPQgPMQu","[{""trait_type"":""Baby Zilla"",""value"":""Legendary""}]","Zillaz","Baby Zillaz","Collection of 4848 baby Zillaz. Offsprings of the kings of all the monsters (Genesis Zillaz) living on the Solana blockchain.","https://www.arweave.net/cL-TFItR4oDs-OOthUaMclDaXQKg4KXqqJBcRsdl7f4?ext=png","Baby zilla #2476","https://zillaz.net/","image","[{""address"":""6f9M3FstMWMaUYNytpygYjeMrToj7RHqk5NVdrZCaDkM"",""share"":0},{""address"":""FTg8WVz5wwPPKXb7UjbKaZ1YwW1o2iHEC5ig9wvJwtWJ"",""share"":100},{""address"":""Gg2tLgfoyCWonNs4eBfmCKCQdtmT4mxPZDYvJXiZiZXJ"",""share"":0}]","[{""uri"":""https://www.arweave.net/cL-TFItR4oDs-OOthUaMclDaXQKg4KXqqJBcRsdl7f4?ext=png"",""type"":""image/png""}]",800,""
