"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.attributes","metaResult.collection.family","metaResult.collection.name","metaResult.description","metaResult.edition","metaResult.image","metaResult.name","metaResult.properties.category","metaResult.properties.creators","metaResult.properties.files","metaResult.seller_fee_basis_points","metaResult.symbol"
"[""ALNcW6QDNf7H4iNiTM3FD16LZ4zMGyEeCYQiE1AbCoXk"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","SOLGods 466","[0,100]","SOLGods","https://arweave.net/VXeo2IlbxlIITqxDnmxYNwMHf_3XDF2wxBW4NiBWXNM","[1,0]",true,"AiS3ugtkMcejnc4dCR7gYi68TKp6sTBAVCyheVEK76fM",true,"41PLzJby9zqiXjXnY5psHt6zf2X5uaDPiZ5wwRAPKAZM","https://explorer.solana.com/address/AiS3ugtkMcejnc4dCR7gYi68TKp6sTBAVCyheVEK76fM","[{""trait_type"":""Background"",""value"":""Psy""},{""trait_type"":""Code"",""value"":""None""},{""trait_type"":""Back"",""value"":""None""},{""trait_type"":""Character"",""value"":""White""},{""trait_type"":""Torso"",""value"":""Black Top""},{""trait_type"":""Eyes"",""value"":""Beads""},{""trait_type"":""Face"",""value"":""Puzzle""},{""trait_type"":""Head"",""value"":""None""}]","SOLGods","SOLGods",,,"https://www.arweave.net/ezWHLbUNMGP6FtFv-pV1DcFpCJ4KCryfsng1Uf9nxAA?ext=png","SOLGods 466",,"[{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":92},{""address"":""5yqPJhLcoqDcVLTQjWq5MBGh18R6jv7pVwtacLW32b6J"",""share"":8}]","[{""uri"":""https://www.arweave.net/ezWHLbUNMGP6FtFv-pV1DcFpCJ4KCryfsng1Uf9nxAA?ext=png"",""type"":""image/png""}]",500,"SOLGods"
"[""AwZFMVBBKf8VvLnXLQc9dMn8TWvAADRY4a3Ev6NPSq47"",""ADW8bd8SNtQQmSCiaeXLZuZk4So28iysmTrAsLQxEeNM""]","SHI Griffin #800","[0,100]","SHI","https://arweave.net/5UmqFQQ1-wdA_WXLuDnzhHP9-oT5YOSlt772mrXPd8o","[1,0]",true,"GTjgbuSFBLf58yKUh7iZgU7rVkU2iV91EkAijr4KRTdN",true,"J2NKbvxwBnxrU49UTPFS1FH5HWJ6VhDdZp1CTqaB78t8","https://explorer.solana.com/address/GTjgbuSFBLf58yKUh7iZgU7rVkU2iV91EkAijr4KRTdN","[{""trait_type"":""Background"",""value"":""Gold""},{""trait_type"":""Fur"",""value"":""Purple""},{""trait_type"":""Teeth"",""value"":""Orange""},{""trait_type"":""Face"",""value"":""Blue""},{""trait_type"":""Eyes"",""value"":""White""},{""trait_type"":""Eyebrows"",""value"":""Blue""},{""trait_type"":""Gem"",""value"":""Black""},{""trait_type"":""Face Accessory"",""value"":""Orange""},{""trait_type"":""Nose"",""value"":""Orange""},{""trait_type"":""Mouth Accessory"",""value"":""None""},{""trait_type"":""Eyes Accessory"",""value"":""None""},{""trait_type"":""Hat"",""value"":""None""},{""trait_type"":""Type"",""value"":""Griffin""}]","SolanaFloor","Shi Guardians","8,888 generated NFTs from 4 hand drawn lions that give you exclusive access to SolanaFloor PRO.",,"https://www.arweave.net/u1c8yb90r3vPSuGvwv0FMfE7KZXa9rZgvOV2ONwAN0o?ext=png","SHI Griffin #800","image","[{""address"":""ADW8bd8SNtQQmSCiaeXLZuZk4So28iysmTrAsLQxEeNM"",""share"":100}]","[{""uri"":""https://www.arweave.net/u1c8yb90r3vPSuGvwv0FMfE7KZXa9rZgvOV2ONwAN0o?ext=png"",""type"":""image/png""}]",500,"SHI"
"[""5GUrnehPCrVeAeo29sgH3KbPhTvEDaH8HJqonYUceVM"",""ULf4AWYjQ7iD81dYsFTNryyJvXX3yNeCN72KsbKDu3W""]","SolDad #5546","[0,100]","SOLDAD","https://arweave.net/yrDuAeFilehfQWObISvdeN42glFvKmS8DJhm_DZrwKw","[1,0]",true,"5eyqEZLwZ9puu8oFjsHKVZbManjEThFPcqpyB9vNrvUG",true,"9bJNTytrMHPps58zH5tk3jsaMbQjD1W13ri7D431QcJt","https://explorer.solana.com/address/5eyqEZLwZ9puu8oFjsHKVZbManjEThFPcqpyB9vNrvUG","[{""trait_type"":""Background"",""value"":""Dark Grape""},{""trait_type"":""Face"",""value"":""Black Eye"",""additionalValue"":""light""},{""trait_type"":""Outfit"",""value"":""Yellow Sweater""},{""trait_type"":""Beard"",""value"":""None""},{""trait_type"":""Head"",""value"":""Black Stylish""},{""trait_type"":""Mouth"",""value"":""Gum""},{""trait_type"":""Ears"",""value"":""None""},{""trait_type"":""Neck"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""None""}]","SolFamily","SolDads","SolDads are the first unique collection with 5750 dads of more generic project which is named SolFamily. You can read more information on our website https://solfamily.io/","SolDads 2021","https://www.arweave.net/FwrW_A4CzBKcrLTFiFpLLnQv4HX7xPf9q7MDsrhzpaI?ext=png","SolDad #5546","image","[{""address"":""ULf4AWYjQ7iD81dYsFTNryyJvXX3yNeCN72KsbKDu3W"",""share"":100}]","[{""url"":""https://www.arweave.net/FwrW_A4CzBKcrLTFiFpLLnQv4HX7xPf9q7MDsrhzpaI?ext=png"",""type"":""image/png""}]",750,"SOLDAD"
"[""CLErvyrMpi66RAxNV2wveSi25NxHb8G383MSVuGDgZzp"",""trshC9cTgL3BPXoAbp5w9UfnUMWEJx5G61vUijXPMLH"",""3B86L4BrRjm9V7sd3AjjJq5XFtyqMgCYMCTwqMMvAxgr"",""8BoJdKKz3j4bUGJdAdGhaiSpv1EM9HhSm1cjy1iPrfhk"",""ENACtpCWKJAomGtWVH2UqdNKmkR1Ft4V81gC4oUbi5W1""]","Degen Trash Panda #1886","[0,59,10,5,26]","DTP","https://arweave.net/6se4xNoACWNTDMnPfuWwS7RDgXGz5IoZHEC0vGl4Fms","[1,0,0,0,0]",true,"9bUayH8JD1bqfT8tAtXTGdDa137NSrR8izU5vPqjATTR",true,"trshC9cTgL3BPXoAbp5w9UfnUMWEJx5G61vUijXPMLH","https://explorer.solana.com/address/9bUayH8JD1bqfT8tAtXTGdDa137NSrR8izU5vPqjATTR","[{""trait_type"":""BODY"",""value"":""Bumbag""},{""trait_type"":""GLASSES"",""value"":""Designer Glasses""},{""trait_type"":""MOUTH"",""value"":""Crayon Shiv - Smirk""},{""trait_type"":""FUR"",""value"":""Blue - Smirk""},{""trait_type"":""BACKGROUND"",""value"":""Blue""},{""trait_type"":""HEAD"",""value"":""Pot""},{""trait_type"":""❤️"",""value"":4}]","Degeniverse","Degen Trash Pandas","Inhabiting their own underworld society, the Degenerate Trash Pandas are governed by no individuals and live by no rules. What they have is their trash, and their trash is their treasure. They’ll do whatever they can to get their dirty little paws on it.",,"https://www.arweave.net/I63Y--cb3yPhgFV6h3etUjEsDpsclW-WSfdYBE57iCY?ext=png","Degen Trash Panda #1886","image","[{""address"":""trshC9cTgL3BPXoAbp5w9UfnUMWEJx5G61vUijXPMLH"",""share"":59},{""address"":""3B86L4BrRjm9V7sd3AjjJq5XFtyqMgCYMCTwqMMvAxgr"",""share"":10},{""address"":""8BoJdKKz3j4bUGJdAdGhaiSpv1EM9HhSm1cjy1iPrfhk"",""share"":5},{""address"":""ENACtpCWKJAomGtWVH2UqdNKmkR1Ft4V81gC4oUbi5W1"",""share"":26}]","[{""uri"":""https://www.arweave.net/I63Y--cb3yPhgFV6h3etUjEsDpsclW-WSfdYBE57iCY?ext=png"",""type"":""image/png""}]",420,"DTP"
"[""8LUPcxB5H1mHso6qxYhugCKYTUGu6wyE7VC49pdf5fkU"",""DoNmbbtRBdnhCyQR5tLBJxpKhP9h5paKspC4XfJutBJD""]","Monke ShitBox #5065","[0,100]","MSB","https://arweave.net/iSai7IP1LwQfgGCfTA_HCbIHjl6QpwaolBFOIXlqkqQ","[1,0]",true,"8VQyLBuD3JpCMF2xDngsJTySGVGqfQ4bAPNhKAwjHUNB",true,"DoNmbbtRBdnhCyQR5tLBJxpKhP9h5paKspC4XfJutBJD","https://explorer.solana.com/address/8VQyLBuD3JpCMF2xDngsJTySGVGqfQ4bAPNhKAwjHUNB","[{""trait_type"":""Background"",""value"":""blue noise""},{""trait_type"":""Design"",""value"":""sorry""},{""trait_type"":""Monke"",""value"":""white""}]","Monke Shit Box","Monke Shit Box","Your box opened! Thanks for being a part of MonkeShitBox you degen!",659,"https://arweave.net/eQ1d1yqZaLfMs234jOtXJYxt7gmQ-EfXLaIcNVaIk10","Revealed Monke Shit Box #659","image","[{""address"":""DoNmbbtRBdnhCyQR5tLBJxpKhP9h5paKspC4XfJutBJD"",""share"":100}]","[{""uri"":""https://arweave.net/eQ1d1yqZaLfMs234jOtXJYxt7gmQ-EfXLaIcNVaIk10"",""type"":""image/png""},{""uri"":""https://arweave.net/4JMw2HzoxGD9OYgoeM3awix4YWkjydMOtd3QT9EiZF0/659.png"",""type"":""image/png""}]",669,"MSB"
"[""6PTSaVPGLzzgAqw9veQUVKhW2ggsEaV5ghBeLsQn2GVN"",""FHJKrc5MJJQLhj2FqiTfNnvLj59wEmaXVfozmp7JKj2A""]","The Tower #451-7","[0,100]","TWRDAO","https://arweave.net/9Ac9esLldZYcwdimOD--EvqC4ng25zPZ_F-c-72L6_I","[1,1]",true,"FVB2BQosSMG4USB3d8pYeo4HYzRWv7Nn4cVd7faTTSu4",true,"GcrjZXzmNDyGDt646hy4ziWNa5ziGAMNdXGdQcDtnBaV","https://explorer.solana.com/address/FVB2BQosSMG4USB3d8pYeo4HYzRWv7Nn4cVd7faTTSu4","[{""trait_type"":""Story"",""value"":451},{""trait_type"":""Room"",""value"":7},{""trait_type"":""Wall"",""value"":""Black Smooth""},{""trait_type"":""Floor"",""value"":""Grass""},{""trait_type"":""Floor Item"",""value"":""Sneks""},{""trait_type"":""Big Item"",""value"":""Bar""},{""trait_type"":""View"",""value"":""Orange1""},{""trait_type"":""Background"",""value"":""Black""}]","TowerDAO","The Tower","Residences inside a futuristic skyscraper in the metaverse. Home of the TowerDAO.",,"https://www.arweave.net/z3f0Dvnqsnp9j-M1qEHchIW-Njscm0yICv7RrLoU9Uk?ext=png","The Tower #451-7","image","[{""address"":""FHJKrc5MJJQLhj2FqiTfNnvLj59wEmaXVfozmp7JKj2A"",""share"":100}]","[{""uri"":""https://www.arweave.net/z3f0Dvnqsnp9j-M1qEHchIW-Njscm0yICv7RrLoU9Uk?ext=png"",""type"":""image/png""}]",500,"TWRDAO"
"[""HCXjgtkh1UzEcfgpmeMgGpdU64oyaitEfSs2KNHgoQhu"",""GfmmC9mJGieYjJxkYSabzYCbtLaSm2iAbZScgLTeU9sn"",""mfU2SKFPgWPhXEa7sYbFf35K5ZD7qLE3xVoVHhQdk7N"",""57G2mwfM83VNKFNdrvMwTDJAo1xhoDSw6Wp5WyruRdyG""]","Crypto Idolz #6010","[0,50,49,1]","IDOLZ","https://arweave.net/fVKLjOQZAghl6d7qTICaK6PavvGvy6D4iN7RbWXZfso","[1,0,0,0]",true,"F2yWZwKRtUY2EeG8oy5jLDLKeB8NeZqLrW19hnq4LRHt",true,"57G2mwfM83VNKFNdrvMwTDJAo1xhoDSw6Wp5WyruRdyG","https://explorer.solana.com/address/F2yWZwKRtUY2EeG8oy5jLDLKeB8NeZqLrW19hnq4LRHt","[{""trait_type"":""BG"",""value"":""A Glass of Rose""},{""trait_type"":""Body"",""value"":""Dark Rum""},{""trait_type"":""Body Size"",""value"":""Pear""},{""trait_type"":""Hand"",""value"":""None""},{""trait_type"":""Surprise"",""value"":""None""},{""trait_type"":""Legs"",""value"":""Leather""},{""trait_type"":""Accessories"",""value"":""Blush""},{""trait_type"":""Sweat"",""value"":""None""},{""trait_type"":""Surroundings"",""value"":""None""}]","CryptoIdolz","CryptoIdolz 2nd Edition","6969 masterpieces capturing the natural female beauty",,"https://www.arweave.net/f5QAErtZQ00RPPmQ5j8uHK1uvr2dGXUC9jbSD8B_1-I?ext=png","Crypto Idolz #6010","image","[{""address"":""GfmmC9mJGieYjJxkYSabzYCbtLaSm2iAbZScgLTeU9sn"",""share"":50},{""address"":""mfU2SKFPgWPhXEa7sYbFf35K5ZD7qLE3xVoVHhQdk7N"",""share"":49},{""address"":""57G2mwfM83VNKFNdrvMwTDJAo1xhoDSw6Wp5WyruRdyG"",""share"":1}]","[{""uri"":""https://www.arweave.net/f5QAErtZQ00RPPmQ5j8uHK1uvr2dGXUC9jbSD8B_1-I?ext=png"",""type"":""image/png""}]",690,"IDOLZ"
"[""BgCQcejEgQLr7yktqfsmbsoWzx1tVDCYAAjafScTzTx2"",""AKKtgQeZYN4CGV2TWsZGs6n6Pd2d6rcNT8cPL6YsSdux""]","SolNuggs #266","[0,100]","SolNuggs","https://arweave.net/_fljeNVrbqXUTLGWjwbZvxktDB1vsgE0g__9MMs7BNg","[1,0]",true,"4tLvywPvKdBPTF3FxMiX2eHiosmYR3obGZHbUzJNiiJ3",true,"EWckQ4xRwtQaoHTHKUNRWveGJRKqc5ubNrxdrbH6ZLvR","https://explorer.solana.com/address/4tLvywPvKdBPTF3FxMiX2eHiosmYR3obGZHbUzJNiiJ3","[{""trait_type"":""Background"",""value"":""TwoToneThree""},{""trait_type"":""NuggType"",""value"":""Bell""}]",,,"Don't eat them collect them",266,"https://www.arweave.net/6-Q7QcbPThtYpiOsvl4HKUBVkAyDcXwLbo7RVDtdDy8?ext=png","SolNuggs #266","image","[{""address"":""AKKtgQeZYN4CGV2TWsZGs6n6Pd2d6rcNT8cPL6YsSdux"",""share"":100}]","[{""uri"":""https://www.arweave.net/6-Q7QcbPThtYpiOsvl4HKUBVkAyDcXwLbo7RVDtdDy8?ext=png"",""type"":""image/png""}]",1000,"SolNuggs"
"[""55a3F4WfPUpQCTKwaAcPodaYCLd4gWC2tyVa7ceQtRnR"",""B9hZvk6kGnwZmdNrgvwu6Cj5gvQmBbYp2mdtjX28DkUt""]","Stock Tylers #1447","[0,100]","STOCK","https://arweave.net/8MGsFrcaE4G2_xQmFI_d1X8igay2jKaZx1eBzO3y3w8","[1,0]",true,"GJp4wpX9Z7hEhN97e8e3yn6n35ytdhhykHCRzLKsYr5k",true,"B9hZvk6kGnwZmdNrgvwu6Cj5gvQmBbYp2mdtjX28DkUt","https://explorer.solana.com/address/GJp4wpX9Z7hEhN97e8e3yn6n35ytdhhykHCRzLKsYr5k","[{""trait_type"":""Background"",""value"":""Pastel""},{""trait_type"":""Head"",""value"":""Blue Bow""},{""trait_type"":""Neck"",""value"":""None""},{""trait_type"":""Ear"",""value"":""None""},{""trait_type"":""Body"",""value"":""Purple Fleece""},{""trait_type"":""Skin"",""value"":""Alien""},{""trait_type"":""Extras"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""None""},{""trait_type"":""Expression"",""value"":""Sad""}]","Stock Tylers","Stock Tylers","2222 Stock Photos of Tyler on the Solana Network.",,"https://www.arweave.net/9F2gTuw3RJ_1lZJNyFKnRvivosvj1FulvWTAkF8SSFs?ext=jpg","Stock Tylers #1447","image","[{""address"":""B9hZvk6kGnwZmdNrgvwu6Cj5gvQmBbYp2mdtjX28DkUt"",""share"":100}]","[{""uri"":""https://www.arweave.net/9F2gTuw3RJ_1lZJNyFKnRvivosvj1FulvWTAkF8SSFs?ext=jpg"",""type"":""image/jpg""}]",690,"STOCK"
"[""BRnXeWqz8a8A6f5fAejDbWW26AVjcnKmAKgbUXg5eLKq"",""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h""]","The Fracture","[50,50]","","https://arweave.net/b9lQENfA229bB35Pv-LAL6eBfcAnXN-EjGWTyYKVf04","[1,0]",false,"FR9z2deohkpeoVFcC9htxrXuh6Qb6m3ivjFM5pH3Qqx5",false,"BRnXeWqz8a8A6f5fAejDbWW26AVjcnKmAKgbUXg5eLKq","https://explorer.solana.com/address/FR9z2deohkpeoVFcC9htxrXuh6Qb6m3ivjFM5pH3Qqx5",,,,"In hindsight, it was obvious.

Music by LonelyGhose©",,"https://www.arweave.net/HXrCvvAOP58WSSBNRTIqmjTO2RfJC7do_wO7gApxnr0?ext=png","The Fracture","audio","[{""address"":""BRnXeWqz8a8A6f5fAejDbWW26AVjcnKmAKgbUXg5eLKq"",""share"":50},{""address"":""Em4DcHQwUxhHfEWhz8aZABXU6nUADTGFBPKHoBhKZr9h"",""share"":50}]","[{""uri"":""https://www.arweave.net/HXrCvvAOP58WSSBNRTIqmjTO2RfJC7do_wO7gApxnr0?ext=png"",""type"":""image/png""},{""uri"":""https://gccv6zqyjuaaeqx2gebyrcswysmctl4gjva6qe5ui7gr36mnubda.arweave.net/MIVfZhhNAAJC-jEDiIpWxJgpr4ZNQegTtEfNHfmNoEY?ext=mp3"",""type"":""unknown""}]",500,""
"[""3ej6TJbvSeiM8R6WXHV7TQzHQkUpvowYjqbxjJcbpN6d"",""2ma8umF7s8ZdwYVJ93dyocX7CwZEi2qjuPtnwN14dy5h""]","504 Fragrant Drive","[0,100]","VILLA","https://arweave.net/rec7q4sErRK3II3R7t3z-78z7SJc79aMFGRMHzrYkL0","[1,0]",true,"GncvkrX57tiBzFU9R75vVU5d5dNxvNLgEq1kw4SoXf4r",true,"GfeLpchkzFqo2V4HzgXvGneTXHAJTwUrPGgti8kgvAG6","https://explorer.solana.com/address/GncvkrX57tiBzFU9R75vVU5d5dNxvNLgEq1kw4SoXf4r","[{""trait_type"":""Neighborhood"",""value"":""Torvyn""},{""trait_type"":""District"",""value"":""Ollantaytambo""},{""trait_type"":""Block"",""value"":""Fragrant Drive""},{""trait_type"":""Foundation"",""value"":""Patio""},{""trait_type"":""House"",""value"":""Dreamy A-Frame Cottage""},{""trait_type"":""Foliage"",""value"":""Yisawa Trees""}]","Metavillage","Metavillage","Complete with Yisawa Trees, a Patio foundation, and a Dreamy A-Frame Cottage, this villa is perfect for someone who appreciates beauty. An impish breeze playfully ripples through long, lush grass speckled in wildflowers in Torvyn. Those in Torvyn are kind and know how to keep the bright side in sight. This villa is located in Ollantaytambo, the eastern district of Torvyn.",,"https://arweave.net/a8dmUVi56Mid7To5VX1WvWeaNq1rVxGEouOcBE2KqJE","504 Fragrant Drive",,"[{""address"":""2ma8umF7s8ZdwYVJ93dyocX7CwZEi2qjuPtnwN14dy5h"",""share"":100}]","[{""type"":""image/jpeg"",""uri"":""https://arweave.net/a8dmUVi56Mid7To5VX1WvWeaNq1rVxGEouOcBE2KqJE""}]",500,"VILLA"
"[""7A52STQYkVqTZzBNujH3mxGvxFmXsH5WHaKZBuTGdvUg"",""AegRkuNtA8x7tgEarLiY7Zom3wJAeV4yh7FBDVKAtfEu"",""GK6abV2VZsrndxHcX4sNRsijuLA11tsFakqqyiJeJFvj"",""H9snmCCK4exWsoaWeLsjMBgaQPUHijZH5ZiPtvagJ1du"",""8pGtVD2gRLPhCQa9K67R9amDAezv8G53FB17N9sMCZcd""]","Skully Boys #885","[0,32,10,48,10]","SkullyB ","https://arweave.net/lbgImVYRYeW1nmDpswb1rDDvwPTj26mK26qd_vpyVuo","[1,0,0,0,0]",true,"9bib8gWaENNvhiUN24yso3jMyprv8i3ghUy1fuLRndou",true,"EAJBdDrmyd1L8Bw4Yx8DUEKkDsPwbYkFJB1GishcNcfZ","https://explorer.solana.com/address/9bib8gWaENNvhiUN24yso3jMyprv8i3ghUy1fuLRndou","[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Skull"",""value"":""Pink Skully""},{""trait_type"":""Hat"",""value"":""Blue Cap""},{""trait_type"":""Clothe"",""value"":""Holographic Jacket""},{""trait_type"":""Glasses"",""value"":""Disco Bezel Pink""},{""trait_type"":""Necklace"",""value"":""Bitcoin Necklace""},{""trait_type"":""Smoking"",""value"":""None""}]",,,"When our carbon-14 bones will disappear, the Skully Boys will still be on the dance floor shaking this digital world.",885,"https://www.arweave.net/jv78QSCeCYWpfHKyky-EE_gQ28cPJyF3jS-6doO4j44?ext=png","Skully Boys #885","image","[{""address"":""AegRkuNtA8x7tgEarLiY7Zom3wJAeV4yh7FBDVKAtfEu"",""share"":32},{""address"":""GK6abV2VZsrndxHcX4sNRsijuLA11tsFakqqyiJeJFvj"",""share"":10},{""address"":""H9snmCCK4exWsoaWeLsjMBgaQPUHijZH5ZiPtvagJ1du"",""share"":48},{""address"":""8pGtVD2gRLPhCQa9K67R9amDAezv8G53FB17N9sMCZcd"",""share"":10}]","[{""uri"":""https://www.arweave.net/jv78QSCeCYWpfHKyky-EE_gQ28cPJyF3jS-6doO4j44?ext=png"",""type"":""image/png""}]",500,"SkullyB "
"[""G9zy4jGj6ozT3qk9F1qbsAtQ5qvbbF4KwX1CmQRbLmhd"",""GcrjZXzmNDyGDt646hy4ziWNa5ziGAMNdXGdQcDtnBaV""]","Tower Community NFT","[0,100]","TWRCMMNTY","https://arweave.net/uJzgnieykvHvJNe7r4Lxj2PO2K-a_qzqca1O2wmTBbo","[1,0]",false,"9R7PmcJB9FhuWpT3or4Kn3X6Si5xcCHfezZHSAPVzrvJ",true,"G9zy4jGj6ozT3qk9F1qbsAtQ5qvbbF4KwX1CmQRbLmhd","https://explorer.solana.com/address/9R7PmcJB9FhuWpT3or4Kn3X6Si5xcCHfezZHSAPVzrvJ",,,,"The strength of The Tower comes from its community. Thank you for believing in this community, and participating in the mint. Enjoy this collectible.",,"https://www.arweave.net/-WwoWhp965cBVUYwFWjGXvygQOsWjTEDYi-3VI0cWlo?ext=png","Tower Community NFT","image","[{""address"":""FHJKrc5MJJQLhj2FqiTfNnvLj59wEmaXVfozmp7JKj2A"",""share"":100}]","[{""uri"":""https://www.arweave.net/-WwoWhp965cBVUYwFWjGXvygQOsWjTEDYi-3VI0cWlo?ext=png"",""type"":""image/png""}]",500,"TWRCMMNTY"
"[""6wmG5d2qrzjrn2jFxM3oSKJk9bqXiikgw7HwvftqRWj9"",""37ca68vkcNcvG6nW3bzpsynjVBt1gTuo3Ue5TBBhraWC""]","CASSETS GEN-2#461","[0,100]","","https://arweave.net/-97-8bn-s37lBIiJjD4afp9IBcn_vd9D_679qSe_n5g","[1,0]",true,"C11usUbezi8kDoTitf87DiPXv523NDZKdcXe2di9wqoN",true,"2F5o7VsiZzjKmzzeWL8sFm1dq7UWnNnZmqxRQ669kEXv","https://explorer.solana.com/address/C11usUbezi8kDoTitf87DiPXv523NDZKdcXe2di9wqoN","[{""trait_type"":""Background"",""value"":""Pink""},{""trait_type"":""Casset"",""value"":""White""},{""trait_type"":""Sticker"",""value"":""Grey""},{""trait_type"":""Wheel"",""value"":""Blue""},{""trait_type"":""Side"",""value"":""A""},{""trait_type"":""Track"",""value"":""FIELDS 4""}]","Tunes By Cassets","GEN-2","CASSETS. The digital cassette asset.",,"https://www.arweave.net/YRwSw16rqATxz3fpTDgheGtyYqq7G44Acu3iOqYeKYU?ext=png","CASSETS GEN-2#461","video","[{""address"":""37ca68vkcNcvG6nW3bzpsynjVBt1gTuo3Ue5TBBhraWC"",""share"":100}]","[{""uri"":""https://www.arweave.net/YRwSw16rqATxz3fpTDgheGtyYqq7G44Acu3iOqYeKYU?ext=png"",""type"":""image/png""},{""uri"":""https://www.arweave.net/GBeCnq78ycKnePncsHocsmD8QMcrTnKA55b61X_yujg?ext=mp4"",""type"":""video/mp4""}]",500,""
"[""HgnUqjXCGUmLqjsHHZNK4hpJZwqfr8JHsCiaFXzpycnt"",""7GLTRMT5U8ANioxzNiGoLmsZFqE4h3JQvxqKysVLVhys""]","Invitation: Royal Bears","[0,100]","RBI","https://arweave.net/3TL7P0vljbwR7XsooE0F2-TEE_A4p7a1KuuUnlbaLxE","[1,0]",true,"J5gtU7PLv43JH2eVR8b48bneYyvAvtANVQyqs5urrZbx",true,"7GLTRMT5U8ANioxzNiGoLmsZFqE4h3JQvxqKysVLVhys","https://explorer.solana.com/address/J5gtU7PLv43JH2eVR8b48bneYyvAvtANVQyqs5urrZbx",,,,"Congratulations on receiving this Royal invite! The bears have recognized you as a special individual. Be sure to check us out on Twitter and royalbears.art — and also, be sure to keep a diamond-handed hold of this NFT...",454,"https://arweave.net/fQ9-eTzeuU9qYWZczdC84dpt8r-eWbVjgUOOHYVUMbE?ext=png","Invitation: Royal Bears","image","[{""address"":""7GLTRMT5U8ANioxzNiGoLmsZFqE4h3JQvxqKysVLVhys"",""share"":100}]","[{""uri"":""https://arweave.net/fQ9-eTzeuU9qYWZczdC84dpt8r-eWbVjgUOOHYVUMbE?ext=png"",""type"":""image/png""}]",0,"RBI"
"[""BHVPUojZvH2mWo5T6ZCJQnyqMTe4McHsXGSJutezTPGE"",""61fgi854Kqmb1FNJCesw1ne5XAbNyYZve8zsRZ8RFvay"",""71uN5389zcq9P8BwarSPZoaV1vrfBg79yjCRGCP6xwP6"",""9dFxBPegtpQ6JamTY5DJxU4Cxwdp6jDXLZjspXM98DfZ"",""3EXmFGDjNANrxievsT4wdhKfYSZd3BNpn4B7qfPZquq9""]","SaibaGang #775","[0,70,20,5,5]","SBAGNG","https://arweave.net/Zr36THNXflzD3ERgYoVHAB_DXbEhIdj9hYbSFj9-4TE","[1,0,0,0,0]",true,"9GAJ78dXoJfmmNFc6GSFTAp3b1vPRbHoqnRE7z36HLGw",true,"BNi8NV97p2J41wnK9amVpaXD43dZzLpDDZyAsQwuNXps","https://explorer.solana.com/address/9GAJ78dXoJfmmNFc6GSFTAp3b1vPRbHoqnRE7z36HLGw","[{""trait_type"":""division"",""value"":""industrial""},{""trait_type"":""extra"",""value"":""neon katana""},{""trait_type"":""skin"",""value"":""default""},{""trait_type"":""outfit"",""value"":""tech jacket""},{""trait_type"":""accessories"",""value"":""blue neon bars""},{""trait_type"":""eyes"",""value"":""saiba x""},{""trait_type"":""hair"",""value"":""short red and black""},{""trait_type"":""mouth"",""value"":""smoking""}]","SaibaGang","SaibaGang",,,"https://www.arweave.net/pu9i8JgvRybXiaFKRX4Nd2_JeKnMCV6XdCWjHF4mF6k?ext=png","SaibaGang #775",,"[{""address"":""61fgi854Kqmb1FNJCesw1ne5XAbNyYZve8zsRZ8RFvay"",""share"":70},{""address"":""71uN5389zcq9P8BwarSPZoaV1vrfBg79yjCRGCP6xwP6"",""share"":20},{""address"":""9dFxBPegtpQ6JamTY5DJxU4Cxwdp6jDXLZjspXM98DfZ"",""share"":5},{""address"":""3EXmFGDjNANrxievsT4wdhKfYSZd3BNpn4B7qfPZquq9"",""share"":5}]","[{""uri"":""https://www.arweave.net/pu9i8JgvRybXiaFKRX4Nd2_JeKnMCV6XdCWjHF4mF6k?ext=png"",""type"":""image/png""}]",500,"SBAGNG"
