"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.attributes","metaResult.collection.family","metaResult.collection.name","metaResult.description","metaResult.edition","metaResult.image","metaResult.name","metaResult.properties.category","metaResult.properties.creators","metaResult.properties.files","metaResult.seller_fee_basis_points","metaResult.symbol"
"[""SoLMeE9Pw7Y1r9mJTGBQ7BrgQAa9DMErV2WnaYZ1Z9t"",""2XV3AUsW5oamNgarZXfjoz4fHYkLfxN1DwBa239ijN1P""]","SolMee #11198","[50,50]","","https://www.arweave.net/k0vyYq-sPbmSG2La5cNsTFivuO1BSpdcgpR_LPZ7VNk","[1,1]",false,"4EpPP4CG7fZave9V7TAhCKAReH1ydQkXeGr74RDLTviA",false,"SoLMeE9Pw7Y1r9mJTGBQ7BrgQAa9DMErV2WnaYZ1Z9t","https://explorer.solana.com/address/4EpPP4CG7fZave9V7TAhCKAReH1ydQkXeGr74RDLTviA","[{""trait_type"":""Type"",""value"":""Human"",""trait_count"":18725},{""trait_type"":""Glasses"",""value"":""Sunglasses"",""trait_count"":1076},{""trait_type"":""Hair Color"",""value"":""Dark"",""trait_count"":11616},{""trait_type"":""Hair Style"",""value"":""Pulled Back"",""trait_count"":747},{""trait_type"":""Pants"",""value"":""Skirt"",""trait_count"":2364},{""trait_type"":""Pants Color"",""value"":""Dark Red"",""trait_count"":1295},{""trait_type"":""Shirt"",""value"":""Oversized Hoodie"",""trait_count"":1111},{""trait_type"":""Shirt Color"",""value"":""Black"",""trait_count"":3101},{""trait_type"":""Shoes"",""value"":""High Boots"",""trait_count"":679}]","Solana Mees","Solana Mees","Solmee #11198 is one of 20,000 3D voxel characters from the Solana Mees collection. Minted on solmees.com",,"https://www.arweave.net/vIMCJk5Y4sMQ73WsVvIqTpgmP5clTOz48ePiJCbGURs?ext=jpg","SolMee #11198","vr","[{""address"":""SoLMeE9Pw7Y1r9mJTGBQ7BrgQAa9DMErV2WnaYZ1Z9t"",""verified"":true,""share"":50},{""address"":""2XV3AUsW5oamNgarZXfjoz4fHYkLfxN1DwBa239ijN1P"",""verified"":true,""share"":50}]","[{""uri"":""https://www.arweave.net/vIMCJk5Y4sMQ73WsVvIqTpgmP5clTOz48ePiJCbGURs?ext=jpg"",""type"":""image/jpeg""},{""uri"":""https://www.arweave.net/vkdel0SbavKlRTiaHgC3EJBuvufxir0fzI7Ngpd6YlE?ext=glb"",""type"":""glb""}]",1000,""
"[""CRygbqQDcT1W9y75yWRGxRu47agMgxX77fFixb6LHJaV"",""2is2NRunEwhotCQrRFXt2w3Fy2Vdo6pasiWzJK4HpcQU"",""8fX9saaTVDBDHy7HzGApyenwiJ9SPVrHRw7ATM13bZEw"",""4J4DCdYLbt2oCCAPdFC15Au9njJmvQNWqBQbaSa8W8nu"",""CTzYhmFELbtG53dAr88W1UMfybtDBKvzraSDnR3oGXuq""]","SKYLINE #0422","[0,25,25,25,25]","SKY","https://arweave.net/JskSPrtWNt5xTKpv597aEixvwHYJfQx6-CIaxEbU7Ug","[1,0,0,0,0]",true,"4CZxYt9ozoq9xbq9bsWsarBLmpBhi2ViZHiyD7yM8qWy",true,"skypUwvYXB788P9zmBX3i2uUgvWidSTCpnhnE9p7rgK","https://explorer.solana.com/address/4CZxYt9ozoq9xbq9bsWsarBLmpBhi2ViZHiyD7yM8qWy","[{""trait_type"":""Sky"",""value"":""Midnight with Clouds""},{""trait_type"":""Sky Object"",""value"":""None""},{""trait_type"":""Focal Point"",""value"":""City""},{""trait_type"":""Land Type"",""value"":""Prairie""},{""trait_type"":""Land Object"",""value"":""None""},{""trait_type"":""Porch"",""value"":""Black Porch""},{""trait_type"":""Porch Object"",""value"":""GM Cup""},{""trait_type"":""Porch Feet"",""value"":""Boat shoes""}]","Skyline NFT","Skyline","Enjoy the view! Skyline is a series of 5555 beautiful skies, lands and shorelines.",,"https://www.arweave.net/i1PhomXiNumh76JEmBS9i2MK7EMKxuAoVUjREtXesJw?ext=png","SKYLINE #0422",,"[{""address"":""2is2NRunEwhotCQrRFXt2w3Fy2Vdo6pasiWzJK4HpcQU"",""share"":25},{""address"":""8fX9saaTVDBDHy7HzGApyenwiJ9SPVrHRw7ATM13bZEw"",""share"":25},{""address"":""4J4DCdYLbt2oCCAPdFC15Au9njJmvQNWqBQbaSa8W8nu"",""share"":25},{""address"":""CTzYhmFELbtG53dAr88W1UMfybtDBKvzraSDnR3oGXuq"",""share"":25}]","[{""uri"":""https://www.arweave.net/i1PhomXiNumh76JEmBS9i2MK7EMKxuAoVUjREtXesJw?ext=png"",""type"":""image/png""}]",600,"SKY"
"[""5964J6rEtxAjHtS1LYPjtyqt9BRSwS5q5BuBSBdvKH9L"",""4ajkFEh7d4C8scxngPtBxBKB5K4YvMzw2qsvFTiEGj2x"",""DZadZt3jtTwG9gRRfRdtCJKPsVebgAWccBPSZvNYejjx"",""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA""]","LazyHeros #1172","[0,70,20,10]","LH","https://ipfs.io/ipfs/Qmcm5UzUNrdKAY3yv4yexrnnEyc2LSfyS4UmZJwAk5tjng","[1,0,0,0]",true,"6W7o1zxdecJ2pygnNcmT18TQtYwznKrszcc8rQUfmofD",true,"HRUNCDj1jQfvLXc7AheMtAPHP7S32qRTtwnhPV5RqY6J","https://explorer.solana.com/address/6W7o1zxdecJ2pygnNcmT18TQtYwznKrszcc8rQUfmofD","[{""trait_type"":""Back"",""value"":""Cat Butt""},{""trait_type"":""Background"",""value"":""Orange""},{""trait_type"":""Ear Accessory"",""value"":""No Earring""},{""trait_type"":""Eyes"",""value"":""Bored""},{""trait_type"":""Eye Accessory"",""value"":""Las Vegas""},{""trait_type"":""Head"",""value"":""Sombrero""},{""trait_type"":""Mouth"",""value"":""Nacho Mustache""},{""trait_type"":""Outfit"",""value"":""Hawaiian Shirt""},{""trait_type"":""Skin"",""value"":""Tanned""}]","Lazy Heroes","Lazy Heroes","One of the 2000 Lazy Heroes coming to save Solana, one burger at a time. Made by Alro.",,"https://ipfs.io/ipfs/QmT1eVAAKvHkXiPXZpWxBXWUriB119CgsAC9LiaQWrkw7x","Lazy Hero #1171","image","[{""address"":""4ajkFEh7d4C8scxngPtBxBKB5K4YvMzw2qsvFTiEGj2x"",""share"":70},{""address"":""DZadZt3jtTwG9gRRfRdtCJKPsVebgAWccBPSZvNYejjx"",""share"":20},{""address"":""RRUMF9KYPcvNSmnicNMAFKx5wDYix3wjNa6bA7R6xqA"",""share"":10}]","[{""uri"":""https://ipfs.io/ipfs/QmT1eVAAKvHkXiPXZpWxBXWUriB119CgsAC9LiaQWrkw7x"",""type"":""image/png""}]",869,"LH"
"[""7AikoQkN9tY65MDeExyh8mRqSEYcrbunD1QppKKdgNnT"",""AoJh2CSxTsykq39QVqj5DAmcVBsirWXGSNqR7qzqaDPA"",""DHqNgQBEKJ3vJGmAPkQgFhUFW6E36wfPi1qu3U1f6poM""]","SOLSHEEP#9827","[0,50,50]","SOLSHEEP","https://arweave.net/t1TggdUkQPc1L8QQQmaJe5o9BtBf2rSVt5Ly5ALlgWs","[1,0,0]",true,"6YUS4xnmkHY3n6dD6KPXLbwZw4urXs1LoxkJe2mhwErf",true,"3UQMGHhujemoTqwnUyPaE2rCvUVpFmKFEXFR3rZFmVtQ","https://explorer.solana.com/address/6YUS4xnmkHY3n6dD6KPXLbwZw4urXs1LoxkJe2mhwErf","[{""trait_type"":""Background"",""value"":""green""},{""trait_type"":""Body"",""value"":""basebody white""},{""trait_type"":""Body Clothing"",""value"":""basebody black""},{""trait_type"":""Ear"",""value"":""basesheepear brown""},{""trait_type"":""Ear Top"",""value"":""eartop""},{""trait_type"":""Head"",""value"":""punkhair yellow""},{""trait_type"":""Mask"",""value"":""masksheep grey""},{""trait_type"":""Face"",""value"":""basefaceskin""},{""trait_type"":""Mouth"",""value"":""mouthopen""},{""trait_type"":""Nose"",""value"":""basenose""},{""trait_type"":""Eyes"",""value"":""base eyes""},{""trait_type"":""Laser"",""value"":""red""},{""trait_type"":""Special Sheep"",""value"":""Laser Eyes""}]",,,"10,000 cute and collectible randomly generated sheep living on the Solana farm.",1,"https://www.arweave.net/PNe5Y6Nmfy2sAM9iLzvTp-ocKCliwaSccMA51-GcpAI?ext=png","SOLSHEEP#9827","image","[{""address"":""AoJh2CSxTsykq39QVqj5DAmcVBsirWXGSNqR7qzqaDPA"",""share"":50},{""address"":""DHqNgQBEKJ3vJGmAPkQgFhUFW6E36wfPi1qu3U1f6poM"",""share"":50}]","[{""uri"":""https://www.arweave.net/PNe5Y6Nmfy2sAM9iLzvTp-ocKCliwaSccMA51-GcpAI?ext=png"",""type"":""image/png""}]",800,"SOLSHEEP"
"[""67wUomiKg7joQmaf9MiSeCc656WSMBPk5imVp6MfDwnB"",""BPFxj4DSN4r8bJtFzoo3pPmdiAM5aNapNkqHwZxj2vRE"",""CqQnLhBhi2SJ5gm6rEL48XXr4xVdVAip5PaV2B6CcuwA""]","Unirex#4710","[0,0,100]","UNIREXCITY","https://arweave.net/K6m6IO4MLVyj_oFqVMSauxRkqq62nyXleeCzAWtYmn0","[1,0,0]",true,"657Cfqo52ChhrynCwMmzczSkwkQaK1ezyqiXuhzvcm1v",true,"CqQnLhBhi2SJ5gm6rEL48XXr4xVdVAip5PaV2B6CcuwA","https://explorer.solana.com/address/657Cfqo52ChhrynCwMmzczSkwkQaK1ezyqiXuhzvcm1v","[{""trait_type"":""Type"",""value"":""Unirex""},{""trait_type"":""Skin"",""value"":""Glossy""},{""trait_type"":""Body cut"",""value"":""Triangles""},{""trait_type"":""Scar"",""value"":""No trait""},{""trait_type"":""Tattoos"",""value"":""No trait""},{""trait_type"":""Tattoos count"",""value"":0},{""trait_type"":""Body color 1"",""value"":""Delphinium""},{""trait_type"":""Body color 2"",""value"":""Hydrangea""},{""trait_type"":""Jaw"",""value"":""Open""},{""trait_type"":""Gaze"",""value"":""Bored""},{""trait_type"":""Eyes colors"",""value"":""Aerospace orange/Canary""},{""trait_type"":""Pupil"",""value"":""Snake""},{""trait_type"":""Arm"",""value"":""Open outward""},{""trait_type"":""Glasses"",""value"":""No trait""},{""trait_type"":""Hat"",""value"":""Black beanie""},{""trait_type"":""Teeth"",""value"":""Silver Grillbill""},{""trait_type"":""Hand objects"",""value"":""No trait""},{""trait_type"":""Jewelries"",""value"":""No trait""},{""trait_type"":""Jewelries count"",""value"":0},{""trait_type"":""Background"",""value"":""Latte""},{""trait_type"":""Clothing piece 1"",""value"":""Original""},{""trait_type"":""Clothing piece 2"",""value"":""No trait""},{""trait_type"":""Clothing accessory"",""value"":""No trait""},{""trait_type"":""Sequence"",""value"":""10123-3504""},{""trait_type"":""Attributes count"",""value"":13}]","Unirexcity (Gen 1)","Unirexcity","Each Unirex is a precious ticket to the future city of Unirexcity. Keep it safe.",,"https://www.arweave.net/Wq7a2EumEZQWraNbZPb-iuG3eaC2iv_qYlNvbYl1iyo?ext=png","Unirex#4710","image","[{""address"":""BPFxj4DSN4r8bJtFzoo3pPmdiAM5aNapNkqHwZxj2vRE"",""share"":0},{""address"":""CqQnLhBhi2SJ5gm6rEL48XXr4xVdVAip5PaV2B6CcuwA"",""share"":100}]","[{""uri"":""https://www.arweave.net/Wq7a2EumEZQWraNbZPb-iuG3eaC2iv_qYlNvbYl1iyo?ext=png"",""type"":""image/png""}]",800,"UNIREX"
"[""EZPAFz3qZqZPDp3TUh8B3kep6hNaw8HGuwUPgeek1qnE"",""4ZrafjNeNZpQwMyaW6K8KWABguNpmxX1i9MxEDK6LN5r""]","Solluminati #357","[0,100]","SOLL","https://arweave.net/ko8AYnF6G6iJP5VSj_vu4h7TUHT5MUSCBYBuzZqcJuo","[1,0]",true,"YRSJHoRXiYNH9REkdwGpWdHvQwYqUtwTeydsgUWNWG3",true,"BkTZrmzzKBytAzmEUqJFyASgPqBLhwLyDJyxqm1EL3S9","https://explorer.solana.com/address/YRSJHoRXiYNH9REkdwGpWdHvQwYqUtwTeydsgUWNWG3","[{""trait_type"":""Background"",""value"":""Hell""},{""trait_type"":""Race"",""value"":""Faceless""},{""trait_type"":""Eyes"",""value"":""None""},{""trait_type"":""Forehead Eye"",""value"":""Red""},{""trait_type"":""Costume"",""value"":""Black Cloak""},{""trait_type"":""Mouth"",""value"":""None""},{""trait_type"":""Accessory"",""value"":""None""},{""trait_type"":""Hand Item"",""value"":""Grey Skull""},{""trait_type"":""Faction"",""value"":""House of Degen""}]","SOLLUMINATI","SOLLUMINATI: The Solluminati","The Solluminati have arrived. Masters of their own faith, the puppeteers of the world, the ones that create unimaginable wealth. 6666 SoIlluminati NFTs gathered under the guidance of The Eye to give access to the most powerful knowledge tools in the Solana Metaverse.",,"https://www.arweave.net/BKCCfJ3D4jWV356zSQ0EcckjP0Bds0_EfmqjLb97vFo?ext=png","Solluminati #357","image","[{""address"":""4ZrafjNeNZpQwMyaW6K8KWABguNpmxX1i9MxEDK6LN5r"",""share"":100}]","[{""uri"":""https://www.arweave.net/BKCCfJ3D4jWV356zSQ0EcckjP0Bds0_EfmqjLb97vFo?ext=png"",""type"":""image/png""}]",500,"SOLL"
"[""JCTSK3K3vbLxMMwphRrWjoJPYD3rZKur2KT6eS8Mv6Bd"",""GtV2CDg1S2k5ZJDRCNwErZLFNmK6PS7fx3GYeewCC7zg"",""daoXo7FeRBb4gonerEKhGB5X8rkC9ag16s7cspLYR9g""]","Glitched JungleCats #3989","[1,50,49]","JCG","https://arweave.net/gsqvZxm3F_qOA3TkmD_Gny1LCKm-0H1N54_mKGv3yRw","[0,0,0]",true,"2juKCnxHJ6wnepXfaxdVAmAWWqXLX5BJrEwqCHTzureB",false,"JCTSK3K3vbLxMMwphRrWjoJPYD3rZKur2KT6eS8Mv6Bd","https://explorer.solana.com/address/2juKCnxHJ6wnepXfaxdVAmAWWqXLX5BJrEwqCHTzureB","[{""trait_type"":""background"",""value"":""Purple""},{""trait_type"":""cleanliness"",""value"":""dirty""},{""trait_type"":""special"",""value"":""none""},{""trait_type"":""inverted"",""value"":""normal""},{""trait_type"":""seed"",""value"":""45-8-29-30""}]","JungleCats Stash","Glitched Jungle Cats","No cage can contain a JungleCat. There's been a major glitch, and the calm of the jungle has broken. The cats are awake, and they're about to make some noise.",,"https://arweave.net/JFf7blZPONNsT4kJ0_axkonzcGPLA5dE4HbeRZWOsXE?ext=jpg","Glitched JungleCats #3989","image","[{""address"":""JCTSK3K3vbLxMMwphRrWjoJPYD3rZKur2KT6eS8Mv6Bd"",""share"":1},{""address"":""GtV2CDg1S2k5ZJDRCNwErZLFNmK6PS7fx3GYeewCC7zg"",""share"":50},{""address"":""daoXo7FeRBb4gonerEKhGB5X8rkC9ag16s7cspLYR9g"",""share"":49}]","[{""uri"":""3989?ext=jpg"",""type"":""image/jpg""}]",1000,"JCG"
"[]","EXCHANGE NOTIFICATION NFT","[]","","https://cdn.exchange.art/comm_token/issued_tokens_metadata/uri-1635817188062.json","[]",true,"8Rs2aJgLunoEx6UFkfi2CqLT1gQv5TZqovZZQrGdmF91",false,"EgqxBkbNczXsgBmnkQ6VyKF6qRK446UGMgWhMed1L9c6","https://explorer.solana.com/address/8Rs2aJgLunoEx6UFkfi2CqLT1gQv5TZqovZZQrGdmF91","[{""trait_type"":""Status"",""value"":""Basic""},{""value"":""0"",""trait_type"":""Sales""},{""trait_type"":""Buys"",""value"":""0""},{""value"":""0"",""trait_type"":""Total transactions""},{""value"":""0"",""trait_type"":""Buy volume""},{""trait_type"":""Sales volume"",""value"":""0""},{""trait_type"":""Total Volume"",""value"":""0""}]",,,"This is your EXCHANGE.ART Notification NFT. Check this token to monitor new offers on your NFTs and get alerts on accepted offers. Your status will rise as you buy and sell on EXCHANGE.",,"https://cdn.exchange.art/comm_token/background_images/1_D.jpg","EXCHANGE NOTIFICATION NFT","image","[{""address"":""EgqxBkbNczXsgBmnkQ6VyKF6qRK446UGMgWhMed1L9c6"",""share"":100}]","[{""type"":""image/jpg"",""uri"":""https://cdn.exchange.art/comm_token/background_images/1_D.jpg""}]",100,"ECT"
"[""B3GANjYYij2URmNcws8JYcJc4hkraZymw9GcDUxA8mQb"",""B47XPwArv5qMhgGaqThT2iS7MaZRLCm7Js4oJnYodgve""]","BilliBox #69","[0,100]","BilliBox","https://arweave.net/TkB79mE8KmFIwwsomNiZbnvdFSDvXrvhM6BNfBTKAfM","[1,0]",true,"DJpExrEj6Ybf4bgcUasdBC6PJ2WgUdkiJY1ht7zdFC3Q",true,"4H43AT6UPwH7AvWoJRHW3jteR9RiSAofrW2ifeMAgF5C","https://explorer.solana.com/address/DJpExrEj6Ybf4bgcUasdBC6PJ2WgUdkiJY1ht7zdFC3Q","[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Paper"",""value"":""Brownbag""},{""trait_type"":""Pattern"",""value"":""Festive""},{""trait_type"":""Bow"",""value"":""Gold Loop""},{""trait_type"":""Vintage"",""value"":""Dec 2021""}]","Billibox","Billionaire Boxes","",,"https://www.arweave.net/Lveeur4Ggk5jkqAUNaUNDvAV07wmS1X8cAak9c8zNIE?ext=png","BilliBox #69","image","[{""address"":""B47XPwArv5qMhgGaqThT2iS7MaZRLCm7Js4oJnYodgve"",""share"":100}]","[{""uri"":""https://www.arweave.net/Lveeur4Ggk5jkqAUNaUNDvAV07wmS1X8cAak9c8zNIE?ext=png"",""type"":""image/png""}]",750,"BilliBox"
"[""BnifvkWmd8z63m2T64xuaarnvwRt3Kw8GGfbC4J4kCG2""]","HazyHippo #3362","[100]","","https://arweave.net/oGV2KRtasALw6SnRfHjWc7X9r0vFy-T50llcLOhwMNE","[1]",false,"DFdUaHHKJvop48oTyBaC23eEq61jHiHqtTbhw6961FhK",false,"BnifvkWmd8z63m2T64xuaarnvwRt3Kw8GGfbC4J4kCG2","https://explorer.solana.com/address/DFdUaHHKJvop48oTyBaC23eEq61jHiHqtTbhw6961FhK","[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Body"",""value"":""Stone""},{""trait_type"":""Clothes"",""value"":""Business Suit""},{""trait_type"":""Head"",""value"":""Pirate Hat""},{""trait_type"":""Eyes"",""value"":""Monocle""},{""trait_type"":""Teeth"",""value"":""Gold Tooth""},{""trait_type"":""Mouth"",""value"":""None""}]","HazyHippos","HazyHippos","5,000 stoned, fashionable, & collectible Hippos all living on the Solana blockchain",,"https://arweave.net/8AGb6p96D4fNnOpxKDcGvATN1aZ8qLYuEmgEOxppVjU","HazyHippo #3362","image","[{""address"":""GSSwJWn3qKxtDc32wvUeCmcPVEWh1tZJnFc3NyQhdFMn"",""share"":75},{""address"":""5KRu65NvuPuZpmDTUZEFCoEUDevAxKbFgAgwM4UxvP4W"",""share"":25}]","[{""uri"":""https://arweave.net/8AGb6p96D4fNnOpxKDcGvATN1aZ8qLYuEmgEOxppVjU"",""type"":""image/png""}]",500,""
"[""2vQfvY7inzfgVjzzxoNGEc7ZYmChqAWZJAtVUQXtgotx"",""EEgrfJLLdEo8GdP25BCLAaEAofcGq7Bq1Qpb9ZrXizGm""]","Pawnshop gnomie #4036","[0,100]","PWNG","https://arweave.net/kUqZpbRKSq2L-Fok1InB3jh5UuqZrVwDx5NcmR3OmcI","[1,1]",true,"BkLiu2vpaRqBk3yZWxqR3sXA8k5s6o1yxknpdYgFJGZf",true,"E3rcqSugG7T3ToSbpa1Nb3Z9Qj4gDNmZW6XV1U6FXvbD","https://explorer.solana.com/address/BkLiu2vpaRqBk3yZWxqR3sXA8k5s6o1yxknpdYgFJGZf","[{""trait_type"":""Background"",""value"":""Blue""},{""trait_type"":""Body"",""value"":""Giraffe""},{""trait_type"":""Cloth"",""value"":""Cop vest""},{""trait_type"":""Beard"",""value"":""Swirl""},{""trait_type"":""Hat"",""value"":""No hat""},{""trait_type"":""Ears"",""value"":""Nothing""},{""trait_type"":""Eyes"",""value"":""Classic""},{""trait_type"":""Mouth"",""value"":""Nothing""}]","Pawnshop Gnomies","Pawnshop Gnomies","DAO-based NFT pawnshop",,"https://www.arweave.net/shxg_fT-OH9zxlK07-mD7qaLZwO8rv8iGHGMfrxdoNs?ext=png","Pawnshop gnomie #4036","image","[{""address"":""EEgrfJLLdEo8GdP25BCLAaEAofcGq7Bq1Qpb9ZrXizGm"",""share"":100}]","[{""uri"":""https://www.arweave.net/shxg_fT-OH9zxlK07-mD7qaLZwO8rv8iGHGMfrxdoNs?ext=png"",""type"":""image/png""}]",500,"PWNG"
"[""DdaLjdsRy4oXqggSecuX1zv7Ggv5BTjawGW4V2zToZ9L"",""8skFHYNmoM7oNubHyQDmTuktVDaXyzuv5SVQLPb5maKY""]","Cat Cartel #2157","[0,100]","CC","https://arweave.net/qWlnuct7m6Xf8Mh1X3cvwIOT2YYQOfvXuqj7uPK-diQ","[1,0]",true,"8VZfdMZkk4KdTtsRx8FXzoNcvnk4DwGNWaejov7WW4Z6",true,"2xWhmKi8iukr3R6bNWRtdQVE8qzLYo9Epz6fErj9tRdQ","https://explorer.solana.com/address/8VZfdMZkk4KdTtsRx8FXzoNcvnk4DwGNWaejov7WW4Z6","[{""trait_type"":""Background"",""value"":""Grey""},{""trait_type"":""Body"",""value"":""Brown""},{""trait_type"":""Outfit"",""value"":""No Shirt""},{""trait_type"":""Neck"",""value"":""No Necklace""},{""trait_type"":""Mouth"",""value"":""Closed Fangs""},{""trait_type"":""Eyes"",""value"":""Winking""},{""trait_type"":""Headwear"",""value"":""Beanie Purple""}]",,,"3 Cartels, 1 City and an overarching power struggle over the Zion drug trade.",2157,"https://www.arweave.net/YlMvU42DVtExBCItmsvKLY34qQ6Nm6IHicc7YerW_64?ext=png","Cat Cartel #2157","image","[{""address"":""8skFHYNmoM7oNubHyQDmTuktVDaXyzuv5SVQLPb5maKY"",""share"":100}]","[{""uri"":""https://www.arweave.net/YlMvU42DVtExBCItmsvKLY34qQ6Nm6IHicc7YerW_64?ext=png"",""type"":""image/png""}]",600,"CC"
"[""6PTSaVPGLzzgAqw9veQUVKhW2ggsEaV5ghBeLsQn2GVN"",""FHJKrc5MJJQLhj2FqiTfNnvLj59wEmaXVfozmp7JKj2A""]","The Tower #66-16","[0,100]","TWRDAO","https://arweave.net/XLmVZR1bDHn7eUNU5ZtMqwysdTfLzNvNTiNkMu9iqTY","[1,1]",true,"HjAtVGzJk8GyEJhWkEopUs8ZvuBen221Z23cLn3aoaG5",true,"GcrjZXzmNDyGDt646hy4ziWNa5ziGAMNdXGdQcDtnBaV","https://explorer.solana.com/address/HjAtVGzJk8GyEJhWkEopUs8ZvuBen221Z23cLn3aoaG5","[{""trait_type"":""Story"",""value"":66},{""trait_type"":""Room"",""value"":16},{""trait_type"":""Wall"",""value"":""Bronze Metal""},{""trait_type"":""Wall Item"",""value"":""Neon Gm Sign""},{""trait_type"":""Floor"",""value"":""White Slate""},{""trait_type"":""Floor Item"",""value"":""Fish""},{""trait_type"":""Big Item"",""value"":""Brown Chairwplant""},{""trait_type"":""Small Item 1"",""value"":""Bike""},{""trait_type"":""View"",""value"":""Purple""},{""trait_type"":""Background"",""value"":""Black""}]","TowerDAO","The Tower","Residences inside a futuristic skyscraper in the metaverse. Home of the TowerDAO.",,"https://www.arweave.net/maJ-8FiAqjPxYSGHRrsA2vXpoIqYokHr6_-w9AjzL5U?ext=png","The Tower #66-16","image","[{""address"":""FHJKrc5MJJQLhj2FqiTfNnvLj59wEmaXVfozmp7JKj2A"",""share"":100}]","[{""uri"":""https://www.arweave.net/maJ-8FiAqjPxYSGHRrsA2vXpoIqYokHr6_-w9AjzL5U?ext=png"",""type"":""image/png""}]",500,"TWRDAO"
"[""55a3F4WfPUpQCTKwaAcPodaYCLd4gWC2tyVa7ceQtRnR"",""B9hZvk6kGnwZmdNrgvwu6Cj5gvQmBbYp2mdtjX28DkUt""]","Stock Tylers #1884","[0,100]","STOCK","https://arweave.net/vFxuIqZE9kucmRjuP7iuc2Qp70f0YEAeNN2jc7dLeaE","[1,0]",true,"2NKbCJbC2VwPrAR637hTtSP2jPUxUBASHiHm5VznJL5V",true,"B9hZvk6kGnwZmdNrgvwu6Cj5gvQmBbYp2mdtjX28DkUt","https://explorer.solana.com/address/2NKbCJbC2VwPrAR637hTtSP2jPUxUBASHiHm5VznJL5V","[{""trait_type"":""Background"",""value"":""Pastel""},{""trait_type"":""Head"",""value"":""Jones Hat""},{""trait_type"":""Neck"",""value"":""Silk Scarf""},{""trait_type"":""Ear"",""value"":""None""},{""trait_type"":""Body"",""value"":""White Tanker""},{""trait_type"":""Skin"",""value"":""Zombie""},{""trait_type"":""Extras"",""value"":""Smiley Faces""},{""trait_type"":""Eyes"",""value"":""Ski Goggles""},{""trait_type"":""Expression"",""value"":""Neutral""}]","Stock Tylers","Stock Tylers","2222 Stock Photos of Tyler on the Solana Network.",,"https://www.arweave.net/CZD-Dm3ydMH05KypIyf32uphC0woA7DmoxB64VfmHgE?ext=jpg","Stock Tylers #1884","image","[{""address"":""B9hZvk6kGnwZmdNrgvwu6Cj5gvQmBbYp2mdtjX28DkUt"",""share"":100}]","[{""uri"":""https://www.arweave.net/CZD-Dm3ydMH05KypIyf32uphC0woA7DmoxB64VfmHgE?ext=jpg"",""type"":""image/jpg""}]",690,"STOCK"
"[""55a3F4WfPUpQCTKwaAcPodaYCLd4gWC2tyVa7ceQtRnR"",""B9hZvk6kGnwZmdNrgvwu6Cj5gvQmBbYp2mdtjX28DkUt""]","Stock Tylers #246","[0,100]","STOCK","https://arweave.net/1bak5KEF6pe_armEgJclsXcw_GiUg9zUuMXx_YGOjAQ","[1,0]",true,"7x52yJE3gjSiATqtPdvCzs3XZTZxi5McKddqKPDVt56D",true,"B9hZvk6kGnwZmdNrgvwu6Cj5gvQmBbYp2mdtjX28DkUt","https://explorer.solana.com/address/7x52yJE3gjSiATqtPdvCzs3XZTZxi5McKddqKPDVt56D","[{""trait_type"":""Background"",""value"":""Legend of Tyler""},{""trait_type"":""Head"",""value"":""Legend of Tyler""},{""trait_type"":""Neck"",""value"":""Legend of Tyler""},{""trait_type"":""Ear"",""value"":""Legend of Tyler""},{""trait_type"":""Body"",""value"":""Legend of Tyler""},{""trait_type"":""Skin"",""value"":""Legend of Tyler""},{""trait_type"":""Extras"",""value"":""Legend of Tyler""},{""trait_type"":""Eyes"",""value"":""Legend of Tyler""},{""trait_type"":""Expression"",""value"":""Legend of Tyler""}]","Stock Tylers","Stock Tylers","2222 Stock Photos of Tyler on the Solana Network.",,"https://www.arweave.net/eVvg1g7uWXFbHy81K39BxWCQMZd9Jx0xLwQXM2WqGDQ?ext=jpg","Stock Tylers #246","image","[{""address"":""B9hZvk6kGnwZmdNrgvwu6Cj5gvQmBbYp2mdtjX28DkUt"",""share"":100}]","[{""uri"":""https://www.arweave.net/eVvg1g7uWXFbHy81K39BxWCQMZd9Jx0xLwQXM2WqGDQ?ext=jpg"",""type"":""image/jpg""}]",690,"STOCK"
